col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,President Of The United States - Republican,,,,Delegate To The Republican National Convention 1st District,,,,,,All
,Mitt Romney,Ron Paul,Rick Santorum,Newt Gingrich,Marion S Taxin,Christopher M Vogler,Tom Boggia,Michael W Untermeyer,Frederick W Anton,Dale Kerns,All
Mitt Romney,42,0,0,0,159,141,108,85,59,49,All
Ron Paul,,14,0,0,22,21,25,23,12,20,All
Rick Santorum,,,9,0,13,10,13,10,8,7,All
Newt Gingrich,,,,6,9,9,9,8,6,7,All
Marion S Taxin,,,,,1,112,84,43,49,26,All
Christopher M Vogler,,,,,,1,77,42,44,27,All
Tom Boggia,,,,,,,1,35,20,29,All
Michael W Untermeyer,,,,,,,,0,25,35,All
Frederick W Anton,,,,,,,,,1,19,All
Dale Kerns,,,,,,,,,,0,All
Total,315,73,39,28,207,185,158,128,88,84,All
,President Of The United States - Republican,,,,Delegate To The Republican National Convention 1st District,,,,,,1
,Mitt Romney,Newt Gingrich,Rick Santorum,Ron Paul,Marion S Taxin,Christopher M Vogler,Tom Boggia,Michael W Untermeyer,Frederick W Anton,Dale Kerns,1
Mitt Romney,7,0,0,0,20,12,13,5,2,1,1
Newt Gingrich,,2,0,0,0,1,1,1,1,0,1
Rick Santorum,,,0,0,2,1,1,1,0,1,1
Ron Paul,,,,0,0,1,1,1,1,0,1
Marion S Taxin,,,,,0,13,10,4,2,2,1
Christopher M Vogler,,,,,,0,12,4,1,1,1
Tom Boggia,,,,,,,0,2,0,0,1
Michael W Untermeyer,,,,,,,,0,3,1,1
Frederick W Anton,,,,,,,,,0,0,1
Dale Kerns,,,,,,,,,,0,1
Total,32,4,2,2,23,16,16,8,4,2,1
,President Of The United States - Republican,,,,Delegate To The Republican National Convention 1st District,,,,,,2
,Mitt Romney,Ron Paul,Newt Gingrich,Rick Santorum,Marion S Taxin,Christopher M Vogler,Michael W Untermeyer,Dale Kerns,Tom Boggia,Frederick W Anton,2
Mitt Romney,0,0,0,0,15,9,8,5,4,1,2
Ron Paul,,0,0,0,1,0,0,1,0,0,2
Newt Gingrich,,,0,0,0,0,0,1,0,0,2
Rick Santorum,,,,1,0,0,0,0,0,0,2
Marion S Taxin,,,,,1,8,7,4,4,0,2
Christopher M Vogler,,,,,,0,3,1,4,0,2
Michael W Untermeyer,,,,,,,0,3,0,1,2
Dale Kerns,,,,,,,,0,0,0,2
Tom Boggia,,,,,,,,,0,0,2
Frederick W Anton,,,,,,,,,,0,2
Total,18,2,1,1,17,9,8,7,4,1,2
,President Of The United States - Republican,,,,Delegate To The Republican National Convention 1st District,,,,,,3
,Mitt Romney,Ron Paul,Rick Santorum,Newt Gingrich,Marion S Taxin,Christopher M Vogler,Michael W Untermeyer,Tom Boggia,Dale Kerns,Frederick W Anton,3
Mitt Romney,2,0,0,0,20,17,11,11,7,6,3
Ron Paul,,1,0,0,2,0,3,1,0,1,3
Rick Santorum,,,1,0,0,0,1,1,0,0,3
Newt Gingrich,,,,0,1,0,1,1,0,0,3
Marion S Taxin,,,,,0,12,7,10,3,4,3
