col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,President Of The United States - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,All
,Barack Obama,Anthony Hardy Williams,Ted Kirsch,Ryan N Boyer,Mindy M Posoff,Elizabeth A Washo,Christine M Tartaglione,Kathryn Sylvia Huggins,Deborah E Landau,Thaddeus Kirkland,Sekela Coles,All
Barack Obama,"15,735","20,439","20,268","18,881","18,837","18,587","15,114","14,734","14,260","14,027","13,929",All
Anthony Hardy Williams,,67,"18,469","18,161","17,818","17,663","13,788","13,705","13,402","13,354","13,328",All
Ted Kirsch,,,103,"18,414","18,356","17,998","13,762","13,668","13,578","13,521","13,426",All
Ryan N Boyer,,,,42,"17,953","17,711","13,309","13,561","13,390","13,287","13,262",All
Mindy M Posoff,,,,,34,"17,977","13,441","13,628","13,459","13,194","13,249",All
Elizabeth A Washo,,,,,,16,"13,376","13,569","13,466","13,109","13,117",All
Christine M Tartaglione,,,,,,,151,"13,899","13,707","13,529","13,491",All
Kathryn Sylvia Huggins,,,,,,,,17,"14,048","13,604","13,785",All
Deborah E Landau,,,,,,,,,12,"13,438","13,657",All
Thaddeus Kirkland,,,,,,,,,,9,"13,486",All
Sekela Coles,,,,,,,,,,,4,All
Total,"41,199","21,137","21,062","19,575","19,517","19,235","15,847","15,265","14,789","14,504","14,415",All
