col_1,col_2,division
,Senator In The General Assembly 1st District - Republican,All
,Alfonso Gambone Jr,All
Alfonso Gambone Jr,16,All
Total,16,All
,Senator In The General Assembly 1st District - Republican,1
,Alfonso Gambone Jr,1
Alfonso Gambone Jr,4,1
Total,4,1
,Senator In The General Assembly 1st District - Republican,2
,Alfonso Gambone Jr,2
Alfonso Gambone Jr,1,2
Total,1,2
,Senator In The General Assembly 1st District - Republican,3
,Alfonso Gambone Jr,3
Alfonso Gambone Jr,1,3
Total,1,3
,Senator In The General Assembly 1st District - Republican,4
,Alfonso Gambone Jr,4
Alfonso Gambone Jr,1,4
Total,1,4
,Senator In The General Assembly 1st District - Republican,9
,Alfonso Gambone Jr,9
Alfonso Gambone Jr,2,9
Total,2,9
,Senator In The General Assembly 1st District - Republican,10
,Alfonso Gambone Jr,10
Alfonso Gambone Jr,6,10
Total,6,10
,Senator In The General Assembly 1st District - Republican,11
,Alfonso Gambone Jr,11
Alfonso Gambone Jr,1,11
Total,1,11
