col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,State Treasurer - Republican,Delegate To The Republican National Convention 1st District,,,,,,All
,Diana Irey Vaughan,Christopher M Vogler,Tom Boggia,Marion S Taxin,Michael W Untermeyer,Dale Kerns,Frederick W Anton,All
Diana Irey Vaughan,17,135,91,84,45,41,32,All
Christopher M Vogler,,67,58,65,28,22,23,All
Tom Boggia,,,7,51,17,13,9,All
Marion S Taxin,,,,7,6,7,19,All
Michael W Untermeyer,,,,,3,27,7,All
Dale Kerns,,,,,,4,8,All
Frederick W Anton,,,,,,,2,All
Total,213,209,104,97,49,46,37,All
,Delegate To The Republican National Convention 1st District,,,,,,State Treasurer - Republican,1
,Christopher M Vogler,Michael W Untermeyer,Tom Boggia,Dale Kerns,Frederick W Anton,Marion S Taxin,Diana Irey Vaughan,1
Christopher M Vogler,4,2,1,2,1,0,10,1
Michael W Untermeyer,,1,2,2,0,0,3,1
Tom Boggia,,,0,1,0,0,4,1
Dale Kerns,,,,0,1,0,3,1
Frederick W Anton,,,,,0,0,1,1
Marion S Taxin,,,,,,0,0,1
Diana Irey Vaughan,,,,,,,1,1
Total,14,4,4,3,1,0,14,1
,State Treasurer - Republican,Delegate To The Republican National Convention 1st District,,,,,,2
,Diana Irey Vaughan,Tom Boggia,Christopher M Vogler,Marion S Taxin,Frederick W Anton,Michael W Untermeyer,Dale Kerns,2
Diana Irey Vaughan,3,5,5,5,1,1,0,2
Tom Boggia,,1,4,3,0,1,0,2
Christopher M Vogler,,,0,4,1,1,0,2
Marion S Taxin,,,,0,1,0,0,2
Frederick W Anton,,,,,0,0,0,2
Michael W Untermeyer,,,,,,0,0,2
Dale Kerns,,,,,,,0,2
Total,10,6,5,5,1,1,0,2
,Delegate To The Republican National Convention 1st District,,,,,,State Treasurer - Republican,3
,Christopher M Vogler,Marion S Taxin,Tom Boggia,Frederick W Anton,Dale Kerns,Michael W Untermeyer,Diana Irey Vaughan,3
Christopher M Vogler,10,4,3,3,0,0,9,3
Marion S Taxin,,0,2,1,0,0,5,3
Tom Boggia,,,0,0,2,2,5,3
Frederick W Anton,,,,0,0,0,2,3
Dale Kerns,,,,,0,2,2,3
Michael W Untermeyer,,,,,,0,2,3
Diana Irey Vaughan,,,,,,,1,3
Total,20,5,5,3,2,2,13,3
,State Treasurer - Republican,Delegate To The Republican National Convention 1st District,,,,,,4
,Diana Irey Vaughan,Christopher M Vogler,Tom Boggia,Dale Kerns,Marion S Taxin,Michael W Untermeyer,Frederick W Anton,4
Diana Irey Vaughan,0,1,3,1,0,1,0,4
Christopher M Vogler,,3,0,0,0,0,0,4
Tom Boggia,,,0,0,0,0,0,4
Dale Kerns,,,,1,0,0,0,4
Marion S Taxin,,,,,2,0,0,4
Michael W Untermeyer,,,,,,1,0,4
Frederick W Anton,,,,,,,0,4
Total,6,4,3,2,2,2,0,4
,Delegate To The Republican National Convention 1st District,,,,,,State Treasurer - Republican,5
,Christopher M Vogler,Marion S Taxin,Tom Boggia,Frederick W Anton,Michael W Untermeyer,Dale Kerns,Diana Irey Vaughan,5
Christopher M Vogler,6,7,7,2,3,1,14,5
Marion S Taxin,,0,6,4,0,0,10,5
Tom Boggia,,,0,2,3,1,9,5
Frederick W Anton,,,,0,1,1,5,5
Michael W Untermeyer,,,,,0,3,5,5
Dale Kerns,,,,,,0,3,5
Diana Irey Vaughan,,,,,,,1,5
Total,21,10,10,5,5,3,20,5
,Delegate To The Republican National Convention 1st District,,,,,,State Treasurer - Republican,6
,Christopher M Vogler,Tom Boggia,Marion S Taxin,Dale Kerns,Frederick W Anton,Michael W Untermeyer,Diana Irey Vaughan,6
