col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,division
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Representative In The General Assembly 201st District - Democrat,,,All
,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Jacquelyn Manns Smalley,Mark Alan Aronchick,Vincent J Hughes,Jerome W Mondesire,Joseph C Meade,Raye E Johnson,Stephen A Cozen,Jerry T Jordan,Michelle W Singer,Andrew P Toy,Heather Steinmiller,Nancy Astor Fox,Eleanor M Dezzi,William S Leopold,Stephen Kinsey,Michael K Ellis,Karl K Gamble,All
Kenyatta J Johnson,2,404,394,369,356,296,273,265,267,265,259,257,258,254,250,249,246,238,202,47,All
Blondell Reynolds Brown,,1,372,354,340,295,267,257,251,254,253,247,247,241,238,238,241,210,186,45,All
Cindy Bass,,,0,356,338,280,265,250,246,254,248,244,249,242,238,240,240,199,184,33,All
Jacquelyn Manns Smalley,,,,1,333,261,256,257,252,254,245,246,247,247,239,241,242,185,159,33,All
Mark Alan Aronchick,,,,,0,242,241,242,239,242,232,228,236,235,223,231,231,182,146,37,All
Vincent J Hughes,,,,,,2,273,264,256,260,263,253,254,248,243,243,247,151,138,30,All
Jerome W Mondesire,,,,,,,0,256,248,254,246,244,247,246,235,241,242,133,121,31,All
Joseph C Meade,,,,,,,,0,255,256,247,240,250,244,237,242,243,128,111,30,All
Raye E Johnson,,,,,,,,,0,255,250,248,245,250,242,243,244,127,112,32,All
Stephen A Cozen,,,,,,,,,,0,245,241,252,246,239,245,246,131,111,29,All
Jerry T Jordan,,,,,,,,,,,0,235,239,241,232,239,241,127,113,28,All
Michelle W Singer,,,,,,,,,,,,0,234,240,242,235,236,122,116,30,All
Andrew P Toy,,,,,,,,,,,,,0,239,231,239,238,124,110,27,All
Heather Steinmiller,,,,,,,,,,,,,,0,233,243,243,124,103,30,All
Nancy Astor Fox,,,,,,,,,,,,,,,0,231,233,122,108,29,All
Eleanor M Dezzi,,,,,,,,,,,,,,,,0,240,122,105,28,All
William S Leopold,,,,,,,,,,,,,,,,,0,122,103,27,All
Stephen Kinsey,,,,,,,,,,,,,,,,,,62,0,0,All
Michael K Ellis,,,,,,,,,,,,,,,,,,,57,0,All
Karl K Gamble,,,,,,,,,,,,,,,,,,,,6,All
Total,498,448,424,385,371,327,290,274,273,273,272,269,263,259,259,257,255,337,300,61,All
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Representative In The General Assembly 201st District - Democrat,,,3
,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Mark Alan Aronchick,Jacquelyn Manns Smalley,Vincent J Hughes,Jerome W Mondesire,Stephen A Cozen,Michelle W Singer,Nancy Astor Fox,Raye E Johnson,Andrew P Toy,Joseph C Meade,William S Leopold,Eleanor M Dezzi,Heather Steinmiller,Jerry T Jordan,Michael K Ellis,Stephen Kinsey,Karl K Gamble,3
Kenyatta J Johnson,0,87,89,87,84,63,60,60,57,57,59,58,58,55,55,56,55,58,51,9,3
Blondell Reynolds Brown,,1,79,76,76,63,57,54,54,55,53,54,53,54,51,52,52,53,39,9,3
Cindy Bass,,,0,81,83,64,60,57,53,54,54,56,56,54,53,54,53,52,39,6,3
Mark Alan Aronchick,,,,0,78,54,53,53,49,50,52,52,52,51,52,52,50,42,41,8,3
Jacquelyn Manns Smalley,,,,,0,57,58,57,54,55,56,56,57,54,53,55,52,45,34,7,3
Vincent J Hughes,,,,,,0,61,58,57,57,56,58,58,58,55,56,57,39,27,6,3
Jerome W Mondesire,,,,,,,0,57,55,55,56,56,57,55,54,54,54,35,24,6,3
Stephen A Cozen,,,,,,,,0,53,56,56,57,57,55,55,54,53,32,23,6,3
Michelle W Singer,,,,,,,,,0,55,54,53,53,54,52,53,51,33,20,7,3
Nancy Astor Fox,,,,,,,,,,0,55,54,54,54,52,53,51,32,21,7,3
Raye E Johnson,,,,,,,,,,,0,54,56,55,54,56,54,31,22,7,3
Andrew P Toy,,,,,,,,,,,,0,56,55,54,54,52,31,22,6,3
Joseph C Meade,,,,,,,,,,,,,0,54,53,54,53,32,21,6,3
William S Leopold,,,,,,,,,,,,,,0,55,55,53,30,22,6,3
Eleanor M Dezzi,,,,,,,,,,,,,,,0,54,53,28,23,6,3
Heather Steinmiller,,,,,,,,,,,,,,,,0,53,28,22,7,3
Jerry T Jordan,,,,,,,,,,,,,,,,,0,30,21,5,3
Michael K Ellis,,,,,,,,,,,,,,,,,,22,0,0,3
Stephen Kinsey,,,,,,,,,,,,,,,,,,,15,0,3
Karl K Gamble,,,,,,,,,,,,,,,,,,,,0,3
Total,119,102,98,92,87,73,65,61,60,60,60,59,59,58,57,57,57,98,75,11,3
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Representative In The General Assembly 201st District - Democrat,,,6
,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Jacquelyn Manns Smalley,Vincent J Hughes,Mark Alan Aronchick,Jerome W Mondesire,Jerry T Jordan,Joseph C Meade,Michelle W Singer,Raye E Johnson,Nancy Astor Fox,Eleanor M Dezzi,Stephen A Cozen,Andrew P Toy,Heather Steinmiller,William S Leopold,Stephen Kinsey,Michael K Ellis,Karl K Gamble,6
Kenyatta J Johnson,0,118,111,99,86,91,76,74,75,74,74,72,71,69,70,69,66,68,50,16,6
Blondell Reynolds Brown,,0,104,97,89,90,77,74,75,72,72,69,69,69,67,68,65,66,47,15,6
Cindy Bass,,,0,93,77,86,73,69,68,69,67,67,67,67,68,66,64,59,43,11,6
Jacquelyn Manns Smalley,,,,0,72,84,69,68,71,71,70,67,69,69,67,68,66,55,37,10,6
Vincent J Hughes,,,,,1,63,75,74,74,71,72,67,67,69,68,67,65,47,35,12,6
Mark Alan Aronchick,,,,,,0,64,60,63,61,62,59,61,62,61,61,58,47,32,12,6
Jerome W Mondesire,,,,,,,0,68,70,67,68,64,67,68,66,66,64,37,30,12,6
Jerry T Jordan,,,,,,,,0,69,67,71,67,66,65,65,65,64,37,30,11,6
Joseph C Meade,,,,,,,,,0,69,72,67,67,68,65,66,66,39,26,11,6
Michelle W Singer,,,,,,,,,,0,71,67,69,68,66,68,64,38,29,10,6
Raye E Johnson,,,,,,,,,,,0,68,69,68,66,67,66,36,29,11,6
