col_1,col_2,division
,Senator In The General Assembly 7th District - Democrat,All
,Vincent J Hughes,All
Vincent J Hughes,"1,625",All
Total,"1,625",All
,Senator In The General Assembly 7th District - Democrat,1
,Vincent J Hughes,1
Vincent J Hughes,35,1
Total,35,1
,Senator In The General Assembly 7th District - Democrat,2
,Vincent J Hughes,2
Vincent J Hughes,41,2
Total,41,2
,Senator In The General Assembly 7th District - Democrat,4
,Vincent J Hughes,4
Vincent J Hughes,21,4
Total,21,4
,Senator In The General Assembly 7th District - Democrat,5
,Vincent J Hughes,5
Vincent J Hughes,81,5
Total,81,5
,Senator In The General Assembly 7th District - Democrat,6
,Vincent J Hughes,6
Vincent J Hughes,26,6
Total,26,6
,Senator In The General Assembly 7th District - Democrat,7
,Vincent J Hughes,7
Vincent J Hughes,27,7
Total,27,7
,Senator In The General Assembly 7th District - Democrat,8
,Vincent J Hughes,8
Vincent J Hughes,29,8
Total,29,8
,Senator In The General Assembly 7th District - Democrat,9
,Vincent J Hughes,9
Vincent J Hughes,38,9
Total,38,9
,Senator In The General Assembly 7th District - Democrat,10
,Vincent J Hughes,10
Vincent J Hughes,32,10
Total,32,10
,Senator In The General Assembly 7th District - Democrat,11
,Vincent J Hughes,11
Vincent J Hughes,56,11
Total,56,11
,Senator In The General Assembly 7th District - Democrat,12
,Vincent J Hughes,12
Vincent J Hughes,32,12
Total,32,12
,Senator In The General Assembly 7th District - Democrat,13
,Vincent J Hughes,13
Vincent J Hughes,41,13
Total,41,13
,Senator In The General Assembly 7th District - Democrat,14
,Vincent J Hughes,14
Vincent J Hughes,110,14
Total,110,14
,Senator In The General Assembly 7th District - Democrat,15
,Vincent J Hughes,15
Vincent J Hughes,44,15
Total,44,15
,Senator In The General Assembly 7th District - Democrat,16
,Vincent J Hughes,16
Vincent J Hughes,25,16
Total,25,16
,Senator In The General Assembly 7th District - Democrat,17
,Vincent J Hughes,17
Vincent J Hughes,69,17
Total,69,17
,Senator In The General Assembly 7th District - Democrat,18
,Vincent J Hughes,18
Vincent J Hughes,44,18
Total,44,18
,Senator In The General Assembly 7th District - Democrat,19
,Vincent J Hughes,19
Vincent J Hughes,46,19
Total,46,19
,Senator In The General Assembly 7th District - Democrat,20
,Vincent J Hughes,20
Vincent J Hughes,34,20
Total,34,20
,Senator In The General Assembly 7th District - Democrat,21
,Vincent J Hughes,21
Vincent J Hughes,42,21
Total,42,21
,Senator In The General Assembly 7th District - Democrat,22
,Vincent J Hughes,22
Vincent J Hughes,71,22
Total,71,22
,Senator In The General Assembly 7th District - Democrat,23
,Vincent J Hughes,23
Vincent J Hughes,122,23
Total,122,23
,Senator In The General Assembly 7th District - Democrat,29
,Vincent J Hughes,29
Vincent J Hughes,63,29
Total,63,29
,Senator In The General Assembly 7th District - Democrat,33
,Vincent J Hughes,33
Vincent J Hughes,107,33
Total,107,33
,Senator In The General Assembly 7th District - Democrat,34
,Vincent J Hughes,34
Vincent J Hughes,109,34
Total,109,34
,Senator In The General Assembly 7th District - Democrat,35
,Vincent J Hughes,35
Vincent J Hughes,66,35
Total,66,35
,Senator In The General Assembly 7th District - Democrat,36
,Vincent J Hughes,36
Vincent J Hughes,25,36
Total,25,36
,Senator In The General Assembly 7th District - Democrat,44
,Vincent J Hughes,44
Vincent J Hughes,40,44
Total,40,44
,Senator In The General Assembly 7th District - Democrat,45
,Vincent J Hughes,45
Vincent J Hughes,149,45
Total,149,45
