col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Representative In The General Assembly 194th District - Republican,Delegate To The Republican National Convention 2nd District,,,,,All
,Linda M Wolfe Bateman,Calvin R Tucker,Lewis Harris Jr,Walter F Vogler Jr,Adam A Lang,Vahan H Gureghian,All
Linda M Wolfe Bateman,4,41,31,26,26,15,All
Calvin R Tucker,,2,16,18,12,8,All
Lewis Harris Jr,,,1,13,11,7,All
Walter F Vogler Jr,,,,1,10,5,All
Adam A Lang,,,,,2,11,All
Vahan H Gureghian,,,,,,2,All
Total,72,45,32,31,30,19,All
,Delegate To The Republican National Convention 2nd District,,,,,Representative In The General Assembly 194th District - Republican,1
,Calvin R Tucker,Adam A Lang,Lewis Harris Jr,Vahan H Gureghian,Walter F Vogler Jr,Linda M Wolfe Bateman,1
Calvin R Tucker,0,0,0,0,0,1,1
Adam A Lang,,0,0,0,0,0,1
Lewis Harris Jr,,,0,0,0,0,1
Vahan H Gureghian,,,,0,0,0,1
Walter F Vogler Jr,,,,,0,0,1
Linda M Wolfe Bateman,,,,,,0,1
Total,1,0,0,0,0,1,1
,Representative In The General Assembly 194th District - Republican,Delegate To The Republican National Convention 2nd District,,,,,2
,Linda M Wolfe Bateman,Adam A Lang,Calvin R Tucker,Vahan H Gureghian,Walter F Vogler Jr,Lewis Harris Jr,2
Linda M Wolfe Bateman,0,4,4,4,3,4,2
Adam A Lang,,0,2,3,3,1,2
Calvin R Tucker,,,1,2,2,2,2
Vahan H Gureghian,,,,1,1,2,2
Walter F Vogler Jr,,,,,0,1,2
Lewis Harris Jr,,,,,,0,2
Total,9,6,6,5,5,4,2
,Representative In The General Assembly 194th District - Republican,Delegate To The Republican National Convention 2nd District,,,,,3
,Linda M Wolfe Bateman,Calvin R Tucker,Adam A Lang,Lewis Harris Jr,Walter F Vogler Jr,Vahan H Gureghian,3
Linda M Wolfe Bateman,1,2,1,1,1,0,3
Calvin R Tucker,,1,1,1,0,0,3
Adam A Lang,,,1,1,0,0,3
Lewis Harris Jr,,,,0,0,0,3
Walter F Vogler Jr,,,,,0,0,3
Vahan H Gureghian,,,,,,0,3
Total,4,3,2,1,1,0,3
,Representative In The General Assembly 194th District - Republican,Delegate To The Republican National Convention 2nd District,,,,,6
,Linda M Wolfe Bateman,Calvin R Tucker,Walter F Vogler Jr,Adam A Lang,Lewis Harris Jr,Vahan H Gureghian,6
Linda M Wolfe Bateman,0,2,2,1,1,1,6
Calvin R Tucker,,0,1,1,1,1,6
Walter F Vogler Jr,,,0,0,1,0,6
Adam A Lang,,,,0,0,1,6
Lewis Harris Jr,,,,,0,0,6
Vahan H Gureghian,,,,,,0,6
Total,3,2,2,1,1,1,6
,Delegate To The Republican National Convention 2nd District,,,,,Representative In The General Assembly 194th District - Republican,7
,Calvin R Tucker,Adam A Lang,Lewis Harris Jr,Vahan H Gureghian,Walter F Vogler Jr,Linda M Wolfe Bateman,7
Calvin R Tucker,0,1,1,0,0,3,7
