col_1,col_2,division
,State Treasurer - Republican,All
,Diana Irey Vaughan,All
Diana Irey Vaughan,14,All
Total,14,All
,State Treasurer - Republican,1
,Diana Irey Vaughan,1
Diana Irey Vaughan,1,1
Total,1,1
,State Treasurer - Republican,2
,Diana Irey Vaughan,2
Diana Irey Vaughan,1,2
Total,1,2
,State Treasurer - Republican,6
,Diana Irey Vaughan,6
Diana Irey Vaughan,2,6
Total,2,6
,State Treasurer - Republican,8
,Diana Irey Vaughan,8
Diana Irey Vaughan,1,8
Total,1,8
,State Treasurer - Republican,9
,Diana Irey Vaughan,9
Diana Irey Vaughan,1,9
Total,1,9
,State Treasurer - Republican,12
,Diana Irey Vaughan,12
Diana Irey Vaughan,1,12
Total,1,12
,State Treasurer - Republican,14
,Diana Irey Vaughan,14
Diana Irey Vaughan,1,14
Total,1,14
,State Treasurer - Republican,17
,Diana Irey Vaughan,17
Diana Irey Vaughan,2,17
Total,2,17
,State Treasurer - Republican,18
,Diana Irey Vaughan,18
Diana Irey Vaughan,3,18
Total,3,18
,State Treasurer - Republican,22
,Diana Irey Vaughan,22
Diana Irey Vaughan,1,22
Total,1,22
