col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Representative In Congress 13th District - Republican,Delegate To The Republican National Convention 1st District,,,,,,All
,Joseph James Rooney,Christopher M Vogler,Marion S Taxin,Tom Boggia,Michael W Untermeyer,Frederick W Anton,Dale Kerns,All
Joseph James Rooney,"1,314",0,0,0,0,0,0,All
Christopher M Vogler,,205,299,203,138,163,86,All
Marion S Taxin,,,58,153,42,129,29,All
Tom Boggia,,,,48,70,25,54,All
Michael W Untermeyer,,,,,43,66,95,All
Frederick W Anton,,,,,,12,55,All
Dale Kerns,,,,,,,17,All
Total,"1,314",681,400,319,260,240,185,All
