col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,President Of The United States - Republican,,,,Delegate To The Republican National Convention 13th District,,,,,,,,All
,Mitt Romney,Rick Santorum,Ron Paul,Newt Gingrich,William E Donnelly,Robert C Barrilli,Michael J Mcmonagle,Thomas Jay Ellis,Michael Anthony Salvi,Edward T Boyd,Steven J Gilber,Brandon Yates,All
Mitt Romney,129,0,0,0,378,332,265,246,121,57,42,36,All
Rick Santorum,,26,0,0,60,64,45,39,18,21,18,17,All
Ron Paul,,,20,0,42,53,37,25,16,17,16,13,All
Newt Gingrich,,,,17,49,38,36,30,13,13,7,8,All
William E Donnelly,,,,,1,194,238,265,86,45,15,19,All
Robert C Barrilli,,,,,,11,92,150,45,32,35,31,All
Michael J Mcmonagle,,,,,,,4,129,90,40,25,26,All
Thomas Jay Ellis,,,,,,,,2,30,17,21,17,All
Michael Anthony Salvi,,,,,,,,,0,9,14,13,All
Edward T Boyd,,,,,,,,,,1,29,22,All
Steven J Gilber,,,,,,,,,,,0,18,All
Brandon Yates,,,,,,,,,,,,0,All
Total,824,148,120,105,539,504,396,350,177,110,84,77,All
,President Of The United States - Republican,,,,Delegate To The Republican National Convention 13th District,,,,,,,,1
,Mitt Romney,Rick Santorum,Newt Gingrich,Ron Paul,William E Donnelly,Robert C Barrilli,Thomas Jay Ellis,Michael J Mcmonagle,Michael Anthony Salvi,Brandon Yates,Edward T Boyd,Steven J Gilber,1
Mitt Romney,5,0,0,0,25,21,15,11,8,3,4,2,1
Rick Santorum,,2,0,0,4,3,3,2,0,0,1,1,1
Newt Gingrich,,,1,0,2,3,2,2,1,2,0,1,1
Ron Paul,,,,0,0,0,0,0,0,0,0,0,1
William E Donnelly,,,,,0,17,20,7,5,3,1,0,1
Robert C Barrilli,,,,,,0,16,3,3,2,3,3,1
Thomas Jay Ellis,,,,,,,0,3,2,2,0,0,1
Michael J Mcmonagle,,,,,,,,0,3,2,4,2,1
Michael Anthony Salvi,,,,,,,,,0,1,0,0,1
Brandon Yates,,,,,,,,,,0,2,0,1
Edward T Boyd,,,,,,,,,,,0,2,1
Steven J Gilber,,,,,,,,,,,,0,1
Total,44,8,6,0,33,29,22,16,9,6,6,4,1
,President Of The United States - Republican,,,,Delegate To The Republican National Convention 13th District,,,,,,,,2
,Mitt Romney,Newt Gingrich,Rick Santorum,Ron Paul,William E Donnelly,Michael J Mcmonagle,Thomas Jay Ellis,Robert C Barrilli,Michael Anthony Salvi,Edward T Boyd,Steven J Gilber,Brandon Yates,2
Mitt Romney,7,0,0,0,17,12,9,8,6,3,1,0,2
Newt Gingrich,,0,0,0,4,3,3,2,0,0,0,0,2
Rick Santorum,,,1,0,3,2,1,1,0,1,1,1,2
Ron Paul,,,,0,1,2,1,2,1,3,1,1,2
William E Donnelly,,,,,0,12,11,5,4,2,1,1,2
Michael J Mcmonagle,,,,,,0,8,4,6,2,1,0,2
Thomas Jay Ellis,,,,,,,0,3,3,1,1,0,2
Robert C Barrilli,,,,,,,,1,1,2,1,0,2
Michael Anthony Salvi,,,,,,,,,0,0,0,0,2
Edward T Boyd,,,,,,,,,,0,2,2,2
Steven J Gilber,,,,,,,,,,,0,0,2
Brandon Yates,,,,,,,,,,,,0,2
Total,35,5,5,5,25,20,15,14,8,7,3,2,2
,President Of The United States - Republican,,,,Delegate To The Republican National Convention 13th District,,,,,,,,3
,Mitt Romney,Ron Paul,Newt Gingrich,Rick Santorum,Michael J Mcmonagle,William E Donnelly,Michael Anthony Salvi,Thomas Jay Ellis,Brandon Yates,Robert C Barrilli,Edward T Boyd,Steven J Gilber,3
Mitt Romney,6,0,0,0,23,20,12,8,6,4,3,3,3
Ron Paul,,6,0,0,4,3,1,3,0,0,0,0,3
Newt Gingrich,,,0,0,4,3,1,2,1,2,2,0,3
Rick Santorum,,,,3,1,1,3,0,1,1,1,0,3
Michael J Mcmonagle,,,,,0,19,9,12,4,2,2,0,3
William E Donnelly,,,,,,0,7,11,2,0,4,1,3
Michael Anthony Salvi,,,,,,,0,0,3,3,1,1,3
Thomas Jay Ellis,,,,,,,,0,2,0,0,1,3
Brandon Yates,,,,,,,,,0,2,2,1,3
Robert C Barrilli,,,,,,,,,,0,2,1,3
Edward T Boyd,,,,,,,,,,,0,1,3
Steven J Gilber,,,,,,,,,,,,0,3
Total,41,11,7,7,32,27,17,13,8,7,6,3,3
,President Of The United States - Republican,,,,Delegate To The Republican National Convention 13th District,,,,,,,,4
,Mitt Romney,Rick Santorum,Ron Paul,Newt Gingrich,Michael J Mcmonagle,William E Donnelly,Thomas Jay Ellis,Robert C Barrilli,Michael Anthony Salvi,Edward T Boyd,Steven J Gilber,Brandon Yates,4
Mitt Romney,8,0,0,0,16,20,10,7,8,2,2,1,4
Rick Santorum,,0,0,0,5,3,5,4,1,1,1,0,4
Ron Paul,,,1,0,4,2,1,2,1,1,1,0,4
Newt Gingrich,,,,1,2,3,2,1,1,1,1,0,4
Michael J Mcmonagle,,,,,0,17,12,6,8,2,2,1,4
William E Donnelly,,,,,,0,12,6,5,2,1,0,4
Thomas Jay Ellis,,,,,,,0,6,2,1,1,0,4
Robert C Barrilli,,,,,,,,1,3,2,3,0,4
Michael Anthony Salvi,,,,,,,,,0,1,0,0,4
Edward T Boyd,,,,,,,,,,0,2,0,4
Steven J Gilber,,,,,,,,,,,0,1,4
Brandon Yates,,,,,,,,,,,,0,4
Total,36,8,6,5,28,28,19,16,11,5,5,1,4
,President Of The United States - Republican,,,,Delegate To The Republican National Convention 13th District,,,,,,,,5
,Mitt Romney,Ron Paul,Newt Gingrich,Rick Santorum,William E Donnelly,Robert C Barrilli,Thomas Jay Ellis,Michael J Mcmonagle,Michael Anthony Salvi,Steven J Gilber,Edward T Boyd,Brandon Yates,5
Mitt Romney,6,0,0,0,11,8,9,3,2,2,0,0,5
Ron Paul,,3,0,0,1,2,0,1,0,1,1,0,5
Newt Gingrich,,,4,0,0,1,0,0,0,0,0,0,5
Rick Santorum,,,,2,2,1,0,1,1,0,1,1,5
William E Donnelly,,,,,0,5,6,4,1,1,1,0,5
Robert C Barrilli,,,,,,0,4,1,2,1,0,1,5
Thomas Jay Ellis,,,,,,,0,2,1,2,0,0,5
Michael J Mcmonagle,,,,,,,,0,0,1,2,0,5
Michael Anthony Salvi,,,,,,,,,0,0,0,1,5
Steven J Gilber,,,,,,,,,,0,1,0,5
Edward T Boyd,,,,,,,,,,,0,0,5
Brandon Yates,,,,,,,,,,,,0,5
Total,22,7,5,5,14,12,9,5,3,3,2,1,5
,President Of The United States - Republican,,,,Delegate To The Republican National Convention 13th District,,,,,,,,6
,Mitt Romney,Rick Santorum,Ron Paul,Newt Gingrich,William E Donnelly,Robert C Barrilli,Thomas Jay Ellis,Michael J Mcmonagle,Edward T Boyd,Brandon Yates,Michael Anthony Salvi,Steven J Gilber,6
Mitt Romney,4,0,0,0,16,11,10,9,3,1,1,0,6
Rick Santorum,,2,0,0,1,4,2,1,0,0,0,0,6
Ron Paul,,,0,0,3,3,0,1,1,0,0,0,6
Newt Gingrich,,,,2,2,0,1,1,0,0,0,0,6
William E Donnelly,,,,,0,8,12,8,2,0,0,0,6
Robert C Barrilli,,,,,,0,7,3,1,0,0,0,6
Thomas Jay Ellis,,,,,,,1,7,0,0,0,0,6
