col_1,col_2,col_3,division
,Representative In The General Assembly 181st District - Democrat,State Treasurer - Democrat,All
,W Curtis Thomas,Robert M Mccord,All
W Curtis Thomas,173,741,All
Robert M Mccord,,33,All
Total,914,774,All
,Representative In The General Assembly 181st District - Democrat,State Treasurer - Democrat,1
,W Curtis Thomas,Robert M Mccord,1
W Curtis Thomas,9,62,1
Robert M Mccord,,6,1
Total,71,68,1
,Representative In The General Assembly 181st District - Democrat,State Treasurer - Democrat,2
,W Curtis Thomas,Robert M Mccord,2
W Curtis Thomas,8,104,2
Robert M Mccord,,7,2
Total,112,111,2
,Representative In The General Assembly 181st District - Democrat,State Treasurer - Democrat,3
,W Curtis Thomas,Robert M Mccord,3
W Curtis Thomas,39,78,3
Robert M Mccord,,2,3
Total,117,80,3
,Representative In The General Assembly 181st District - Democrat,State Treasurer - Democrat,4
,W Curtis Thomas,Robert M Mccord,4
W Curtis Thomas,29,147,4
Robert M Mccord,,4,4
Total,176,151,4
,Representative In The General Assembly 181st District - Democrat,State Treasurer - Democrat,5
,W Curtis Thomas,Robert M Mccord,5
W Curtis Thomas,9,59,5
Robert M Mccord,,2,5
Total,68,61,5
,Representative In The General Assembly 181st District - Democrat,State Treasurer - Democrat,6
,W Curtis Thomas,Robert M Mccord,6
W Curtis Thomas,11,44,6
Robert M Mccord,,4,6
Total,55,48,6
,Representative In The General Assembly 181st District - Democrat,State Treasurer - Democrat,7
,W Curtis Thomas,Robert M Mccord,7
W Curtis Thomas,13,30,7
Robert M Mccord,,0,7
Total,43,30,7
,Representative In The General Assembly 181st District - Democrat,State Treasurer - Democrat,8
,W Curtis Thomas,Robert M Mccord,8
W Curtis Thomas,2,22,8
Robert M Mccord,,0,8
Total,24,22,8
,Representative In The General Assembly 181st District - Democrat,State Treasurer - Democrat,9
,W Curtis Thomas,Robert M Mccord,9
W Curtis Thomas,18,52,9
Robert M Mccord,,2,9
Total,70,54,9
,Representative In The General Assembly 181st District - Democrat,State Treasurer - Democrat,10
,W Curtis Thomas,Robert M Mccord,10
W Curtis Thomas,13,69,10
Robert M Mccord,,4,10
Total,82,73,10
,Representative In The General Assembly 181st District - Democrat,State Treasurer - Democrat,11
,W Curtis Thomas,Robert M Mccord,11
W Curtis Thomas,22,74,11
Robert M Mccord,,2,11
Total,96,76,11
