col_1,col_2,col_3,col_4,division
,Representative In The General Assembly 173rd District - Democrat,Attorney General - Democrat,,All
,Michael Patrick Mcgeehan,Patrick Murphy,Kathleen G Kane,All
Michael Patrick Mcgeehan,34,756,298,All
Patrick Murphy,,74,0,All
Kathleen G Kane,,,46,All
Total,"1,088",830,344,All
,Representative In The General Assembly 173rd District - Democrat,Attorney General - Democrat,,3
,Michael Patrick Mcgeehan,Patrick Murphy,Kathleen G Kane,3
Michael Patrick Mcgeehan,0,14,6,3
Patrick Murphy,,2,0,3
Kathleen G Kane,,,1,3
Total,20,16,7,3
,Representative In The General Assembly 173rd District - Democrat,Attorney General - Democrat,,4
,Michael Patrick Mcgeehan,Patrick Murphy,Kathleen G Kane,4
Michael Patrick Mcgeehan,2,105,32,4
Patrick Murphy,,17,0,4
Kathleen G Kane,,,5,4
Total,139,122,37,4
,Representative In The General Assembly 173rd District - Democrat,Attorney General - Democrat,,5
,Michael Patrick Mcgeehan,Patrick Murphy,Kathleen G Kane,5
Michael Patrick Mcgeehan,2,16,14,5
Patrick Murphy,,2,0,5
Kathleen G Kane,,,2,5
Total,32,18,16,5
,Representative In The General Assembly 173rd District - Democrat,Attorney General - Democrat,,6
,Michael Patrick Mcgeehan,Patrick Murphy,Kathleen G Kane,6
Michael Patrick Mcgeehan,0,17,5,6
Patrick Murphy,,0,0,6
Kathleen G Kane,,,0,6
Total,22,17,5,6
,Representative In The General Assembly 173rd District - Democrat,Attorney General - Democrat,,7
,Michael Patrick Mcgeehan,Patrick Murphy,Kathleen G Kane,7
Michael Patrick Mcgeehan,0,71,18,7
Patrick Murphy,,6,0,7
Kathleen G Kane,,,12,7
Total,89,77,30,7
,Representative In The General Assembly 173rd District - Democrat,Attorney General - Democrat,,8
,Michael Patrick Mcgeehan,Patrick Murphy,Kathleen G Kane,8
Michael Patrick Mcgeehan,1,25,11,8
Patrick Murphy,,1,0,8
Kathleen G Kane,,,0,8
Total,37,26,11,8
,Representative In The General Assembly 173rd District - Democrat,Attorney General - Democrat,,9
,Michael Patrick Mcgeehan,Patrick Murphy,Kathleen G Kane,9
Michael Patrick Mcgeehan,2,53,8,9
Patrick Murphy,,7,0,9
Kathleen G Kane,,,3,9
Total,63,60,11,9
,Representative In The General Assembly 173rd District - Democrat,Attorney General - Democrat,,11
,Michael Patrick Mcgeehan,Patrick Murphy,Kathleen G Kane,11
Michael Patrick Mcgeehan,3,35,9,11
Patrick Murphy,,5,0,11
Kathleen G Kane,,,2,11
Total,47,40,11,11
,Representative In The General Assembly 173rd District - Democrat,Attorney General - Democrat,,12
,Michael Patrick Mcgeehan,Patrick Murphy,Kathleen G Kane,12
Michael Patrick Mcgeehan,0,38,11,12
Patrick Murphy,,2,0,12
Kathleen G Kane,,,0,12
Total,49,40,11,12
,Representative In The General Assembly 173rd District - Democrat,Attorney General - Democrat,,13
,Michael Patrick Mcgeehan,Patrick Murphy,Kathleen G Kane,13
Michael Patrick Mcgeehan,2,22,18,13
Patrick Murphy,,1,0,13
Kathleen G Kane,,,1,13
Total,42,23,19,13
,Representative In The General Assembly 173rd District - Democrat,Attorney General - Democrat,,14
,Michael Patrick Mcgeehan,Patrick Murphy,Kathleen G Kane,14
Michael Patrick Mcgeehan,2,31,7,14
Patrick Murphy,,1,0,14
Kathleen G Kane,,,0,14
Total,40,32,7,14
,Representative In The General Assembly 173rd District - Democrat,Attorney General - Democrat,,15
,Michael Patrick Mcgeehan,Patrick Murphy,Kathleen G Kane,15
Michael Patrick Mcgeehan,0,40,9,15
Patrick Murphy,,1,0,15
Kathleen G Kane,,,0,15
Total,49,41,9,15
,Representative In The General Assembly 173rd District - Democrat,Attorney General - Democrat,,16
,Michael Patrick Mcgeehan,Patrick Murphy,Kathleen G Kane,16
Michael Patrick Mcgeehan,1,22,10,16
Patrick Murphy,,3,0,16
Kathleen G Kane,,,1,16
Total,33,25,11,16
,Representative In The General Assembly 173rd District - Democrat,Attorney General - Democrat,,17
,Michael Patrick Mcgeehan,Patrick Murphy,Kathleen G Kane,17
Michael Patrick Mcgeehan,4,39,21,17
Patrick Murphy,,4,0,17
Kathleen G Kane,,,5,17
Total,64,43,26,17
,Representative In The General Assembly 173rd District - Democrat,Attorney General - Democrat,,18
,Michael Patrick Mcgeehan,Patrick Murphy,Kathleen G Kane,18
Michael Patrick Mcgeehan,3,42,15,18
Patrick Murphy,,1,0,18
Kathleen G Kane,,,1,18
Total,60,43,16,18
,Representative In The General Assembly 173rd District - Democrat,Attorney General - Democrat,,19
,Michael Patrick Mcgeehan,Patrick Murphy,Kathleen G Kane,19
Michael Patrick Mcgeehan,3,23,13,19
Patrick Murphy,,4,0,19
Kathleen G Kane,,,1,19
Total,39,27,14,19
,Representative In The General Assembly 173rd District - Democrat,Attorney General - Democrat,,20
,Michael Patrick Mcgeehan,Patrick Murphy,Kathleen G Kane,20
Michael Patrick Mcgeehan,9,106,67,20
Patrick Murphy,,13,0,20
Kathleen G Kane,,,12,20
Total,182,119,79,20
,Representative In The General Assembly 173rd District - Democrat,Attorney General - Democrat,,21
,Michael Patrick Mcgeehan,Patrick Murphy,Kathleen G Kane,21
Michael Patrick Mcgeehan,0,27,7,21
Patrick Murphy,,1,0,21
Kathleen G Kane,,,0,21
Total,34,28,7,21
,Representative In The General Assembly 173rd District - Democrat,Attorney General - Democrat,,22
,Michael Patrick Mcgeehan,Patrick Murphy,Kathleen G Kane,22
Michael Patrick Mcgeehan,0,30,17,22
Patrick Murphy,,3,0,22
Kathleen G Kane,,,0,22
Total,47,33,17,22
