col_1,col_2,col_3,division
,Representative In The General Assembly 174th District - Democrat,Representative In Congress 13th District - Democrat,All
,John A Sabatina Jr,Allyson Y Schwartz,All
John A Sabatina Jr,127,"1,015",All
Allyson Y Schwartz,,57,All
Total,"1,142","1,072",All
,Representative In The General Assembly 174th District - Democrat,Representative In Congress 13th District - Democrat,1
,John A Sabatina Jr,Allyson Y Schwartz,1
John A Sabatina Jr,6,51,1
Allyson Y Schwartz,,2,1
Total,57,53,1
,Representative In The General Assembly 174th District - Democrat,Representative In Congress 13th District - Democrat,12
,John A Sabatina Jr,Allyson Y Schwartz,12
John A Sabatina Jr,16,40,12
Allyson Y Schwartz,,1,12
Total,56,41,12
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 174th District - Democrat,13
,Allyson Y Schwartz,John A Sabatina Jr,13
Allyson Y Schwartz,2,32,13
John A Sabatina Jr,,1,13
Total,34,33,13
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 174th District - Democrat,17
,Allyson Y Schwartz,John A Sabatina Jr,17
Allyson Y Schwartz,4,29,17
John A Sabatina Jr,,3,17
Total,33,32,17
,Representative In The General Assembly 174th District - Democrat,Representative In Congress 13th District - Democrat,18
,John A Sabatina Jr,Allyson Y Schwartz,18
John A Sabatina Jr,4,24,18
Allyson Y Schwartz,,0,18
Total,28,24,18
,Representative In The General Assembly 174th District - Democrat,Representative In Congress 13th District - Democrat,20
,John A Sabatina Jr,Allyson Y Schwartz,20
John A Sabatina Jr,13,37,20
Allyson Y Schwartz,,2,20
Total,50,39,20
,Representative In The General Assembly 174th District - Democrat,Representative In Congress 13th District - Democrat,21
,John A Sabatina Jr,Allyson Y Schwartz,21
John A Sabatina Jr,7,35,21
Allyson Y Schwartz,,1,21
Total,42,36,21
,Representative In The General Assembly 174th District - Democrat,Representative In Congress 13th District - Democrat,22
,John A Sabatina Jr,Allyson Y Schwartz,22
John A Sabatina Jr,3,109,22
Allyson Y Schwartz,,2,22
Total,112,111,22
,Representative In The General Assembly 174th District - Democrat,Representative In Congress 13th District - Democrat,23
,John A Sabatina Jr,Allyson Y Schwartz,23
John A Sabatina Jr,5,42,23
Allyson Y Schwartz,,3,23
Total,47,45,23
,Representative In The General Assembly 174th District - Democrat,Representative In Congress 13th District - Democrat,24
,John A Sabatina Jr,Allyson Y Schwartz,24
John A Sabatina Jr,4,47,24
Allyson Y Schwartz,,1,24
Total,51,48,24
,Representative In The General Assembly 174th District - Democrat,Representative In Congress 13th District - Democrat,25
,John A Sabatina Jr,Allyson Y Schwartz,25
John A Sabatina Jr,9,74,25
Allyson Y Schwartz,,5,25
Total,83,79,25
,Representative In The General Assembly 174th District - Democrat,Representative In Congress 13th District - Democrat,26
,John A Sabatina Jr,Allyson Y Schwartz,26
John A Sabatina Jr,5,28,26
Allyson Y Schwartz,,2,26
Total,33,30,26
,Representative In The General Assembly 174th District - Democrat,Representative In Congress 13th District - Democrat,27
,John A Sabatina Jr,Allyson Y Schwartz,27
John A Sabatina Jr,7,42,27
Allyson Y Schwartz,,4,27
Total,49,46,27
,Representative In The General Assembly 174th District - Democrat,Representative In Congress 13th District - Democrat,28
,John A Sabatina Jr,Allyson Y Schwartz,28
John A Sabatina Jr,2,33,28
Allyson Y Schwartz,,0,28
Total,35,33,28
,Representative In The General Assembly 174th District - Democrat,Representative In Congress 13th District - Democrat,29
,John A Sabatina Jr,Allyson Y Schwartz,29
John A Sabatina Jr,14,39,29
Allyson Y Schwartz,,7,29
Total,53,46,29
,Representative In The General Assembly 174th District - Democrat,Representative In Congress 13th District - Democrat,30
,John A Sabatina Jr,Allyson Y Schwartz,30
John A Sabatina Jr,3,48,30
Allyson Y Schwartz,,1,30
Total,51,49,30
,Representative In The General Assembly 174th District - Democrat,Representative In Congress 13th District - Democrat,31
,John A Sabatina Jr,Allyson Y Schwartz,31
John A Sabatina Jr,5,49,31
Allyson Y Schwartz,,2,31
Total,54,51,31
,Representative In The General Assembly 174th District - Democrat,Representative In Congress 13th District - Democrat,34
,John A Sabatina Jr,Allyson Y Schwartz,34
John A Sabatina Jr,6,55,34
Allyson Y Schwartz,,4,34
Total,61,59,34
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 174th District - Democrat,35
,Allyson Y Schwartz,John A Sabatina Jr,35
Allyson Y Schwartz,3,38,35
John A Sabatina Jr,,1,35
Total,41,39,35
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 174th District - Democrat,38
,Allyson Y Schwartz,John A Sabatina Jr,38
Allyson Y Schwartz,6,61,38
John A Sabatina Jr,,1,38
Total,67,62,38
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 174th District - Democrat,39
,Allyson Y Schwartz,John A Sabatina Jr,39
Allyson Y Schwartz,4,28,39
John A Sabatina Jr,,4,39
Total,32,32,39
,Representative In The General Assembly 174th District - Democrat,Representative In Congress 13th District - Democrat,40
,John A Sabatina Jr,Allyson Y Schwartz,40
John A Sabatina Jr,3,26,40
Allyson Y Schwartz,,1,40
Total,29,27,40
,Representative In The General Assembly 174th District - Democrat,Representative In Congress 13th District - Democrat,41
,John A Sabatina Jr,Allyson Y Schwartz,41
John A Sabatina Jr,5,48,41
Allyson Y Schwartz,,0,41
Total,53,48,41
