col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Representative In The General Assembly 172nd District - Republican,United States Senator - Republican,,,,,All
,Al Taubenberger,Steven D Welch,Tom Smith,David Alan Christian,Sam Rohrer,Marc A Scaringi,All
Al Taubenberger,3,9,5,4,2,0,All
Steven D Welch,,0,0,0,0,0,All
Tom Smith,,,1,0,0,0,All
David Alan Christian,,,,0,0,0,All
Sam Rohrer,,,,,0,0,All
Marc A Scaringi,,,,,,0,All
Total,23,9,6,4,2,0,All
,Representative In The General Assembly 172nd District - Republican,United States Senator - Republican,,,,,32
,Al Taubenberger,Steven D Welch,Tom Smith,David Alan Christian,Sam Rohrer,Marc A Scaringi,32
Al Taubenberger,3,9,5,4,2,0,32
Steven D Welch,,0,0,0,0,0,32
Tom Smith,,,1,0,0,0,32
David Alan Christian,,,,0,0,0,32
Sam Rohrer,,,,,0,0,32
Marc A Scaringi,,,,,,0,32
Total,23,9,6,4,2,0,32
