col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,President Of The United States - Republican,,,,Delegate To The Republican National Convention 13th District,,,,,,,,All
,Mitt Romney,Ron Paul,Newt Gingrich,Rick Santorum,William E Donnelly,Michael J Mcmonagle,Thomas Jay Ellis,Michael Anthony Salvi,Robert C Barrilli,Steven J Gilber,Brandon Yates,Edward T Boyd,All
Mitt Romney,94,0,0,0,286,218,178,138,120,36,35,45,All
Ron Paul,,20,0,0,32,29,21,40,27,31,29,11,All
Newt Gingrich,,,16,0,54,32,29,20,9,11,5,7,All
Rick Santorum,,,,21,28,25,20,27,19,10,12,17,All
William E Donnelly,,,,,4,179,178,97,99,20,20,29,All
Michael J Mcmonagle,,,,,,1,105,103,38,15,26,28,All
Thomas Jay Ellis,,,,,,,1,44,72,24,15,22,All
Michael Anthony Salvi,,,,,,,,1,59,30,32,15,All
Robert C Barrilli,,,,,,,,,1,16,17,20,All
Steven J Gilber,,,,,,,,,,0,31,22,All
Brandon Yates,,,,,,,,,,,1,7,All
Edward T Boyd,,,,,,,,,,,,0,All
Total,561,111,94,85,415,312,259,231,185,89,83,80,All
,President Of The United States - Republican,,,,Delegate To The Republican National Convention 13th District,,,,,,,,1
,Mitt Romney,Newt Gingrich,Rick Santorum,Ron Paul,Michael J Mcmonagle,Robert C Barrilli,William E Donnelly,Michael Anthony Salvi,Thomas Jay Ellis,Brandon Yates,Steven J Gilber,Edward T Boyd,1
Mitt Romney,1,0,0,0,4,3,2,1,1,0,1,0,1
Newt Gingrich,,1,0,0,0,0,1,2,1,0,0,0,1
Rick Santorum,,,0,0,0,1,1,0,0,1,0,0,1
Ron Paul,,,,1,0,0,0,0,0,0,0,0,1
Michael J Mcmonagle,,,,,0,1,0,1,0,0,0,0,1
Robert C Barrilli,,,,,,0,3,1,1,1,1,0,1
William E Donnelly,,,,,,,0,1,2,1,1,0,1
Michael Anthony Salvi,,,,,,,,0,1,0,0,0,1
Thomas Jay Ellis,,,,,,,,,0,0,0,0,1
Brandon Yates,,,,,,,,,,0,0,0,1
Steven J Gilber,,,,,,,,,,,0,0,1
Edward T Boyd,,,,,,,,,,,,0,1
Total,7,3,1,1,4,4,4,3,2,1,1,0,1
,President Of The United States - Republican,,,,Delegate To The Republican National Convention 13th District,,,,,,,,2
,Mitt Romney,Ron Paul,Newt Gingrich,Rick Santorum,William E Donnelly,Michael J Mcmonagle,Thomas Jay Ellis,Michael Anthony Salvi,Robert C Barrilli,Edward T Boyd,Brandon Yates,Steven J Gilber,2
Mitt Romney,1,0,0,0,11,6,7,3,4,1,1,0,2
Ron Paul,,1,0,0,3,4,2,2,3,2,1,2,2
Newt Gingrich,,,1,0,1,1,1,1,0,0,0,0,2
Rick Santorum,,,,0,2,2,0,2,1,1,1,0,2
William E Donnelly,,,,,0,7,8,4,5,2,0,0,2
Michael J Mcmonagle,,,,,,0,6,4,1,1,1,0,2
Thomas Jay Ellis,,,,,,,0,1,2,1,0,0,2
Michael Anthony Salvi,,,,,,,,0,3,0,2,1,2
Robert C Barrilli,,,,,,,,,0,3,0,1,2
Edward T Boyd,,,,,,,,,,0,0,1,2
Brandon Yates,,,,,,,,,,,0,1,2
Steven J Gilber,,,,,,,,,,,,0,2
Total,17,8,3,3,17,13,10,8,8,4,3,2,2
,Delegate To The Republican National Convention 13th District,,,,,,,,President Of The United States - Republican,,,,3
,Michael J Mcmonagle,Thomas Jay Ellis,William E Donnelly,Brandon Yates,Edward T Boyd,Michael Anthony Salvi,Robert C Barrilli,Steven J Gilber,Mitt Romney,Newt Gingrich,Rick Santorum,Ron Paul,3
Michael J Mcmonagle,0,1,1,0,0,0,0,0,1,1,0,0,3
Thomas Jay Ellis,,0,1,0,0,0,0,0,1,0,0,0,3
William E Donnelly,,,0,0,0,0,0,0,1,0,0,0,3
Brandon Yates,,,,0,0,0,0,0,0,0,0,0,3
Edward T Boyd,,,,,0,0,0,0,0,0,0,0,3
Michael Anthony Salvi,,,,,,0,0,0,0,0,0,0,3
Robert C Barrilli,,,,,,,0,0,0,0,0,0,3
Steven J Gilber,,,,,,,,0,0,0,0,0,3
Mitt Romney,,,,,,,,,1,0,0,0,3
Newt Gingrich,,,,,,,,,,0,0,0,3
Rick Santorum,,,,,,,,,,,0,0,3
Ron Paul,,,,,,,,,,,,0,3
Total,2,1,1,0,0,0,0,0,2,1,0,0,3
,President Of The United States - Republican,,,,Delegate To The Republican National Convention 13th District,,,,,,,,4
,Mitt Romney,Newt Gingrich,Rick Santorum,Ron Paul,William E Donnelly,Thomas Jay Ellis,Michael J Mcmonagle,Robert C Barrilli,Michael Anthony Salvi,Steven J Gilber,Edward T Boyd,Brandon Yates,4
Mitt Romney,3,0,0,0,11,6,5,6,5,2,0,0,4
Newt Gingrich,,1,0,0,0,1,1,0,0,0,0,0,4
Rick Santorum,,,1,0,0,0,0,0,0,0,0,0,4
Ron Paul,,,,0,0,0,0,0,0,0,1,0,4
William E Donnelly,,,,,0,5,4,4,3,2,0,0,4
