col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,division
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Representative In Congress 1st District - Democrat,All
,Kenyatta J Johnson,Blondell Reynolds Brown,Jacquelyn Manns Smalley,Cindy Bass,Mark Alan Aronchick,Vincent J Hughes,Jerry T Jordan,Stephen A Cozen,Joseph C Meade,Jerome W Mondesire,Andrew P Toy,Michelle W Singer,Raye E Johnson,Nancy Astor Fox,Eleanor M Dezzi,William S Leopold,Heather Steinmiller,Robert A Brady,All
Kenyatta J Johnson,60,678,642,645,638,371,356,354,355,355,352,339,345,340,347,339,337,0,All
Blondell Reynolds Brown,,16,616,633,630,363,349,351,348,343,347,328,341,334,342,333,335,0,All
Jacquelyn Manns Smalley,,,21,610,606,335,328,334,330,324,332,312,325,318,324,320,320,0,All
Cindy Bass,,,,13,613,342,340,339,336,328,332,316,328,322,332,327,325,0,All
Mark Alan Aronchick,,,,,4,336,337,341,333,329,339,317,331,323,329,324,321,0,All
Vincent J Hughes,,,,,,3,348,347,350,344,349,327,338,333,341,334,333,0,All
Jerry T Jordan,,,,,,,0,343,343,338,340,328,340,330,343,338,336,0,All
Stephen A Cozen,,,,,,,,0,350,342,346,327,343,334,336,338,337,0,All
Joseph C Meade,,,,,,,,,0,342,344,327,340,326,338,337,336,0,All
Jerome W Mondesire,,,,,,,,,,1,337,321,330,321,328,330,326,0,All
Andrew P Toy,,,,,,,,,,,0,322,336,329,336,327,329,0,All
Michelle W Singer,,,,,,,,,,,,5,322,328,321,322,321,0,All
Raye E Johnson,,,,,,,,,,,,,3,326,338,332,333,0,All
Nancy Astor Fox,,,,,,,,,,,,,,5,328,326,326,0,All
Eleanor M Dezzi,,,,,,,,,,,,,,,0,333,334,0,All
William S Leopold,,,,,,,,,,,,,,,,0,336,0,All
Heather Steinmiller,,,,,,,,,,,,,,,,,0,0,All
Robert A Brady,,,,,,,,,,,,,,,,,,179,All
Total,789,705,674,670,656,385,370,370,367,365,363,358,358,356,355,351,347,179,All
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Representative In Congress 1st District - Democrat,1
,Kenyatta J Johnson,Blondell Reynolds Brown,Jacquelyn Manns Smalley,Cindy Bass,Mark Alan Aronchick,Vincent J Hughes,Michelle W Singer,Raye E Johnson,Stephen A Cozen,Eleanor M Dezzi,Heather Steinmiller,Jerome W Mondesire,Jerry T Jordan,Joseph C Meade,Nancy Astor Fox,Andrew P Toy,William S Leopold,Robert A Brady,1
Kenyatta J Johnson,3,19,18,16,15,10,8,8,8,8,8,8,8,7,8,7,7,0,1
Blondell Reynolds Brown,,1,17,16,14,9,7,8,8,8,8,7,8,7,8,7,7,0,1
Jacquelyn Manns Smalley,,,0,15,15,8,7,7,7,7,7,7,7,6,7,6,6,0,1
Cindy Bass,,,,0,13,8,7,8,7,8,8,7,8,7,7,7,7,0,1
Mark Alan Aronchick,,,,,0,6,6,5,5,5,5,6,5,5,5,5,5,0,1
Vincent J Hughes,,,,,,0,8,8,7,8,8,8,8,7,7,7,7,0,1
Michelle W Singer,,,,,,,0,8,8,7,7,8,7,8,7,7,7,0,1
Raye E Johnson,,,,,,,,0,8,8,8,7,8,8,7,7,7,0,1
Stephen A Cozen,,,,,,,,,0,7,7,7,7,8,8,7,7,0,1
Eleanor M Dezzi,,,,,,,,,,0,8,7,8,7,7,7,7,0,1
Heather Steinmiller,,,,,,,,,,,0,7,8,7,7,7,7,0,1
Jerome W Mondesire,,,,,,,,,,,,0,7,7,7,7,7,0,1
Jerry T Jordan,,,,,,,,,,,,,0,7,7,7,7,0,1
Joseph C Meade,,,,,,,,,,,,,,0,7,7,7,0,1
Nancy Astor Fox,,,,,,,,,,,,,,,0,7,7,0,1
Andrew P Toy,,,,,,,,,,,,,,,,0,7,0,1
William S Leopold,,,,,,,,,,,,,,,,,0,0,1
Robert A Brady,,,,,,,,,,,,,,,,,,0,1
Total,23,20,18,16,15,10,9,9,9,8,8,8,8,8,8,7,7,0,1
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Representative In Congress 1st District - Democrat,2
,Kenyatta J Johnson,Cindy Bass,Blondell Reynolds Brown,Jacquelyn Manns Smalley,Mark Alan Aronchick,Stephen A Cozen,Andrew P Toy,Joseph C Meade,Michelle W Singer,Nancy Astor Fox,Vincent J Hughes,Eleanor M Dezzi,Heather Steinmiller,Jerome W Mondesire,Jerry T Jordan,William S Leopold,Raye E Johnson,Robert A Brady,2
Kenyatta J Johnson,1,34,35,30,30,18,18,18,18,19,18,18,17,17,17,18,15,0,2
Cindy Bass,,1,33,30,30,18,16,17,18,18,16,17,18,16,18,18,15,0,2
Blondell Reynolds Brown,,,0,29,30,17,17,17,16,17,17,17,17,16,17,17,15,0,2
Jacquelyn Manns Smalley,,,,0,27,15,14,15,16,16,14,15,15,15,15,16,14,0,2
Mark Alan Aronchick,,,,,0,16,16,14,15,16,14,15,15,15,15,15,15,0,2
Stephen A Cozen,,,,,,0,18,17,17,17,16,15,16,18,16,16,15,0,2
Andrew P Toy,,,,,,,0,16,16,17,16,16,15,17,15,15,15,0,2
Joseph C Meade,,,,,,,,0,16,16,18,16,16,17,16,17,14,0,2
Michelle W Singer,,,,,,,,,0,18,15,17,17,16,17,17,15,0,2
Nancy Astor Fox,,,,,,,,,,0,15,17,16,16,16,17,15,0,2
Vincent J Hughes,,,,,,,,,,,0,16,16,16,16,16,14,0,2
Eleanor M Dezzi,,,,,,,,,,,,0,17,15,17,17,15,0,2
Heather Steinmiller,,,,,,,,,,,,,0,15,18,17,15,0,2
Jerome W Mondesire,,,,,,,,,,,,,,0,15,16,15,0,2
Jerry T Jordan,,,,,,,,,,,,,,,0,17,15,0,2
William S Leopold,,,,,,,,,,,,,,,,0,15,0,2
Raye E Johnson,,,,,,,,,,,,,,,,,0,0,2
Robert A Brady,,,,,,,,,,,,,,,,,,0,2
Total,39,36,35,30,30,20,19,19,19,19,19,18,18,18,18,18,15,0,2
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Representative In Congress 1st District - Democrat,3
,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Mark Alan Aronchick,Jacquelyn Manns Smalley,Nancy Astor Fox,Michelle W Singer,Jerry T Jordan,Raye E Johnson,Vincent J Hughes,Eleanor M Dezzi,Joseph C Meade,Stephen A Cozen,Andrew P Toy,Heather Steinmiller,William S Leopold,Jerome W Mondesire,Robert A Brady,3
Kenyatta J Johnson,5,28,25,24,21,14,14,14,12,13,13,12,13,12,11,12,12,0,3
Blondell Reynolds Brown,,1,24,24,21,14,16,14,13,14,14,13,14,13,13,12,12,0,3
Cindy Bass,,,2,22,19,13,13,13,11,12,12,11,12,11,10,11,10,0,3
Mark Alan Aronchick,,,,0,20,14,14,15,13,13,13,13,14,13,12,13,12,0,3
Jacquelyn Manns Smalley,,,,,0,13,12,13,12,11,12,12,13,12,11,12,10,0,3
Nancy Astor Fox,,,,,,4,14,14,13,13,14,13,13,13,12,13,11,0,3
Michelle W Singer,,,,,,,1,14,13,14,14,13,13,13,13,12,11,0,3
Jerry T Jordan,,,,,,,,0,13,13,13,13,13,13,12,13,11,0,3
Raye E Johnson,,,,,,,,,2,12,13,12,13,13,12,12,11,0,3
Vincent J Hughes,,,,,,,,,,1,13,11,12,12,11,11,10,0,3
Eleanor M Dezzi,,,,,,,,,,,0,12,13,13,12,12,11,0,3
Joseph C Meade,,,,,,,,,,,,0,12,12,13,13,11,0,3
