col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Representative In The General Assembly 179th District - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,All
,James W Clay Jr,Catherine G Scott,Kelly Lynn Devine,D Gregory Holt,Olivia E Brady,Leslie S Richards,Vince Gillen,Louis J Farinella,Patrick J Eiding,Caren Gansman Moskowitz,All
James W Clay Jr,428,"1,071",968,953,567,557,550,551,537,534,All
Catherine G Scott,,5,952,932,574,578,565,556,554,553,All
Kelly Lynn Devine,,,4,917,558,557,549,557,543,543,All
D Gregory Holt,,,,4,543,546,546,549,538,537,All
Olivia E Brady,,,,,0,557,542,545,538,542,All
Leslie S Richards,,,,,,0,546,547,536,538,All
Vince Gillen,,,,,,,2,544,536,538,All
Louis J Farinella,,,,,,,,1,537,535,All
Patrick J Eiding,,,,,,,,,1,537,All
Caren Gansman Moskowitz,,,,,,,,,,1,All
Total,"1,649","1,129","1,021",999,599,590,583,581,569,566,All
