col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Representative In Congress 13th District - Republican,Delegate To The Republican National Convention 13th District,,,,,,,,All
,Joseph James Rooney,William E Donnelly,Michael J Mcmonagle,Thomas Jay Ellis,Robert C Barrilli,Michael Anthony Salvi,Edward T Boyd,Brandon Yates,Steven J Gilber,All
Joseph James Rooney,572,"4,104","3,083","2,540","1,709","1,614",797,566,554,All
William E Donnelly,,119,"2,108","2,099","1,074",858,450,209,165,All
Michael J Mcmonagle,,,176,"1,195",430,907,389,220,192,All
Thomas Jay Ellis,,,,35,831,378,181,120,141,All
Robert C Barrilli,,,,,151,328,228,193,159,All
Michael Anthony Salvi,,,,,,62,126,194,173,All
Edward T Boyd,,,,,,,43,178,203,All
Brandon Yates,,,,,,,,20,208,All
Steven J Gilber,,,,,,,,,19,All
Total,"6,888","4,483","3,457","2,750","2,051","1,805",994,726,687,All
