col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,division
,Representative In The General Assembly 180th District - Democrat,,,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,All
,Angel L Cruz,Jonathan Ramos,Anthony Pernell Johnson,Kenyatta J Johnson,Cindy Bass,Blondell Reynolds Brown,Jacquelyn Manns Smalley,Mark Alan Aronchick,Andrew P Toy,Stephen A Cozen,Vincent J Hughes,Michelle W Singer,Heather Steinmiller,Jerome W Mondesire,Nancy Astor Fox,Eleanor M Dezzi,Jerry T Jordan,Raye E Johnson,William S Leopold,Joseph C Meade,All
Angel L Cruz,46,0,0,10,9,9,7,7,5,6,6,6,6,5,6,5,5,5,5,4,All
Jonathan Ramos,,10,0,24,22,18,20,19,11,10,10,9,8,9,8,8,8,8,8,8,All
Anthony Pernell Johnson,,,1,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,All
Kenyatta J Johnson,,,,0,32,28,30,27,16,17,17,15,15,15,15,14,13,14,13,13,All
Cindy Bass,,,,,0,27,30,27,16,17,17,15,15,15,15,14,13,14,13,13,All
Blondell Reynolds Brown,,,,,,0,27,26,13,14,14,14,14,13,14,13,13,13,13,11,All
Jacquelyn Manns Smalley,,,,,,,0,27,15,16,17,15,15,15,15,14,13,14,13,13,All
Mark Alan Aronchick,,,,,,,,0,14,15,15,15,15,14,15,14,13,14,13,12,All
Andrew P Toy,,,,,,,,,0,16,15,15,14,15,14,14,14,14,13,13,All
Stephen A Cozen,,,,,,,,,,0,16,15,15,15,15,14,13,14,13,13,All
Vincent J Hughes,,,,,,,,,,,0,15,15,15,15,14,13,14,13,13,All
Michelle W Singer,,,,,,,,,,,,0,15,14,15,14,14,14,13,12,All
Heather Steinmiller,,,,,,,,,,,,,0,14,15,14,13,14,13,12,All
Jerome W Mondesire,,,,,,,,,,,,,,0,14,14,13,14,13,13,All
Nancy Astor Fox,,,,,,,,,,,,,,,0,14,13,14,13,12,All
Eleanor M Dezzi,,,,,,,,,,,,,,,,0,13,14,13,12,All
Jerry T Jordan,,,,,,,,,,,,,,,,,0,13,13,11,All
Raye E Johnson,,,,,,,,,,,,,,,,,,0,13,12,All
William S Leopold,,,,,,,,,,,,,,,,,,,0,11,All
Joseph C Meade,,,,,,,,,,,,,,,,,,,,0,All
Total,59,38,4,37,34,30,30,28,17,17,17,16,15,15,15,14,14,14,14,13,All
,Representative In The General Assembly 180th District - Democrat,,,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,6
,Angel L Cruz,Jonathan Ramos,Anthony Pernell Johnson,Kenyatta J Johnson,Cindy Bass,Blondell Reynolds Brown,Jacquelyn Manns Smalley,Mark Alan Aronchick,Andrew P Toy,Stephen A Cozen,Vincent J Hughes,Michelle W Singer,Heather Steinmiller,Jerome W Mondesire,Nancy Astor Fox,Eleanor M Dezzi,Jerry T Jordan,Raye E Johnson,William S Leopold,Joseph C Meade,6
Angel L Cruz,46,0,0,10,9,9,7,7,5,6,6,6,6,5,6,5,5,5,5,4,6
Jonathan Ramos,,10,0,24,22,18,20,19,11,10,10,9,8,9,8,8,8,8,8,8,6
Anthony Pernell Johnson,,,1,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,6
Kenyatta J Johnson,,,,0,32,28,30,27,16,17,17,15,15,15,15,14,13,14,13,13,6
Cindy Bass,,,,,0,27,30,27,16,17,17,15,15,15,15,14,13,14,13,13,6
Blondell Reynolds Brown,,,,,,0,27,26,13,14,14,14,14,13,14,13,13,13,13,11,6
Jacquelyn Manns Smalley,,,,,,,0,27,15,16,17,15,15,15,15,14,13,14,13,13,6
Mark Alan Aronchick,,,,,,,,0,14,15,15,15,15,14,15,14,13,14,13,12,6
Andrew P Toy,,,,,,,,,0,16,15,15,14,15,14,14,14,14,13,13,6
Stephen A Cozen,,,,,,,,,,0,16,15,15,15,15,14,13,14,13,13,6
Vincent J Hughes,,,,,,,,,,,0,15,15,15,15,14,13,14,13,13,6
Michelle W Singer,,,,,,,,,,,,0,15,14,15,14,14,14,13,12,6
Heather Steinmiller,,,,,,,,,,,,,0,14,15,14,13,14,13,12,6
Jerome W Mondesire,,,,,,,,,,,,,,0,14,14,13,14,13,13,6
Nancy Astor Fox,,,,,,,,,,,,,,,0,14,13,14,13,12,6
Eleanor M Dezzi,,,,,,,,,,,,,,,,0,13,14,13,12,6
Jerry T Jordan,,,,,,,,,,,,,,,,,0,13,13,11,6
Raye E Johnson,,,,,,,,,,,,,,,,,,0,13,12,6
William S Leopold,,,,,,,,,,,,,,,,,,,0,11,6
Joseph C Meade,,,,,,,,,,,,,,,,,,,,0,6
Total,59,38,4,37,34,30,30,28,17,17,17,16,15,15,15,14,14,14,14,13,6
