col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Representative In The General Assembly 170th District - Republican,Delegate To The Republican National Convention 13th District,,,,,,,,All
,George W Weiss Jr,William E Donnelly,Michael J Mcmonagle,Thomas Jay Ellis,Robert C Barrilli,Michael Anthony Salvi,Edward T Boyd,Brandon Yates,Steven J Gilber,All
George W Weiss Jr,133,889,689,506,337,364,206,128,115,All
William E Donnelly,,23,498,442,239,193,115,47,26,All
Michael J Mcmonagle,,,38,269,104,204,110,58,37,All
Thomas Jay Ellis,,,,5,175,76,42,25,26,All
Robert C Barrilli,,,,,34,77,52,37,34,All
Michael Anthony Salvi,,,,,,12,28,59,50,All
Edward T Boyd,,,,,,,15,43,45,All
Brandon Yates,,,,,,,,4,53,All
Steven J Gilber,,,,,,,,,8,All
Total,"1,503","1,003",788,587,449,421,261,177,160,All
