col_1,col_2,col_3,division
,Representative In Congress 1st District - Democrat,President Of The United States - Democrat,All
,Robert A Brady,Barack Obama,All
Robert A Brady,283,611,All
Barack Obama,,62,All
Total,894,673,All
,Representative In Congress 1st District - Democrat,President Of The United States - Democrat,1
,Robert A Brady,Barack Obama,1
Robert A Brady,17,27,1
Barack Obama,,4,1
Total,44,31,1
,Representative In Congress 1st District - Democrat,President Of The United States - Democrat,2
,Robert A Brady,Barack Obama,2
Robert A Brady,19,29,2
Barack Obama,,8,2
Total,48,37,2
,Representative In Congress 1st District - Democrat,President Of The United States - Democrat,3
,Robert A Brady,Barack Obama,3
Robert A Brady,15,11,3
Barack Obama,,3,3
Total,26,14,3
,Representative In Congress 1st District - Democrat,President Of The United States - Democrat,4
,Robert A Brady,Barack Obama,4
Robert A Brady,8,15,4
Barack Obama,,0,4
Total,23,15,4
,Representative In Congress 1st District - Democrat,President Of The United States - Democrat,5
,Robert A Brady,Barack Obama,5
Robert A Brady,16,17,5
Barack Obama,,1,5
Total,33,18,5
,Representative In Congress 1st District - Democrat,President Of The United States - Democrat,6
,Robert A Brady,Barack Obama,6
Robert A Brady,25,43,6
Barack Obama,,4,6
Total,68,47,6
,Representative In Congress 1st District - Democrat,President Of The United States - Democrat,7
,Robert A Brady,Barack Obama,7
Robert A Brady,5,18,7
Barack Obama,,1,7
Total,23,19,7
,Representative In Congress 1st District - Democrat,President Of The United States - Democrat,8
,Robert A Brady,Barack Obama,8
Robert A Brady,30,18,8
Barack Obama,,1,8
Total,48,19,8
,Representative In Congress 1st District - Democrat,President Of The United States - Democrat,9
,Robert A Brady,Barack Obama,9
Robert A Brady,10,29,9
Barack Obama,,3,9
Total,39,32,9
,Representative In Congress 1st District - Democrat,President Of The United States - Democrat,10
,Robert A Brady,Barack Obama,10
Robert A Brady,8,20,10
Barack Obama,,2,10
Total,28,22,10
,Representative In Congress 1st District - Democrat,President Of The United States - Democrat,11
,Robert A Brady,Barack Obama,11
Robert A Brady,17,32,11
Barack Obama,,1,11
Total,49,33,11
,Representative In Congress 1st District - Democrat,President Of The United States - Democrat,12
,Robert A Brady,Barack Obama,12
Robert A Brady,8,23,12
Barack Obama,,1,12
Total,31,24,12
,Representative In Congress 1st District - Democrat,President Of The United States - Democrat,13
,Robert A Brady,Barack Obama,13
Robert A Brady,18,52,13
Barack Obama,,2,13
Total,70,54,13
,Representative In Congress 1st District - Democrat,President Of The United States - Democrat,14
,Robert A Brady,Barack Obama,14
Robert A Brady,11,27,14
Barack Obama,,3,14
Total,38,30,14
,Representative In Congress 1st District - Democrat,President Of The United States - Democrat,15
,Robert A Brady,Barack Obama,15
Robert A Brady,10,30,15
Barack Obama,,6,15
Total,40,36,15
,President Of The United States - Democrat,Representative In Congress 1st District - Democrat,16
,Barack Obama,Robert A Brady,16
Barack Obama,4,18,16
Robert A Brady,,2,16
Total,22,20,16
,Representative In Congress 1st District - Democrat,President Of The United States - Democrat,17
,Robert A Brady,Barack Obama,17
Robert A Brady,8,27,17
Barack Obama,,2,17
Total,35,29,17
,Representative In Congress 1st District - Democrat,President Of The United States - Democrat,18
,Robert A Brady,Barack Obama,18
Robert A Brady,12,27,18
Barack Obama,,4,18
Total,39,31,18
,Representative In Congress 1st District - Democrat,President Of The United States - Democrat,19
,Robert A Brady,Barack Obama,19
Robert A Brady,6,19,19
Barack Obama,,3,19
Total,25,22,19
,President Of The United States - Democrat,Representative In Congress 1st District - Democrat,20
,Barack Obama,Robert A Brady,20
Barack Obama,0,3,20
Robert A Brady,,0,20
Total,3,3,20
,Representative In Congress 1st District - Democrat,President Of The United States - Democrat,21
,Robert A Brady,Barack Obama,21
Robert A Brady,11,22,21
Barack Obama,,3,21
Total,33,25,21
,Representative In Congress 1st District - Democrat,President Of The United States - Democrat,22
,Robert A Brady,Barack Obama,22
Robert A Brady,6,25,22
Barack Obama,,3,22
Total,31,28,22
,Representative In Congress 1st District - Democrat,President Of The United States - Democrat,23
,Robert A Brady,Barack Obama,23
Robert A Brady,21,79,23
Barack Obama,,3,23
Total,100,82,23
