col_1,col_2,col_3,col_4,division
,Representative In Congress 2nd District - Democrat,Attorney General - Democrat,,All
,Chaka Fattah,Patrick Murphy,Kathleen G Kane,All
Chaka Fattah,287,"2,631","1,191",All
Patrick Murphy,,133,0,All
Kathleen G Kane,,,73,All
Total,"4,109","2,764","1,264",All
,Representative In Congress 2nd District - Democrat,Attorney General - Democrat,,1
,Chaka Fattah,Patrick Murphy,Kathleen G Kane,1
Chaka Fattah,5,58,23,1
Patrick Murphy,,1,0,1
Kathleen G Kane,,,1,1
Total,86,59,24,1
,Representative In Congress 2nd District - Democrat,Attorney General - Democrat,,2
,Chaka Fattah,Patrick Murphy,Kathleen G Kane,2
Chaka Fattah,5,98,41,2
Patrick Murphy,,7,0,2
Kathleen G Kane,,,3,2
Total,144,105,44,2
,Representative In Congress 2nd District - Democrat,Attorney General - Democrat,,3
,Chaka Fattah,Patrick Murphy,Kathleen G Kane,3
Chaka Fattah,1,25,17,3
Patrick Murphy,,1,0,3
Kathleen G Kane,,,1,3
Total,43,26,18,3
,Representative In Congress 2nd District - Democrat,Attorney General - Democrat,,4
,Chaka Fattah,Patrick Murphy,Kathleen G Kane,4
Chaka Fattah,2,41,25,4
Patrick Murphy,,4,0,4
Kathleen G Kane,,,2,4
Total,68,45,27,4
,Representative In Congress 2nd District - Democrat,Attorney General - Democrat,,5
,Chaka Fattah,Patrick Murphy,Kathleen G Kane,5
Chaka Fattah,5,90,48,5
Patrick Murphy,,5,0,5
Kathleen G Kane,,,1,5
Total,143,95,49,5
,Representative In Congress 2nd District - Democrat,Attorney General - Democrat,,6
,Chaka Fattah,Patrick Murphy,Kathleen G Kane,6
Chaka Fattah,8,89,39,6
Patrick Murphy,,4,0,6
Kathleen G Kane,,,4,6
Total,136,93,43,6
,Representative In Congress 2nd District - Democrat,Attorney General - Democrat,,7
,Chaka Fattah,Patrick Murphy,Kathleen G Kane,7
Chaka Fattah,7,57,48,7
Patrick Murphy,,6,0,7
Kathleen G Kane,,,6,7
Total,112,63,54,7
,Representative In Congress 2nd District - Democrat,Attorney General - Democrat,,8
,Chaka Fattah,Patrick Murphy,Kathleen G Kane,8
Chaka Fattah,17,93,84,8
Patrick Murphy,,6,0,8
Kathleen G Kane,,,2,8
Total,194,99,86,8
,Representative In Congress 2nd District - Democrat,Attorney General - Democrat,,9
,Chaka Fattah,Patrick Murphy,Kathleen G Kane,9
Chaka Fattah,11,72,36,9
Patrick Murphy,,7,0,9
Kathleen G Kane,,,3,9
Total,119,79,39,9
,Representative In Congress 2nd District - Democrat,Attorney General - Democrat,,10
