col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Delegate To The Republican National Convention 13th District,,,,,,,,United States Senator - Republican,,,,,All
,William E Donnelly,Michael J Mcmonagle,Thomas Jay Ellis,Robert C Barrilli,Michael Anthony Salvi,Edward T Boyd,Brandon Yates,Steven J Gilber,David Alan Christian,Tom Smith,Steven D Welch,Sam Rohrer,Marc A Scaringi,All
William E Donnelly,30,600,629,307,224,113,66,40,490,302,364,48,45,All
Michael J Mcmonagle,,32,328,100,248,111,64,48,442,262,152,49,43,All
Thomas Jay Ellis,,,3,256,87,35,21,25,237,174,281,22,21,All
Robert C Barrilli,,,,28,65,53,40,37,102,135,201,25,13,All
Michael Anthony Salvi,,,,,11,31,42,33,192,93,73,30,37,All
Edward T Boyd,,,,,,2,42,51,93,91,26,26,6,All
Brandon Yates,,,,,,,3,34,66,60,16,21,1,All
Steven J Gilber,,,,,,,,3,42,51,24,17,3,All
David Alan Christian,,,,,,,,,71,0,0,0,0,All
Tom Smith,,,,,,,,,,153,0,0,0,All
Steven D Welch,,,,,,,,,,,53,0,0,All
Sam Rohrer,,,,,,,,,,,,20,0,All
Marc A Scaringi,,,,,,,,,,,,,14,All
Total,"1,317","1,003",760,518,450,248,176,143,815,653,522,118,107,All
,Delegate To The Republican National Convention 13th District,,,,,,,,United States Senator - Republican,,,,,1
,Michael J Mcmonagle,William E Donnelly,Edward T Boyd,Brandon Yates,Robert C Barrilli,Thomas Jay Ellis,Michael Anthony Salvi,Steven J Gilber,David Alan Christian,Tom Smith,Sam Rohrer,Marc A Scaringi,Steven D Welch,1
Michael J Mcmonagle,0,6,4,3,3,5,3,0,4,4,4,1,0,1
William E Donnelly,,0,1,4,0,2,1,0,5,2,3,0,1,1
Edward T Boyd,,,0,2,3,2,0,0,2,3,1,1,0,1
Brandon Yates,,,,0,1,0,0,0,1,1,2,0,0,1
Robert C Barrilli,,,,,0,0,1,0,2,0,2,1,0,1
Thomas Jay Ellis,,,,,,0,1,0,1,2,1,0,0,1
Michael Anthony Salvi,,,,,,,0,0,1,1,1,0,0,1
Steven J Gilber,,,,,,,,0,0,0,0,0,0,1
David Alan Christian,,,,,,,,,0,0,0,0,0,1
Tom Smith,,,,,,,,,,1,0,0,0,1
Sam Rohrer,,,,,,,,,,,0,0,0,1
Marc A Scaringi,,,,,,,,,,,,0,0,1
Steven D Welch,,,,,,,,,,,,,0,1
Total,15,12,7,5,5,5,4,0,8,8,6,1,1,1
,Delegate To The Republican National Convention 13th District,,,,,,,,United States Senator - Republican,,,,,2
,William E Donnelly,Michael J Mcmonagle,Thomas Jay Ellis,Robert C Barrilli,Michael Anthony Salvi,Steven J Gilber,Brandon Yates,Edward T Boyd,David Alan Christian,Steven D Welch,Tom Smith,Marc A Scaringi,Sam Rohrer,2
William E Donnelly,0,6,12,9,4,1,0,1,6,10,3,2,1,2
Michael J Mcmonagle,,2,4,1,8,1,1,0,5,2,2,2,2,2
Thomas Jay Ellis,,,0,8,1,0,0,0,3,9,1,1,0,2
