col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,division
,Representative In The General Assembly 200th District - Democrat,,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,All
,Cherelle Lesley Parker,Bobbie T Curry,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Jacquelyn Manns Smalley,Mark Alan Aronchick,Vincent J Hughes,Jerome W Mondesire,Andrew P Toy,Stephen A Cozen,Jerry T Jordan,Joseph C Meade,Michelle W Singer,Eleanor M Dezzi,Raye E Johnson,Heather Steinmiller,Nancy Astor Fox,William S Leopold,All
Cherelle Lesley Parker,"1,657",0,"6,747","6,426","6,350","5,615","5,573","4,826","4,448","4,354","4,335","4,242","4,209","4,213","4,161","4,162","4,124","4,093","3,937",All
Bobbie T Curry,,32,110,105,97,91,94,63,63,59,61,58,63,53,58,57,53,54,54,All
Kenyatta J Johnson,,,36,"6,383","6,292","5,763","5,681","4,810","4,508","4,394","4,377","4,324","4,307","4,240","4,219","4,292","4,202","4,146","4,066",All
Blondell Reynolds Brown,,,,10,"6,183","5,636","5,623","4,755","4,462","4,348","4,310","4,258","4,240","4,159","4,167","4,183","4,137","4,054","4,006",All
Cindy Bass,,,,,16,"5,657","5,562","4,701","4,403","4,368","4,317","4,220","4,219","4,168","4,181","4,160","4,152","4,078","3,981",All
Jacquelyn Manns Smalley,,,,,,2,"5,405","4,285","4,148","4,121","4,139","4,041","4,083","4,015","4,031","4,038","4,043","3,964","3,918",All
Mark Alan Aronchick,,,,,,,10,"4,203","4,099","4,116","4,149","3,986","4,050","3,902","3,964","3,973","3,954","3,866","3,887",All
Vincent J Hughes,,,,,,,,5,"4,446","4,357","4,303","4,262","4,271","4,138","4,169","4,194","4,124","4,043","4,028",All
Jerome W Mondesire,,,,,,,,,6,"4,205","4,225","4,133","4,179","3,981","4,058","4,083","4,054","3,937","3,953",All
Andrew P Toy,,,,,,,,,,7,"4,265","4,121","4,172","4,034","4,093","4,068","4,076","3,971","3,984",All
Stephen A Cozen,,,,,,,,,,,6,"4,093","4,180","4,011","4,101","4,106","4,097","3,998","4,007",All
Jerry T Jordan,,,,,,,,,,,,3,"4,083","4,000","4,054","4,095","4,060","3,951","4,018",All
Joseph C Meade,,,,,,,,,,,,,3,"3,974","4,048","4,060","4,050","3,932","3,983",All
Michelle W Singer,,,,,,,,,,,,,,1,"4,044","3,996","4,040","4,073","3,890",All
Eleanor M Dezzi,,,,,,,,,,,,,,,12,"4,069","4,134","4,015","3,991",All
Raye E Johnson,,,,,,,,,,,,,,,,0,"4,052","3,966","3,989",All
Heather Steinmiller,,,,,,,,,,,,,,,,,1,"4,021","4,001",All
Nancy Astor Fox,,,,,,,,,,,,,,,,,,3,"3,891",All
William S Leopold,,,,,,,,,,,,,,,,,,,1,All
Total,"9,268",152,"7,193","6,846","6,795","5,950","5,936","5,149","4,738","4,663","4,630","4,510","4,473","4,462","4,438","4,401","4,376","4,343","4,172",All
