col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Senator In The General Assembly 5th District - Republican,Delegate To The Republican National Convention 1st District,,,,,,All
,Michael J Tomlinson,Christopher M Vogler,Marion S Taxin,Tom Boggia,Michael W Untermeyer,Dale Kerns,Frederick W Anton,All
Michael J Tomlinson,124,680,545,483,357,213,224,All
Christopher M Vogler,,32,370,304,197,101,133,All
Marion S Taxin,,,19,255,104,43,123,All
Tom Boggia,,,,16,112,75,52,All
Michael W Untermeyer,,,,,29,139,88,All
Dale Kerns,,,,,,12,62,All
Frederick W Anton,,,,,,,3,All
Total,"1,259",745,588,535,414,253,247,All
