col_1,col_2,col_3,col_4,division
,President Of The United States - Democrat,Representative In The General Assembly 203rd District - Democrat,,All
,Barack Obama,Dwight Evans,Lamont W Thomas,All
Barack Obama,145,"4,680",741,All
Dwight Evans,,55,0,All
Lamont W Thomas,,,17,All
Total,"5,566","4,735",758,All
,President Of The United States - Democrat,Representative In The General Assembly 203rd District - Democrat,,1
,Barack Obama,Dwight Evans,Lamont W Thomas,1
Barack Obama,6,149,16,1
Dwight Evans,,2,0,1
Lamont W Thomas,,,1,1
Total,171,151,17,1
,President Of The United States - Democrat,Representative In The General Assembly 203rd District - Democrat,,2
,Barack Obama,Dwight Evans,Lamont W Thomas,2
Barack Obama,9,203,36,2
Dwight Evans,,2,0,2
Lamont W Thomas,,,0,2
Total,248,205,36,2
,President Of The United States - Democrat,Representative In The General Assembly 203rd District - Democrat,,3
,Barack Obama,Dwight Evans,Lamont W Thomas,3
Barack Obama,9,176,34,3
Dwight Evans,,3,0,3
Lamont W Thomas,,,0,3
Total,219,179,34,3
,President Of The United States - Democrat,Representative In The General Assembly 203rd District - Democrat,,4
,Barack Obama,Dwight Evans,Lamont W Thomas,4
Barack Obama,5,158,18,4
Dwight Evans,,4,0,4
Lamont W Thomas,,,1,4
Total,181,162,19,4
,President Of The United States - Democrat,Representative In The General Assembly 203rd District - Democrat,,5
,Barack Obama,Dwight Evans,Lamont W Thomas,5
Barack Obama,3,155,23,5
Dwight Evans,,2,0,5
Lamont W Thomas,,,1,5
Total,181,157,24,5
,President Of The United States - Democrat,Representative In The General Assembly 203rd District - Democrat,,6
,Barack Obama,Dwight Evans,Lamont W Thomas,6
Barack Obama,6,170,36,6
Dwight Evans,,0,0,6
Lamont W Thomas,,,0,6
Total,212,170,36,6
,President Of The United States - Democrat,Representative In The General Assembly 203rd District - Democrat,,7
,Barack Obama,Dwight Evans,Lamont W Thomas,7
Barack Obama,9,142,32,7
Dwight Evans,,1,0,7
Lamont W Thomas,,,1,7
Total,183,143,33,7
,President Of The United States - Democrat,Representative In The General Assembly 203rd District - Democrat,,8
,Barack Obama,Dwight Evans,Lamont W Thomas,8
Barack Obama,2,138,24,8
Dwight Evans,,2,0,8
Lamont W Thomas,,,0,8
Total,164,140,24,8
,President Of The United States - Democrat,Representative In The General Assembly 203rd District - Democrat,,9
,Barack Obama,Dwight Evans,Lamont W Thomas,9
Barack Obama,6,183,30,9
Dwight Evans,,2,0,9
Lamont W Thomas,,,2,9
Total,219,185,32,9
,President Of The United States - Democrat,Representative In The General Assembly 203rd District - Democrat,,10
,Barack Obama,Dwight Evans,Lamont W Thomas,10
Barack Obama,6,121,9,10
Dwight Evans,,1,0,10
Lamont W Thomas,,,1,10
