col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Attorney General - Republican,Delegate To The Republican National Convention 13th District,,,,,,,,All
,David J Freed,William E Donnelly,Michael J Mcmonagle,Thomas Jay Ellis,Robert C Barrilli,Michael Anthony Salvi,Edward T Boyd,Brandon Yates,Steven J Gilber,All
David J Freed,"1,332","3,855","2,913","2,405","1,614","1,496",766,538,538,All
William E Donnelly,,199,"2,108","2,099","1,074",858,450,209,165,All
Michael J Mcmonagle,,,206,"1,195",430,907,389,220,192,All
Thomas Jay Ellis,,,,60,831,378,181,120,141,All
Robert C Barrilli,,,,,178,328,228,193,159,All
Michael Anthony Salvi,,,,,,91,126,194,173,All
Edward T Boyd,,,,,,,48,178,203,All
Brandon Yates,,,,,,,,23,208,All
Steven J Gilber,,,,,,,,,17,All
Total,"7,218","4,483","3,457","2,750","2,051","1,805",994,728,687,All
