col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Delegate To The Republican National Convention 13th District,,,,,,,,Representative In Congress 1st District - Republican,All
,William E Donnelly,Thomas Jay Ellis,Michael J Mcmonagle,Michael Anthony Salvi,Steven J Gilber,Edward T Boyd,Brandon Yates,Robert C Barrilli,John Featherman,All
William E Donnelly,6,21,21,12,4,6,2,4,0,All
Thomas Jay Ellis,,1,13,8,3,4,3,1,0,All
Michael J Mcmonagle,,,2,5,4,4,2,1,0,All
Michael Anthony Salvi,,,,2,4,1,1,4,0,All
Steven J Gilber,,,,,1,2,4,1,0,All
Edward T Boyd,,,,,,0,3,2,0,All
Brandon Yates,,,,,,,1,1,0,All
Robert C Barrilli,,,,,,,,0,0,All
John Featherman,,,,,,,,,25,All
Total,44,30,29,20,13,11,9,7,25,All
,Delegate To The Republican National Convention 13th District,,,,,,,,Representative In Congress 1st District - Republican,1
,William E Donnelly,Michael Anthony Salvi,Michael J Mcmonagle,Thomas Jay Ellis,Brandon Yates,Robert C Barrilli,Steven J Gilber,Edward T Boyd,John Featherman,1
William E Donnelly,3,2,2,2,0,1,0,0,0,1
Michael Anthony Salvi,,0,0,1,1,1,1,0,0,1
Michael J Mcmonagle,,,0,1,0,0,0,0,0,1
Thomas Jay Ellis,,,,0,0,0,0,0,0,1
Brandon Yates,,,,,0,0,1,0,0,1
Robert C Barrilli,,,,,,0,0,0,0,1
Steven J Gilber,,,,,,,0,0,0,1
Edward T Boyd,,,,,,,,0,0,1
John Featherman,,,,,,,,,0,1
Total,7,3,2,2,1,1,1,0,0,1
,Delegate To The Republican National Convention 13th District,,,,,,,,Representative In Congress 1st District - Republican,2
,Edward T Boyd,Michael J Mcmonagle,Thomas Jay Ellis,Brandon Yates,Michael Anthony Salvi,Robert C Barrilli,Steven J Gilber,William E Donnelly,John Featherman,2
Edward T Boyd,0,1,1,0,0,0,0,0,0,2
Michael J Mcmonagle,,0,1,0,0,0,0,0,0,2
Thomas Jay Ellis,,,0,0,0,0,0,0,0,2
Brandon Yates,,,,0,0,0,0,0,0,2
Michael Anthony Salvi,,,,,0,0,0,0,0,2
Robert C Barrilli,,,,,,0,0,0,0,2
Steven J Gilber,,,,,,,0,0,0,2
William E Donnelly,,,,,,,,0,0,2
John Featherman,,,,,,,,,0,2
Total,1,1,1,0,0,0,0,0,0,2
,Delegate To The Republican National Convention 13th District,,,,,,,,Representative In Congress 1st District - Republican,4
,Thomas Jay Ellis,Brandon Yates,Michael Anthony Salvi,Michael J Mcmonagle,Steven J Gilber,Edward T Boyd,Robert C Barrilli,William E Donnelly,John Featherman,4
Thomas Jay Ellis,0,1,1,1,1,0,0,0,0,4
Brandon Yates,,0,0,0,1,0,0,0,0,4
Michael Anthony Salvi,,,0,1,0,0,0,0,0,4
Michael J Mcmonagle,,,,0,0,0,0,0,0,4
Steven J Gilber,,,,,0,0,0,0,0,4
Edward T Boyd,,,,,,0,0,0,0,4
Robert C Barrilli,,,,,,,0,0,0,4
William E Donnelly,,,,,,,,0,0,4
John Featherman,,,,,,,,,0,4
Total,2,1,1,1,1,0,0,0,0,4
