col_1,col_2,col_3,division
,Representative In The General Assembly 181st District - Democrat,Representative In Congress 2nd District - Democrat,All
,W Curtis Thomas,Chaka Fattah,All
W Curtis Thomas,53,"1,115",All
Chaka Fattah,,50,All
Total,"1,168","1,165",All
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 181st District - Democrat,1
,Chaka Fattah,W Curtis Thomas,1
Chaka Fattah,3,41,1
W Curtis Thomas,,1,1
Total,44,42,1
,Representative In The General Assembly 181st District - Democrat,Representative In Congress 2nd District - Democrat,2
,W Curtis Thomas,Chaka Fattah,2
W Curtis Thomas,6,52,2
Chaka Fattah,,5,2
Total,58,57,2
,Representative In The General Assembly 181st District - Democrat,Representative In Congress 2nd District - Democrat,3
,W Curtis Thomas,Chaka Fattah,3
W Curtis Thomas,3,58,3
Chaka Fattah,,1,3
Total,61,59,3
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 181st District - Democrat,4
,Chaka Fattah,W Curtis Thomas,4
Chaka Fattah,1,34,4
W Curtis Thomas,,1,4
Total,35,35,4
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 181st District - Democrat,5
,Chaka Fattah,W Curtis Thomas,5
Chaka Fattah,2,83,5
W Curtis Thomas,,0,5
Total,85,83,5
,Representative In The General Assembly 181st District - Democrat,Representative In Congress 2nd District - Democrat,6
,W Curtis Thomas,Chaka Fattah,6
W Curtis Thomas,2,43,6
Chaka Fattah,,1,6
Total,45,44,6
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 181st District - Democrat,7
,Chaka Fattah,W Curtis Thomas,7
Chaka Fattah,3,70,7
W Curtis Thomas,,0,7
Total,73,70,7
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 181st District - Democrat,8
,Chaka Fattah,W Curtis Thomas,8
Chaka Fattah,6,74,8
W Curtis Thomas,,0,8
Total,80,74,8
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 181st District - Democrat,9
,Chaka Fattah,W Curtis Thomas,9
Chaka Fattah,4,70,9
W Curtis Thomas,,3,9
Total,74,73,9
,Representative In The General Assembly 181st District - Democrat,Representative In Congress 2nd District - Democrat,10
,W Curtis Thomas,Chaka Fattah,10
W Curtis Thomas,5,97,10
Chaka Fattah,,2,10
Total,102,99,10
,Representative In The General Assembly 181st District - Democrat,Representative In Congress 2nd District - Democrat,11
,W Curtis Thomas,Chaka Fattah,11
W Curtis Thomas,8,85,11
Chaka Fattah,,4,11
Total,93,89,11
,Representative In The General Assembly 181st District - Democrat,Representative In Congress 2nd District - Democrat,12
,W Curtis Thomas,Chaka Fattah,12
W Curtis Thomas,3,82,12
Chaka Fattah,,1,12
Total,85,83,12
,Representative In The General Assembly 181st District - Democrat,Representative In Congress 2nd District - Democrat,13
,W Curtis Thomas,Chaka Fattah,13
W Curtis Thomas,6,61,13
Chaka Fattah,,2,13
Total,67,63,13
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 181st District - Democrat,14
,Chaka Fattah,W Curtis Thomas,14
Chaka Fattah,9,120,14
W Curtis Thomas,,4,14
Total,129,124,14
,Representative In The General Assembly 181st District - Democrat,Representative In Congress 2nd District - Democrat,15
,W Curtis Thomas,Chaka Fattah,15
W Curtis Thomas,4,41,15
Chaka Fattah,,1,15
Total,45,42,15
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 181st District - Democrat,16
,Chaka Fattah,W Curtis Thomas,16
Chaka Fattah,2,26,16
W Curtis Thomas,,1,16
Total,28,27,16
,Representative In The General Assembly 181st District - Democrat,Representative In Congress 2nd District - Democrat,21
,W Curtis Thomas,Chaka Fattah,21
W Curtis Thomas,6,78,21
Chaka Fattah,,3,21
Total,84,81,21
