col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,division
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Representative In The General Assembly 202nd District - Democrat,,All
,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Mark Alan Aronchick,Jacquelyn Manns Smalley,Vincent J Hughes,Michelle W Singer,Stephen A Cozen,Jerome W Mondesire,Joseph C Meade,Andrew P Toy,Jerry T Jordan,Heather Steinmiller,Raye E Johnson,William S Leopold,Eleanor M Dezzi,Nancy Astor Fox,Mark B Cohen,Numa F St Louis,All
Kenyatta J Johnson,0,488,473,435,427,312,289,293,289,286,285,283,279,280,272,271,267,289,301,All
Blondell Reynolds Brown,,1,455,425,418,310,285,285,285,286,286,278,273,279,272,270,263,251,266,All
Cindy Bass,,,0,424,424,297,285,283,286,284,279,277,275,278,276,268,265,232,259,All
Mark Alan Aronchick,,,,0,400,275,260,270,261,269,272,260,258,262,263,258,251,214,238,All
Jacquelyn Manns Smalley,,,,,0,277,259,268,262,265,265,257,259,257,260,255,250,207,227,All
Vincent J Hughes,,,,,,0,281,287,287,284,284,273,275,279,271,269,263,168,157,All
Michelle W Singer,,,,,,,0,265,265,266,265,267,269,266,268,260,267,155,149,All
Stephen A Cozen,,,,,,,,1,276,281,282,268,269,273,268,265,262,154,148,All
Jerome W Mondesire,,,,,,,,,0,278,271,270,266,271,261,262,253,151,150,All
Joseph C Meade,,,,,,,,,,0,278,272,270,272,270,263,257,149,148,All
Andrew P Toy,,,,,,,,,,,0,267,269,269,272,267,255,152,144,All
Jerry T Jordan,,,,,,,,,,,,0,269,269,272,261,253,144,150,All
Heather Steinmiller,,,,,,,,,,,,,0,269,273,267,256,144,146,All
Raye E Johnson,,,,,,,,,,,,,,0,267,266,255,146,144,All
William S Leopold,,,,,,,,,,,,,,,0,264,258,141,145,All
Eleanor M Dezzi,,,,,,,,,,,,,,,,0,254,140,139,All
Nancy Astor Fox,,,,,,,,,,,,,,,,,0,136,139,All
Mark B Cohen,,,,,,,,,,,,,,,,,,126,0,All
Numa F St Louis,,,,,,,,,,,,,,,,,,,115,All
Total,594,523,496,454,438,329,307,306,305,300,299,298,294,293,289,282,278,455,449,All
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Representative In The General Assembly 202nd District - Democrat,,2
,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Mark Alan Aronchick,Jacquelyn Manns Smalley,Vincent J Hughes,Jerry T Jordan,Michelle W Singer,Heather Steinmiller,Stephen A Cozen,Andrew P Toy,Jerome W Mondesire,Raye E Johnson,William S Leopold,Joseph C Meade,Eleanor M Dezzi,Nancy Astor Fox,Numa F St Louis,Mark B Cohen,2
Kenyatta J Johnson,0,125,116,111,104,69,63,62,62,64,59,60,59,59,57,58,58,83,70,2
Blondell Reynolds Brown,,0,111,108,102,66,63,60,61,60,60,60,58,58,58,58,56,72,60,2
Cindy Bass,,,0,104,102,64,62,58,59,59,57,60,58,57,58,57,55,62,57,2
Mark Alan Aronchick,,,,0,98,61,60,55,56,58,57,58,56,56,54,55,54,63,51,2
Jacquelyn Manns Smalley,,,,,0,59,56,51,53,55,53,56,53,52,52,55,52,57,47,2
Vincent J Hughes,,,,,,0,61,58,60,61,58,60,58,57,56,58,57,36,32,2
Jerry T Jordan,,,,,,,0,59,61,58,58,59,57,60,57,57,56,34,31,2
Michelle W Singer,,,,,,,,0,59,55,53,55,55,56,53,53,56,33,32,2
Heather Steinmiller,,,,,,,,,0,58,55,57,56,57,55,54,54,36,27,2
Stephen A Cozen,,,,,,,,,,0,56,57,56,55,55,53,55,34,29,2
Andrew P Toy,,,,,,,,,,,0,56,54,54,54,54,51,33,27,2
Jerome W Mondesire,,,,,,,,,,,,0,56,55,57,56,54,33,27,2
Raye E Johnson,,,,,,,,,,,,,0,55,53,54,53,33,27,2
William S Leopold,,,,,,,,,,,,,,0,54,54,55,34,26,2
Joseph C Meade,,,,,,,,,,,,,,,0,52,51,33,25,2
Eleanor M Dezzi,,,,,,,,,,,,,,,,0,53,32,26,2
Nancy Astor Fox,,,,,,,,,,,,,,,,,0,30,28,2
Numa F St Louis,,,,,,,,,,,,,,,,,,14,0,2
Mark B Cohen,,,,,,,,,,,,,,,,,,,19,2
Total,154,133,120,115,105,69,66,65,64,64,61,61,60,60,59,58,58,104,94,2
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Representative In The General Assembly 202nd District - Democrat,,7
,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Jacquelyn Manns Smalley,Mark Alan Aronchick,Stephen A Cozen,Vincent J Hughes,Andrew P Toy,Joseph C Meade,Jerome W Mondesire,Jerry T Jordan,Raye E Johnson,Eleanor M Dezzi,Heather Steinmiller,Michelle W Singer,William S Leopold,Nancy Astor Fox,Numa F St Louis,Mark B Cohen,7
Kenyatta J Johnson,0,82,81,75,69,53,49,49,48,47,45,46,45,45,45,44,41,52,50,7
Blondell Reynolds Brown,,1,75,71,68,52,49,50,50,47,46,46,45,44,44,45,41,48,38,7
Cindy Bass,,,0,74,70,50,47,48,47,47,46,46,44,44,44,46,40,47,37,7
Jacquelyn Manns Smalley,,,,0,67,48,49,48,48,45,45,45,43,45,44,46,41,42,35,7
