col_1,col_2,col_3,division
,President Of The United States - Democrat,Representative In Congress 13th District - Democrat,All
,Barack Obama,Allyson Y Schwartz,All
Barack Obama,13,81,All
Allyson Y Schwartz,,4,All
Total,94,85,All
,President Of The United States - Democrat,Representative In Congress 13th District - Democrat,10
,Barack Obama,Allyson Y Schwartz,10
Barack Obama,6,43,10
Allyson Y Schwartz,,1,10
Total,49,44,10
,President Of The United States - Democrat,Representative In Congress 13th District - Democrat,20
,Barack Obama,Allyson Y Schwartz,20
Barack Obama,7,38,20
Allyson Y Schwartz,,3,20
Total,45,41,20
