col_1,col_2,col_3,division
,Representative In Congress 13th District - Republican,Representative In The General Assembly 172nd District - Republican,All
,Joseph James Rooney,Al Taubenberger,All
Joseph James Rooney,22,164,All
Al Taubenberger,,17,All
Total,186,181,All
,Representative In Congress 13th District - Republican,Representative In The General Assembly 172nd District - Republican,2
,Joseph James Rooney,Al Taubenberger,2
Joseph James Rooney,7,32,2
Al Taubenberger,,3,2
Total,39,35,2
,Representative In Congress 13th District - Republican,Representative In The General Assembly 172nd District - Republican,3
,Joseph James Rooney,Al Taubenberger,3
Joseph James Rooney,7,27,3
Al Taubenberger,,3,3
Total,34,30,3
,Representative In The General Assembly 172nd District - Republican,Representative In Congress 13th District - Republican,11
,Al Taubenberger,Joseph James Rooney,11
Al Taubenberger,4,39,11
Joseph James Rooney,,1,11
Total,43,40,11
,Representative In The General Assembly 172nd District - Republican,Representative In Congress 13th District - Republican,13
,Al Taubenberger,Joseph James Rooney,13
Al Taubenberger,5,55,13
Joseph James Rooney,,3,13
Total,60,58,13
,Representative In Congress 13th District - Republican,Representative In The General Assembly 172nd District - Republican,15
,Joseph James Rooney,Al Taubenberger,15
Joseph James Rooney,4,11,15
Al Taubenberger,,2,15
Total,15,13,15
