col_1,col_2,col_3,division
,President Of The United States - Democrat,Senator In The General Assembly 3rd District - Democrat,All
,Barack Obama,Shirley M Kitchen,All
Barack Obama,243,"1,313",All
Shirley M Kitchen,,25,All
Total,"1,556","1,338",All
,President Of The United States - Democrat,Senator In The General Assembly 3rd District - Democrat,1
,Barack Obama,Shirley M Kitchen,1
Barack Obama,3,42,1
Shirley M Kitchen,,1,1
Total,45,43,1
,President Of The United States - Democrat,Senator In The General Assembly 3rd District - Democrat,2
,Barack Obama,Shirley M Kitchen,2
Barack Obama,6,60,2
Shirley M Kitchen,,0,2
Total,66,60,2
,President Of The United States - Democrat,Senator In The General Assembly 3rd District - Democrat,3
,Barack Obama,Shirley M Kitchen,3
Barack Obama,22,108,3
Shirley M Kitchen,,0,3
Total,130,108,3
,President Of The United States - Democrat,Senator In The General Assembly 3rd District - Democrat,4
,Barack Obama,Shirley M Kitchen,4
Barack Obama,7,70,4
Shirley M Kitchen,,0,4
Total,77,70,4
,President Of The United States - Democrat,Senator In The General Assembly 3rd District - Democrat,5
,Barack Obama,Shirley M Kitchen,5
Barack Obama,14,44,5
Shirley M Kitchen,,0,5
Total,58,44,5
,President Of The United States - Democrat,Senator In The General Assembly 3rd District - Democrat,6
,Barack Obama,Shirley M Kitchen,6
Barack Obama,8,52,6
Shirley M Kitchen,,0,6
Total,60,52,6
,President Of The United States - Democrat,Senator In The General Assembly 3rd District - Democrat,7
,Barack Obama,Shirley M Kitchen,7
Barack Obama,15,68,7
Shirley M Kitchen,,0,7
Total,83,68,7
,President Of The United States - Democrat,Senator In The General Assembly 3rd District - Democrat,8
,Barack Obama,Shirley M Kitchen,8
Barack Obama,11,50,8
Shirley M Kitchen,,1,8
Total,61,51,8
,President Of The United States - Democrat,Senator In The General Assembly 3rd District - Democrat,9
,Barack Obama,Shirley M Kitchen,9
Barack Obama,10,62,9
Shirley M Kitchen,,0,9
Total,72,62,9
,President Of The United States - Democrat,Senator In The General Assembly 3rd District - Democrat,11
,Barack Obama,Shirley M Kitchen,11
Barack Obama,18,72,11
Shirley M Kitchen,,2,11
Total,90,74,11
,President Of The United States - Democrat,Senator In The General Assembly 3rd District - Democrat,12
,Barack Obama,Shirley M Kitchen,12
Barack Obama,23,107,12
Shirley M Kitchen,,3,12
Total,130,110,12
,President Of The United States - Democrat,Senator In The General Assembly 3rd District - Democrat,13
,Barack Obama,Shirley M Kitchen,13
Barack Obama,32,118,13
Shirley M Kitchen,,5,13
Total,150,123,13
,President Of The United States - Democrat,Senator In The General Assembly 3rd District - Democrat,14
,Barack Obama,Shirley M Kitchen,14
Barack Obama,24,45,14
Shirley M Kitchen,,1,14
Total,69,46,14
,President Of The United States - Democrat,Senator In The General Assembly 3rd District - Democrat,15
,Barack Obama,Shirley M Kitchen,15
Barack Obama,15,86,15
Shirley M Kitchen,,6,15
Total,101,92,15
,President Of The United States - Democrat,Senator In The General Assembly 3rd District - Democrat,16
,Barack Obama,Shirley M Kitchen,16
Barack Obama,13,121,16
Shirley M Kitchen,,4,16
Total,134,125,16
,President Of The United States - Democrat,Senator In The General Assembly 3rd District - Democrat,17
,Barack Obama,Shirley M Kitchen,17
Barack Obama,12,80,17
Shirley M Kitchen,,1,17
Total,92,81,17
,President Of The United States - Democrat,Senator In The General Assembly 3rd District - Democrat,18
,Barack Obama,Shirley M Kitchen,18
Barack Obama,10,128,18
Shirley M Kitchen,,1,18
Total,138,129,18
