col_1,col_2,col_3,col_4,division
,State Treasurer - Democrat,United States Senator - Democrat,,All
,Robert M Mccord,Bob Casey Jr,Joseph John Vodvarka,All
Robert M Mccord,11,333,106,All
Bob Casey Jr,,112,0,All
Joseph John Vodvarka,,,25,All
Total,450,445,131,All
,United States Senator - Democrat,,State Treasurer - Democrat,1
,Bob Casey Jr,Joseph John Vodvarka,Robert M Mccord,1
Bob Casey Jr,6,0,16,1
Joseph John Vodvarka,,1,3,1
Robert M Mccord,,,0,1
Total,22,4,19,1
,State Treasurer - Democrat,United States Senator - Democrat,,2
,Robert M Mccord,Bob Casey Jr,Joseph John Vodvarka,2
Robert M Mccord,1,7,2,2
Bob Casey Jr,,1,0,2
Joseph John Vodvarka,,,2,2
Total,10,8,4,2
,United States Senator - Democrat,,State Treasurer - Democrat,3
,Bob Casey Jr,Joseph John Vodvarka,Robert M Mccord,3
Bob Casey Jr,8,0,27,3
Joseph John Vodvarka,,1,3,3
Robert M Mccord,,,0,3
Total,35,4,30,3
,State Treasurer - Democrat,United States Senator - Democrat,,4
,Robert M Mccord,Bob Casey Jr,Joseph John Vodvarka,4
Robert M Mccord,0,19,5,4
Bob Casey Jr,,4,0,4
Joseph John Vodvarka,,,0,4
Total,24,23,5,4
,United States Senator - Democrat,,State Treasurer - Democrat,5
,Bob Casey Jr,Joseph John Vodvarka,Robert M Mccord,5
Bob Casey Jr,5,0,16,5
Joseph John Vodvarka,,0,3,5
Robert M Mccord,,,0,5
Total,21,3,19,5
,United States Senator - Democrat,,State Treasurer - Democrat,6
,Bob Casey Jr,Joseph John Vodvarka,Robert M Mccord,6
Bob Casey Jr,10,0,9,6
Joseph John Vodvarka,,2,2,6
Robert M Mccord,,,1,6
Total,19,4,12,6
,United States Senator - Democrat,,State Treasurer - Democrat,7
,Bob Casey Jr,Joseph John Vodvarka,Robert M Mccord,7
Bob Casey Jr,5,0,14,7
Joseph John Vodvarka,,1,3,7
Robert M Mccord,,,0,7
Total,19,4,17,7
,United States Senator - Democrat,,State Treasurer - Democrat,8
,Bob Casey Jr,Joseph John Vodvarka,Robert M Mccord,8
Bob Casey Jr,11,0,38,8
Joseph John Vodvarka,,0,4,8
Robert M Mccord,,,2,8
Total,49,4,44,8
,State Treasurer - Democrat,United States Senator - Democrat,,9
,Robert M Mccord,Bob Casey Jr,Joseph John Vodvarka,9
Robert M Mccord,1,12,5,9
Bob Casey Jr,,1,0,9
Joseph John Vodvarka,,,2,9
Total,18,13,7,9
,United States Senator - Democrat,,State Treasurer - Democrat,10
,Bob Casey Jr,Joseph John Vodvarka,Robert M Mccord,10
Bob Casey Jr,3,0,7,10
Joseph John Vodvarka,,0,3,10
Robert M Mccord,,,0,10
Total,10,3,10,10
,United States Senator - Democrat,,State Treasurer - Democrat,11
,Bob Casey Jr,Joseph John Vodvarka,Robert M Mccord,11
Bob Casey Jr,5,0,13,11
Joseph John Vodvarka,,2,5,11
Robert M Mccord,,,0,11
Total,18,7,18,11
,United States Senator - Democrat,,State Treasurer - Democrat,12
,Bob Casey Jr,Joseph John Vodvarka,Robert M Mccord,12
Bob Casey Jr,5,0,18,12
Joseph John Vodvarka,,1,1,12
Robert M Mccord,,,2,12
Total,23,2,21,12
,State Treasurer - Democrat,United States Senator - Democrat,,13
,Robert M Mccord,Bob Casey Jr,Joseph John Vodvarka,13
Robert M Mccord,1,15,11,13
Bob Casey Jr,,3,0,13
Joseph John Vodvarka,,,0,13
Total,27,18,11,13
,State Treasurer - Democrat,United States Senator - Democrat,,14
,Robert M Mccord,Bob Casey Jr,Joseph John Vodvarka,14
Robert M Mccord,1,7,3,14
Bob Casey Jr,,1,0,14
Joseph John Vodvarka,,,0,14
Total,11,8,3,14
,State Treasurer - Democrat,United States Senator - Democrat,,15
,Robert M Mccord,Bob Casey Jr,Joseph John Vodvarka,15
Robert M Mccord,1,6,3,15
Bob Casey Jr,,3,0,15
Joseph John Vodvarka,,,0,15
Total,10,9,3,15
,State Treasurer - Democrat,United States Senator - Democrat,,16
,Robert M Mccord,Bob Casey Jr,Joseph John Vodvarka,16
Robert M Mccord,0,17,10,16
Bob Casey Jr,,4,0,16
Joseph John Vodvarka,,,2,16
Total,27,21,12,16
,State Treasurer - Democrat,United States Senator - Democrat,,17
,Robert M Mccord,Bob Casey Jr,Joseph John Vodvarka,17
Robert M Mccord,0,14,6,17
Bob Casey Jr,,1,0,17
Joseph John Vodvarka,,,1,17
Total,20,15,7,17
,State Treasurer - Democrat,United States Senator - Democrat,,18
,Robert M Mccord,Bob Casey Jr,Joseph John Vodvarka,18
Robert M Mccord,0,12,8,18
Bob Casey Jr,,2,0,18
Joseph John Vodvarka,,,0,18
Total,20,14,8,18
,United States Senator - Democrat,,State Treasurer - Democrat,19
,Bob Casey Jr,Joseph John Vodvarka,Robert M Mccord,19
Bob Casey Jr,12,0,17,19
Joseph John Vodvarka,,3,4,19
Robert M Mccord,,,0,19
Total,29,7,21,19
,State Treasurer - Democrat,United States Senator - Democrat,,20
,Robert M Mccord,Bob Casey Jr,Joseph John Vodvarka,20
Robert M Mccord,0,8,7,20
Bob Casey Jr,,3,0,20
Joseph John Vodvarka,,,2,20
Total,15,11,9,20
,United States Senator - Democrat,,State Treasurer - Democrat,21
,Bob Casey Jr,Joseph John Vodvarka,Robert M Mccord,21
Bob Casey Jr,2,0,6,21
Joseph John Vodvarka,,1,1,21
Robert M Mccord,,,0,21
Total,8,2,7,21
,United States Senator - Democrat,,State Treasurer - Democrat,22
,Bob Casey Jr,Joseph John Vodvarka,Robert M Mccord,22
Bob Casey Jr,8,0,15,22
Joseph John Vodvarka,,1,5,22
Robert M Mccord,,,0,22
Total,23,6,20,22
,State Treasurer - Democrat,United States Senator - Democrat,,23
,Robert M Mccord,Bob Casey Jr,Joseph John Vodvarka,23
Robert M Mccord,0,9,6,23
Bob Casey Jr,,2,0,23
