col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,President Of The United States - Republican,,,,Delegate To The Republican National Convention 1st District,,,,,,All
,Mitt Romney,Ron Paul,Rick Santorum,Newt Gingrich,Christopher M Vogler,Marion S Taxin,Tom Boggia,Michael W Untermeyer,Frederick W Anton,Dale Kerns,All
Mitt Romney,649,0,0,0,"1,943","1,566","1,370",725,738,435,All
Ron Paul,,242,0,0,324,254,335,274,177,283,All
Rick Santorum,,,151,0,284,198,219,245,150,170,All
Newt Gingrich,,,,138,300,261,259,115,68,76,All
Christopher M Vogler,,,,,62,"1,498","1,085",587,673,339,All
Marion S Taxin,,,,,,25,980,325,648,178,All
Tom Boggia,,,,,,,11,444,226,366,All
Michael W Untermeyer,,,,,,,,11,328,469,All
Frederick W Anton,,,,,,,,,4,254,All
Dale Kerns,,,,,,,,,,1,All
Total,"3,886","1,011",725,662,"2,953","2,340","2,218","1,384","1,159",977,All
