col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,division
,Representative In Congress 2nd District - Democrat,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,All
,Chaka Fattah,Kenyatta J Johnson,Cindy Bass,Blondell Reynolds Brown,Jacquelyn Manns Smalley,Mark Alan Aronchick,Vincent J Hughes,Andrew P Toy,Stephen A Cozen,Jerome W Mondesire,Raye E Johnson,Michelle W Singer,Joseph C Meade,Nancy Astor Fox,Jerry T Jordan,Eleanor M Dezzi,Heather Steinmiller,William S Leopold,All
Chaka Fattah,640,"1,983","1,858","1,752","1,559","1,529","1,194","1,089","1,087","1,083","1,064","1,049","1,041","1,033","1,038","1,026","1,030",995,All
Kenyatta J Johnson,,19,"1,688","1,669","1,548","1,510","1,174","1,078","1,089","1,086","1,072","1,042","1,053","1,037","1,040","1,035","1,038","1,012",All
Cindy Bass,,,17,"1,635","1,526","1,480","1,152","1,073","1,075","1,058","1,037","1,040","1,026","1,011","1,019","1,014","1,020",987,All
Blondell Reynolds Brown,,,,4,"1,497","1,473","1,150","1,066","1,059","1,067","1,042","1,024","1,029","1,004","1,028","1,005","1,014",993,All
Jacquelyn Manns Smalley,,,,,1,"1,449","1,054","1,024","1,028","1,002","1,009",996,"1,001",983,980,987,"1,000",977,All
Mark Alan Aronchick,,,,,,3,"1,021","1,010","1,013",995,983,959,980,956,969,967,967,960,All
Vincent J Hughes,,,,,,,1,"1,068","1,060","1,073","1,040","1,024","1,037","1,006","1,031","1,010","1,023","1,000",All
Andrew P Toy,,,,,,,,3,"1,045","1,015","1,010",992,"1,015",985,"1,002","1,000","1,005",984,All
Stephen A Cozen,,,,,,,,,0,"1,023","1,030",984,"1,018",983,988,995,997,983,All
Jerome W Mondesire,,,,,,,,,,1,998,970,"1,013",973,991,975,981,973,All
Raye E Johnson,,,,,,,,,,,0,990,"1,002",997,"1,001","1,007","1,010","1,001",All
Michelle W Singer,,,,,,,,,,,,1,965,"1,001",970,987,996,964,All
Joseph C Meade,,,,,,,,,,,,,1,972,987,986,989,976,All
Nancy Astor Fox,,,,,,,,,,,,,,3,968,990,992,966,All
Jerry T Jordan,,,,,,,,,,,,,,,0,974,982,976,All
Eleanor M Dezzi,,,,,,,,,,,,,,,,0,"1,008",979,All
Heather Steinmiller,,,,,,,,,,,,,,,,,0,988,All
William S Leopold,,,,,,,,,,,,,,,,,,0,All
