col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,division
,Senator In The General Assembly 3rd District - Democrat,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,All
,Shirley M Kitchen,Kenyatta J Johnson,Cindy Bass,Blondell Reynolds Brown,Jacquelyn Manns Smalley,Mark Alan Aronchick,Vincent J Hughes,Andrew P Toy,Joseph C Meade,Stephen A Cozen,Jerome W Mondesire,Michelle W Singer,Jerry T Jordan,Raye E Johnson,Heather Steinmiller,Eleanor M Dezzi,William S Leopold,Nancy Astor Fox,All
Shirley M Kitchen,59,217,217,211,177,171,143,134,137,135,137,133,128,130,128,125,126,124,All
Kenyatta J Johnson,,2,208,206,180,172,145,136,140,138,137,134,134,133,130,128,130,127,All
Cindy Bass,,,0,203,179,170,144,139,141,135,138,133,133,132,133,130,129,126,All
Blondell Reynolds Brown,,,,3,175,167,146,138,139,137,138,133,131,131,130,131,129,128,All
Jacquelyn Manns Smalley,,,,,1,164,127,124,128,126,123,123,123,126,127,123,118,118,All
Mark Alan Aronchick,,,,,,1,119,122,119,122,117,115,118,116,118,116,114,112,All
Vincent J Hughes,,,,,,,0,133,134,129,133,124,130,128,127,124,127,122,All
Andrew P Toy,,,,,,,,0,130,127,126,122,124,123,124,124,123,119,All
Joseph C Meade,,,,,,,,,0,127,130,125,130,129,127,124,127,121,All
Stephen A Cozen,,,,,,,,,,0,127,120,124,126,123,123,124,119,All
Jerome W Mondesire,,,,,,,,,,,0,120,126,122,119,119,122,116,All
Michelle W Singer,,,,,,,,,,,,0,121,120,121,120,118,119,All
Jerry T Jordan,,,,,,,,,,,,,0,125,123,119,122,119,All
Raye E Johnson,,,,,,,,,,,,,,0,125,121,122,119,All
Heather Steinmiller,,,,,,,,,,,,,,,0,124,120,121,All
Eleanor M Dezzi,,,,,,,,,,,,,,,,1,119,116,All
William S Leopold,,,,,,,,,,,,,,,,,0,115,All
Nancy Astor Fox,,,,,,,,,,,,,,,,,,0,All
Total,311,231,230,224,186,181,150,144,143,142,141,139,136,135,134,133,131,129,All
,Senator In The General Assembly 3rd District - Democrat,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,17
,Shirley M Kitchen,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Jacquelyn Manns Smalley,Mark Alan Aronchick,Andrew P Toy,Joseph C Meade,Vincent J Hughes,Stephen A Cozen,Michelle W Singer,Eleanor M Dezzi,Jerome W Mondesire,William S Leopold,Jerry T Jordan,Heather Steinmiller,Nancy Astor Fox,Raye E Johnson,17
Shirley M Kitchen,26,117,115,115,96,91,74,77,77,75,73,71,73,71,69,68,69,69,17
Kenyatta J Johnson,,1,112,111,99,94,76,79,78,78,75,73,74,74,73,71,72,71,17
Blondell Reynolds Brown,,,2,109,95,90,78,79,80,78,75,75,76,73,72,70,73,72,17
Cindy Bass,,,,0,97,91,78,80,78,76,75,74,76,74,73,73,72,72,17
Jacquelyn Manns Smalley,,,,,1,89,69,71,71,70,68,70,67,66,68,70,68,68,17
Mark Alan Aronchick,,,,,,1,68,67,67,69,63,66,64,64,65,65,63,64,17
Andrew P Toy,,,,,,,0,74,74,73,68,71,71,71,68,67,67,68,17
Joseph C Meade,,,,,,,,0,75,71,70,71,73,73,73,69,70,71,17
Vincent J Hughes,,,,,,,,,0,74,69,71,72,72,72,69,69,71,17
Stephen A Cozen,,,,,,,,,,0,67,71,71,70,69,67,68,69,17
Michelle W Singer,,,,,,,,,,,0,68,66,66,66,67,70,66,17
Eleanor M Dezzi,,,,,,,,,,,,1,68,69,67,70,69,68,17
Jerome W Mondesire,,,,,,,,,,,,,0,69,70,64,65,67,17
William S Leopold,,,,,,,,,,,,,,0,68,66,66,69,17
Jerry T Jordan,,,,,,,,,,,,,,,0,67,68,69,17
Heather Steinmiller,,,,,,,,,,,,,,,,0,68,67,17
Nancy Astor Fox,,,,,,,,,,,,,,,,,0,67,17
Raye E Johnson,,,,,,,,,,,,,,,,,,0,17
Total,161,124,123,122,102,99,82,82,82,81,78,77,77,75,74,73,73,73,17
,Senator In The General Assembly 3rd District - Democrat,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,18
