col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Representative In The General Assembly 172nd District - Republican,Delegate To The Republican National Convention 1st District,,,,,,All
,Al Taubenberger,Christopher M Vogler,Marion S Taxin,Tom Boggia,Frederick W Anton,Michael W Untermeyer,Dale Kerns,All
Al Taubenberger,30,350,202,162,104,122,83,All
Christopher M Vogler,,49,200,121,119,79,50,All
Marion S Taxin,,,2,96,89,25,18,All
Tom Boggia,,,,2,10,34,26,All
Frederick W Anton,,,,,4,42,35,All
Michael W Untermeyer,,,,,,6,56,All
Dale Kerns,,,,,,,5,All
Total,499,456,253,179,160,144,106,All
,Representative In The General Assembly 172nd District - Republican,Delegate To The Republican National Convention 1st District,,,,,,6
,Al Taubenberger,Christopher M Vogler,Marion S Taxin,Tom Boggia,Frederick W Anton,Dale Kerns,Michael W Untermeyer,6
Al Taubenberger,0,27,20,15,5,3,3,6
Christopher M Vogler,,3,18,11,6,2,3,6
Marion S Taxin,,,0,13,6,0,2,6
Tom Boggia,,,,0,1,1,0,6
Frederick W Anton,,,,,0,1,0,6
Dale Kerns,,,,,,0,1,6
Michael W Untermeyer,,,,,,,0,6
Total,33,32,22,15,7,3,3,6
,Representative In The General Assembly 172nd District - Republican,Delegate To The Republican National Convention 1st District,,,,,,7
,Al Taubenberger,Christopher M Vogler,Tom Boggia,Dale Kerns,Michael W Untermeyer,Marion S Taxin,Frederick W Anton,7
Al Taubenberger,3,15,8,7,7,6,3,7
Christopher M Vogler,,0,5,5,5,4,1,7
Tom Boggia,,,1,2,1,4,0,7
Dale Kerns,,,,0,5,1,3,7
Michael W Untermeyer,,,,,0,2,3,7
Marion S Taxin,,,,,,0,1,7
Frederick W Anton,,,,,,,0,7
Total,23,15,9,8,8,6,4,7
,Representative In The General Assembly 172nd District - Republican,Delegate To The Republican National Convention 1st District,,,,,,8
,Al Taubenberger,Christopher M Vogler,Marion S Taxin,Tom Boggia,Frederick W Anton,Dale Kerns,Michael W Untermeyer,8
Al Taubenberger,2,21,10,12,4,5,4,8
Christopher M Vogler,,1,11,11,6,4,3,8
Marion S Taxin,,,0,6,4,1,1,8
Tom Boggia,,,,0,1,2,1,8
Frederick W Anton,,,,,0,2,2,8
Dale Kerns,,,,,,0,3,8
Michael W Untermeyer,,,,,,,0,8
Total,26,25,14,12,8,6,5,8
,Representative In The General Assembly 172nd District - Republican,Delegate To The Republican National Convention 1st District,,,,,,9
,Al Taubenberger,Christopher M Vogler,Michael W Untermeyer,Tom Boggia,Dale Kerns,Marion S Taxin,Frederick W Anton,9
Al Taubenberger,1,11,9,8,4,4,0,9
Christopher M Vogler,,2,5,5,3,1,0,9
Michael W Untermeyer,,,0,5,3,1,0,9
Tom Boggia,,,,0,2,2,0,9
Dale Kerns,,,,,1,0,0,9
Marion S Taxin,,,,,,0,0,9
Frederick W Anton,,,,,,,0,9
Total,19,13,9,8,5,4,0,9
,Representative In The General Assembly 172nd District - Republican,Delegate To The Republican National Convention 1st District,,,,,,11
,Al Taubenberger,Christopher M Vogler,Marion S Taxin,Tom Boggia,Michael W Untermeyer,Frederick W Anton,Dale Kerns,11
Al Taubenberger,0,20,13,13,9,7,5,11
Christopher M Vogler,,1,12,7,3,6,0,11
Marion S Taxin,,,0,6,2,4,0,11
Tom Boggia,,,,0,4,2,2,11
Michael W Untermeyer,,,,,1,2,3,11
Frederick W Anton,,,,,,0,3,11
Dale Kerns,,,,,,,0,11
Total,32,23,15,13,10,9,5,11
,Delegate To The Republican National Convention 1st District,,,,,,Representative In The General Assembly 172nd District - Republican,12
,Christopher M Vogler,Marion S Taxin,Frederick W Anton,Tom Boggia,Dale Kerns,Michael W Untermeyer,Al Taubenberger,12
Christopher M Vogler,10,27,15,12,3,5,35,12
Marion S Taxin,,0,14,11,0,1,20,12
Frederick W Anton,,,1,0,2,2,10,12
Tom Boggia,,,,0,3,2,10,12
Dale Kerns,,,,,0,6,4,12
Michael W Untermeyer,,,,,,0,6,12
Al Taubenberger,,,,,,,1,12
Total,56,29,18,16,8,8,41,12
,Representative In The General Assembly 172nd District - Republican,Delegate To The Republican National Convention 1st District,,,,,,13
,Al Taubenberger,Christopher M Vogler,Michael W Untermeyer,Dale Kerns,Frederick W Anton,Marion S Taxin,Tom Boggia,13
Al Taubenberger,4,15,8,3,4,4,3,13
Christopher M Vogler,,1,7,3,4,3,2,13
Michael W Untermeyer,,,1,3,3,1,1,13
Dale Kerns,,,,2,0,0,0,13
Frederick W Anton,,,,,0,0,0,13
Marion S Taxin,,,,,,0,2,13
Tom Boggia,,,,,,,0,13
Total,21,16,9,5,4,4,3,13
,Representative In The General Assembly 172nd District - Republican,Delegate To The Republican National Convention 1st District,,,,,,14
,Al Taubenberger,Christopher M Vogler,Marion S Taxin,Tom Boggia,Michael W Untermeyer,Dale Kerns,Frederick W Anton,14
Al Taubenberger,0,12,5,5,4,3,3,14
Christopher M Vogler,,2,3,3,2,1,2,14
Marion S Taxin,,,0,3,0,2,1,14
Tom Boggia,,,,0,3,1,1,14
Michael W Untermeyer,,,,,0,0,1,14
Dale Kerns,,,,,,0,0,14
Frederick W Anton,,,,,,,0,14
Total,17,14,6,6,4,3,3,14
,Representative In The General Assembly 172nd District - Republican,Delegate To The Republican National Convention 1st District,,,,,,15
,Al Taubenberger,Christopher M Vogler,Marion S Taxin,Michael W Untermeyer,Frederick W Anton,Tom Boggia,Dale Kerns,15
Al Taubenberger,0,18,11,9,5,6,3,15
Christopher M Vogler,,0,9,4,4,5,1,15
Marion S Taxin,,,0,3,3,4,2,15
Michael W Untermeyer,,,,0,4,1,3,15
Frederick W Anton,,,,,0,0,2,15
Tom Boggia,,,,,,0,0,15
Dale Kerns,,,,,,,0,15
Total,25,19,12,10,7,6,4,15
,Representative In The General Assembly 172nd District - Republican,Delegate To The Republican National Convention 1st District,,,,,,16
,Al Taubenberger,Christopher M Vogler,Marion S Taxin,Tom Boggia,Frederick W Anton,Michael W Untermeyer,Dale Kerns,16
Al Taubenberger,3,13,5,5,4,3,1,16
Christopher M Vogler,,2,7,4,5,1,0,16
Marion S Taxin,,,0,3,4,0,0,16
Tom Boggia,,,,0,1,1,1,16
Frederick W Anton,,,,,0,0,0,16
Michael W Untermeyer,,,,,,0,1,16
Dale Kerns,,,,,,,0,16
Total,19,17,7,6,5,3,1,16
,Representative In The General Assembly 172nd District - Republican,Delegate To The Republican National Convention 1st District,,,,,,17
,Al Taubenberger,Christopher M Vogler,Marion S Taxin,Frederick W Anton,Michael W Untermeyer,Tom Boggia,Dale Kerns,17
Al Taubenberger,1,18,13,9,6,7,5,17
Christopher M Vogler,,0,12,10,4,6,4,17
Marion S Taxin,,,0,7,1,4,2,17
Frederick W Anton,,,,0,3,0,2,17
Michael W Untermeyer,,,,,1,0,3,17
Tom Boggia,,,,,,0,2,17
Dale Kerns,,,,,,,0,17
Total,24,21,14,12,8,8,7,17
,Representative In The General Assembly 172nd District - Republican,Delegate To The Republican National Convention 1st District,,,,,,18
,Al Taubenberger,Christopher M Vogler,Marion S Taxin,Michael W Untermeyer,Tom Boggia,Dale Kerns,Frederick W Anton,18
Al Taubenberger,3,11,8,5,7,2,1,18
Christopher M Vogler,,2,4,3,3,1,1,18
Marion S Taxin,,,0,1,6,0,1,18
Michael W Untermeyer,,,,1,2,3,1,18
Tom Boggia,,,,,0,0,0,18
Dale Kerns,,,,,,1,1,18
Frederick W Anton,,,,,,,0,18
Total,21,15,9,8,7,4,2,18
,Representative In The General Assembly 172nd District - Republican,Delegate To The Republican National Convention 1st District,,,,,,19
,Al Taubenberger,Christopher M Vogler,Marion S Taxin,Tom Boggia,Michael W Untermeyer,Frederick W Anton,Dale Kerns,19
Al Taubenberger,2,19,18,13,13,10,5,19
Christopher M Vogler,,5,12,7,6,8,0,19
Marion S Taxin,,,1,6,2,6,1,19
Tom Boggia,,,,0,5,0,3,19
Michael W Untermeyer,,,,,0,4,4,19
Frederick W Anton,,,,,,1,3,19
Dale Kerns,,,,,,,0,19
Total,36,25,19,14,13,12,6,19
,Representative In The General Assembly 172nd District - Republican,Delegate To The Republican National Convention 1st District,,,,,,20
,Al Taubenberger,Christopher M Vogler,Tom Boggia,Michael W Untermeyer,Frederick W Anton,Dale Kerns,Marion S Taxin,20
Al Taubenberger,2,26,13,10,9,8,9,20
Christopher M Vogler,,2,9,8,7,5,8,20
Tom Boggia,,,0,1,1,1,5,20
Michael W Untermeyer,,,,0,5,5,2,20
Frederick W Anton,,,,,0,5,2,20
Dale Kerns,,,,,,0,0,20
Marion S Taxin,,,,,,,0,20
Total,35,28,13,11,10,9,9,20
,Representative In The General Assembly 172nd District - Republican,Delegate To The Republican National Convention 1st District,,,,,,21
,Al Taubenberger,Christopher M Vogler,Marion S Taxin,Frederick W Anton,Dale Kerns,Michael W Untermeyer,Tom Boggia,21
Al Taubenberger,2,14,12,7,6,3,2,21
Christopher M Vogler,,0,12,8,5,3,3,21
Marion S Taxin,,,0,7,3,1,2,21
Frederick W Anton,,,,1,3,2,0,21
Dale Kerns,,,,,0,2,1,21
Michael W Untermeyer,,,,,,0,0,21
Tom Boggia,,,,,,,0,21
Total,20,18,16,11,7,4,3,21
,Delegate To The Republican National Convention 1st District,,,,,,Representative In The General Assembly 172nd District - Republican,22
,Christopher M Vogler,Marion S Taxin,Frederick W Anton,Michael W Untermeyer,Tom Boggia,Dale Kerns,Al Taubenberger,22
Christopher M Vogler,1,15,11,4,3,2,13,22
Marion S Taxin,,0,9,3,4,0,9,22
Frederick W Anton,,,1,1,0,1,6,22
Michael W Untermeyer,,,,0,1,2,7,22
Tom Boggia,,,,,0,0,6,22
Dale Kerns,,,,,,1,3,22
Al Taubenberger,,,,,,,1,22
Total,22,16,14,8,6,4,21,22
,Representative In The General Assembly 172nd District - Republican,Delegate To The Republican National Convention 1st District,,,,,,23
,Al Taubenberger,Christopher M Vogler,Marion S Taxin,Tom Boggia,Dale Kerns,Frederick W Anton,Michael W Untermeyer,23
Al Taubenberger,0,7,7,4,3,2,2,23
Christopher M Vogler,,0,5,4,1,2,2,23
Marion S Taxin,,,0,3,2,2,0,23
Tom Boggia,,,,0,1,0,1,23
Dale Kerns,,,,,0,1,1,23
Frederick W Anton,,,,,,0,1,23
Michael W Untermeyer,,,,,,,0,23
Total,11,9,8,5,3,3,3,23
,Delegate To The Republican National Convention 1st District,,,,,,Representative In The General Assembly 172nd District - Republican,25
,Christopher M Vogler,Marion S Taxin,Dale Kerns,Frederick W Anton,Michael W Untermeyer,Tom Boggia,Al Taubenberger,25
Christopher M Vogler,3,9,4,4,4,3,12,25
Marion S Taxin,,0,2,3,1,2,8,25
Dale Kerns,,,0,1,2,1,5,25
Frederick W Anton,,,,0,3,1,3,25
Michael W Untermeyer,,,,,0,1,5,25
Tom Boggia,,,,,,0,3,25
Al Taubenberger,,,,,,,0,25
Total,18,11,6,6,6,4,16,25
,Representative In The General Assembly 172nd District - Republican,Delegate To The Republican National Convention 1st District,,,,,,26
,Al Taubenberger,Christopher M Vogler,Frederick W Anton,Michael W Untermeyer,Dale Kerns,Tom Boggia,Marion S Taxin,26
Al Taubenberger,1,15,5,4,4,5,4,26
Christopher M Vogler,,1,3,2,1,3,3,26
Frederick W Anton,,,0,5,5,1,2,26
Michael W Untermeyer,,,,1,5,2,0,26
Dale Kerns,,,,,0,0,1,26
Tom Boggia,,,,,,1,2,26
Marion S Taxin,,,,,,,0,26
Total,22,17,9,8,7,6,5,26
,Delegate To The Republican National Convention 1st District,,,,,,Representative In The General Assembly 172nd District - Republican,27
,Christopher M Vogler,Marion S Taxin,Tom Boggia,Frederick W Anton,Michael W Untermeyer,Dale Kerns,Al Taubenberger,27
Christopher M Vogler,1,13,9,8,3,2,14,27
