col_1,col_2,col_3,col_4,col_5,division
,State Treasurer - Democrat,Representative In The General Assembly 201st District - Democrat,,,All
,Robert M Mccord,Stephen Kinsey,Michael K Ellis,Karl K Gamble,All
Robert M Mccord,31,"1,071",551,144,All
Stephen Kinsey,,238,0,0,All
Michael K Ellis,,,200,0,All
Karl K Gamble,,,,52,All
Total,"1,797","1,309",751,196,All
,State Treasurer - Democrat,Representative In The General Assembly 201st District - Democrat,,,1
,Robert M Mccord,Michael K Ellis,Stephen Kinsey,Karl K Gamble,1
Robert M Mccord,0,36,46,8,1
Michael K Ellis,,18,0,0,1
Stephen Kinsey,,,7,0,1
Karl K Gamble,,,,8,1
Total,90,54,53,16,1
,State Treasurer - Democrat,Representative In The General Assembly 201st District - Democrat,,,2
,Robert M Mccord,Michael K Ellis,Stephen Kinsey,Karl K Gamble,2
Robert M Mccord,1,42,45,5,2
Michael K Ellis,,23,0,0,2
Stephen Kinsey,,,11,0,2
Karl K Gamble,,,,0,2
Total,93,65,56,5,2
,State Treasurer - Democrat,Representative In The General Assembly 201st District - Democrat,,,3
,Robert M Mccord,Stephen Kinsey,Michael K Ellis,Karl K Gamble,3
Robert M Mccord,3,93,30,2,3
Stephen Kinsey,,11,0,0,3
Michael K Ellis,,,5,0,3
Karl K Gamble,,,,1,3
Total,128,104,35,3,3
,State Treasurer - Democrat,Representative In The General Assembly 201st District - Democrat,,,5
,Robert M Mccord,Michael K Ellis,Stephen Kinsey,Karl K Gamble,5
Robert M Mccord,3,55,35,8,5
Michael K Ellis,,12,0,0,5
Stephen Kinsey,,,16,0,5
Karl K Gamble,,,,5,5
Total,101,67,51,13,5
,State Treasurer - Democrat,Representative In The General Assembly 201st District - Democrat,,,6
,Robert M Mccord,Stephen Kinsey,Michael K Ellis,Karl K Gamble,6
Robert M Mccord,3,68,25,20,6
Stephen Kinsey,,21,0,0,6
Michael K Ellis,,,12,0,6
Karl K Gamble,,,,2,6
Total,116,89,37,22,6
,State Treasurer - Democrat,Representative In The General Assembly 201st District - Democrat,,,7
,Robert M Mccord,Stephen Kinsey,Michael K Ellis,Karl K Gamble,7
Robert M Mccord,1,59,34,14,7
Stephen Kinsey,,19,0,0,7
Michael K Ellis,,,11,0,7
Karl K Gamble,,,,4,7
Total,108,78,45,18,7
,State Treasurer - Democrat,Representative In The General Assembly 201st District - Democrat,,,8
,Robert M Mccord,Stephen Kinsey,Michael K Ellis,Karl K Gamble,8
Robert M Mccord,4,70,36,11,8
Stephen Kinsey,,9,0,0,8
Michael K Ellis,,,15,0,8
Karl K Gamble,,,,2,8
Total,121,79,51,13,8
,State Treasurer - Democrat,Representative In The General Assembly 201st District - Democrat,,,9
,Robert M Mccord,Stephen Kinsey,Michael K Ellis,Karl K Gamble,9
Robert M Mccord,2,86,23,5,9
Stephen Kinsey,,16,0,0,9
Michael K Ellis,,,9,0,9
Karl K Gamble,,,,4,9
Total,116,102,32,9,9
,State Treasurer - Democrat,Representative In The General Assembly 201st District - Democrat,,,10
,Robert M Mccord,Stephen Kinsey,Michael K Ellis,Karl K Gamble,10
Robert M Mccord,3,126,25,5,10
Stephen Kinsey,,21,0,0,10
Michael K Ellis,,,7,0,10
Karl K Gamble,,,,1,10
Total,159,147,32,6,10
,State Treasurer - Democrat,Representative In The General Assembly 201st District - Democrat,,,15
,Robert M Mccord,Stephen Kinsey,Michael K Ellis,Karl K Gamble,15
Robert M Mccord,1,86,20,5,15
Stephen Kinsey,,9,0,0,15
Michael K Ellis,,,8,0,15
Karl K Gamble,,,,2,15
Total,112,95,28,7,15
,State Treasurer - Democrat,Representative In The General Assembly 201st District - Democrat,,,16
,Robert M Mccord,Stephen Kinsey,Michael K Ellis,Karl K Gamble,16
Robert M Mccord,0,45,25,2,16
Stephen Kinsey,,14,0,0,16
Michael K Ellis,,,5,0,16
Karl K Gamble,,,,5,16
Total,72,59,30,7,16
,State Treasurer - Democrat,Representative In The General Assembly 201st District - Democrat,,,17
,Robert M Mccord,Stephen Kinsey,Michael K Ellis,Karl K Gamble,17
Robert M Mccord,3,42,34,8,17
Stephen Kinsey,,14,0,0,17
Michael K Ellis,,,12,0,17
Karl K Gamble,,,,4,17
Total,87,56,46,12,17
,State Treasurer - Democrat,Representative In The General Assembly 201st District - Democrat,,,22
,Robert M Mccord,Stephen Kinsey,Michael K Ellis,Karl K Gamble,22
Robert M Mccord,3,41,34,14,22
Stephen Kinsey,,11,0,0,22
Michael K Ellis,,,16,0,22
Karl K Gamble,,,,2,22
Total,92,52,50,16,22
,State Treasurer - Democrat,Representative In The General Assembly 201st District - Democrat,,,23
,Robert M Mccord,Stephen Kinsey,Michael K Ellis,Karl K Gamble,23
Robert M Mccord,1,22,21,7,23
Stephen Kinsey,,3,0,0,23
Michael K Ellis,,,3,0,23
Karl K Gamble,,,,4,23
Total,51,25,24,11,23
,State Treasurer - Democrat,Representative In The General Assembly 201st District - Democrat,,,24
,Robert M Mccord,Michael K Ellis,Stephen Kinsey,Karl K Gamble,24
Robert M Mccord,0,46,46,14,24
Michael K Ellis,,23,0,0,24
Stephen Kinsey,,,10,0,24
Karl K Gamble,,,,4,24
Total,106,69,56,18,24
,State Treasurer - Democrat,Representative In The General Assembly 201st District - Democrat,,,25
,Robert M Mccord,Stephen Kinsey,Michael K Ellis,Karl K Gamble,25
Robert M Mccord,0,42,20,4,25
Stephen Kinsey,,18,0,0,25
Michael K Ellis,,,7,0,25
Karl K Gamble,,,,1,25
Total,66,60,27,5,25
,State Treasurer - Democrat,Representative In The General Assembly 201st District - Democrat,,,28
,Robert M Mccord,Stephen Kinsey,Michael K Ellis,Karl K Gamble,28
Robert M Mccord,2,62,20,4,28
Stephen Kinsey,,13,0,0,28
Michael K Ellis,,,5,0,28
Karl K Gamble,,,,0,28
Total,88,75,25,4,28
,State Treasurer - Democrat,Representative In The General Assembly 201st District - Democrat,,,29
,Robert M Mccord,Stephen Kinsey,Michael K Ellis,Karl K Gamble,29
Robert M Mccord,1,57,25,8,29
Stephen Kinsey,,15,0,0,29
Michael K Ellis,,,9,0,29
Karl K Gamble,,,,3,29
Total,91,72,34,11,29
