col_1,col_2,col_3,col_4,col_5,division
,United States Senator - Democrat,,Representative In The General Assembly 192nd District - Democrat,,All
,Bob Casey Jr,Joseph John Vodvarka,Louise Bishop,Will Mega,All
Bob Casey Jr,22,0,"1,193",409,All
Joseph John Vodvarka,,4,218,52,All
Louise Bishop,,,182,0,All
Will Mega,,,,54,All
Total,"1,624",274,"1,593",515,All
,United States Senator - Democrat,,Representative In The General Assembly 192nd District - Democrat,,5
,Bob Casey Jr,Joseph John Vodvarka,Louise Bishop,Will Mega,5
Bob Casey Jr,1,0,106,23,5
Joseph John Vodvarka,,0,10,2,5
Louise Bishop,,,6,0,5
Will Mega,,,,3,5
Total,130,12,122,28,5
,United States Senator - Democrat,,Representative In The General Assembly 192nd District - Democrat,,15
,Bob Casey Jr,Joseph John Vodvarka,Louise Bishop,Will Mega,15
Bob Casey Jr,3,0,118,48,15
Joseph John Vodvarka,,0,19,3,15
Louise Bishop,,,11,0,15
Will Mega,,,,3,15
Total,169,22,148,54,15
,Representative In The General Assembly 192nd District - Democrat,,United States Senator - Democrat,,17
,Louise Bishop,Will Mega,Bob Casey Jr,Joseph John Vodvarka,17
Louise Bishop,23,0,94,29,17
Will Mega,,5,42,6,17
Bob Casey Jr,,,2,0,17
Joseph John Vodvarka,,,,0,17
Total,146,53,138,35,17
,Representative In The General Assembly 192nd District - Democrat,,United States Senator - Democrat,,18
,Louise Bishop,Will Mega,Bob Casey Jr,Joseph John Vodvarka,18
Louise Bishop,14,0,95,16,18
Will Mega,,3,24,5,18
Bob Casey Jr,,,1,0,18
Joseph John Vodvarka,,,,0,18
Total,125,32,120,21,18
,Representative In The General Assembly 192nd District - Democrat,,United States Senator - Democrat,,19
,Louise Bishop,Will Mega,Bob Casey Jr,Joseph John Vodvarka,19
Louise Bishop,14,0,101,22,19
Will Mega,,3,30,2,19
Bob Casey Jr,,,3,0,19
Joseph John Vodvarka,,,,0,19
Total,137,35,134,24,19
,United States Senator - Democrat,,Representative In The General Assembly 192nd District - Democrat,,20
,Bob Casey Jr,Joseph John Vodvarka,Louise Bishop,Will Mega,20
Bob Casey Jr,3,0,89,27,20
Joseph John Vodvarka,,1,16,7,20
Louise Bishop,,,14,0,20
Will Mega,,,,6,20
Total,119,24,119,40,20
,United States Senator - Democrat,,Representative In The General Assembly 192nd District - Democrat,,22
,Bob Casey Jr,Joseph John Vodvarka,Louise Bishop,Will Mega,22
Bob Casey Jr,2,0,66,23,22
Joseph John Vodvarka,,0,8,3,22
Louise Bishop,,,14,0,22
Will Mega,,,,2,22
Total,91,11,88,28,22
,United States Senator - Democrat,,Representative In The General Assembly 192nd District - Democrat,,23
,Bob Casey Jr,Joseph John Vodvarka,Louise Bishop,Will Mega,23
Bob Casey Jr,1,0,104,32,23
Joseph John Vodvarka,,0,18,5,23
Louise Bishop,,,11,0,23
Will Mega,,,,5,23
Total,137,23,133,42,23
,Representative In The General Assembly 192nd District - Democrat,,United States Senator - Democrat,,24
,Louise Bishop,Will Mega,Bob Casey Jr,Joseph John Vodvarka,24
Louise Bishop,13,0,81,23,24
Will Mega,,4,31,6,24
Bob Casey Jr,,,0,0,24
Joseph John Vodvarka,,,,0,24
Total,117,41,112,29,24
,United States Senator - Democrat,,Representative In The General Assembly 192nd District - Democrat,,25
,Bob Casey Jr,Joseph John Vodvarka,Louise Bishop,Will Mega,25
Bob Casey Jr,1,0,120,53,25
Joseph John Vodvarka,,1,16,5,25
Louise Bishop,,,25,0,25
Will Mega,,,,8,25
Total,174,22,161,66,25
,United States Senator - Democrat,,Representative In The General Assembly 192nd District - Democrat,,26
,Bob Casey Jr,Joseph John Vodvarka,Louise Bishop,Will Mega,26
Bob Casey Jr,2,0,101,38,26
Joseph John Vodvarka,,1,24,3,26
Louise Bishop,,,10,0,26
Will Mega,,,,8,26
Total,141,28,135,49,26
,Representative In The General Assembly 192nd District - Democrat,,United States Senator - Democrat,,27
,Louise Bishop,Will Mega,Bob Casey Jr,Joseph John Vodvarka,27
Louise Bishop,27,0,118,17,27
Will Mega,,4,38,5,27
Bob Casey Jr,,,3,0,27
Joseph John Vodvarka,,,,1,27
Total,162,47,159,23,27
