col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Representative In The General Assembly 169th District - Republican,Delegate To The Republican National Convention 1st District,,,,,,All
,John Mccann,Christopher M Vogler,Tom Boggia,Marion S Taxin,Michael W Untermeyer,Dale Kerns,Frederick W Anton,All
John Mccann,27,52,42,25,33,21,16,All
Christopher M Vogler,,14,44,42,30,20,12,All
Tom Boggia,,,9,29,15,14,6,All
Marion S Taxin,,,,19,14,10,8,All
Michael W Untermeyer,,,,,7,23,13,All
Dale Kerns,,,,,,5,12,All
Frederick W Anton,,,,,,,2,All
Total,124,110,86,78,63,47,29,All
