col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Attorney General - Republican,United States Senator - Republican,,,,,All
,David J Freed,David Alan Christian,Tom Smith,Steven D Welch,Marc A Scaringi,Sam Rohrer,All
David J Freed,3,10,5,3,2,0,All
David Alan Christian,,0,0,0,0,0,All
Tom Smith,,,4,0,0,0,All
Steven D Welch,,,,2,0,0,All
Marc A Scaringi,,,,,0,0,All
Sam Rohrer,,,,,,0,All
Total,23,10,9,5,2,0,All
,Attorney General - Republican,United States Senator - Republican,,,,,1
,David J Freed,Tom Smith,David Alan Christian,Marc A Scaringi,Sam Rohrer,Steven D Welch,1
David J Freed,0,1,0,0,0,0,1
Tom Smith,,0,0,0,0,0,1
David Alan Christian,,,0,0,0,0,1
Marc A Scaringi,,,,0,0,0,1
Sam Rohrer,,,,,0,0,1
Steven D Welch,,,,,,0,1
Total,1,1,0,0,0,0,1
,Attorney General - Republican,United States Senator - Republican,,,,,2
,David J Freed,David Alan Christian,Marc A Scaringi,Tom Smith,Sam Rohrer,Steven D Welch,2
David J Freed,0,4,1,0,0,0,2
David Alan Christian,,0,0,0,0,0,2
Marc A Scaringi,,,0,0,0,0,2
Tom Smith,,,,1,0,0,2
Sam Rohrer,,,,,0,0,2
Steven D Welch,,,,,,0,2
Total,5,4,1,1,0,0,2
,Attorney General - Republican,United States Senator - Republican,,,,,3
,David J Freed,David Alan Christian,Marc A Scaringi,Sam Rohrer,Steven D Welch,Tom Smith,3
David J Freed,1,0,0,0,0,0,3
David Alan Christian,,0,0,0,0,0,3
Marc A Scaringi,,,0,0,0,0,3
Sam Rohrer,,,,0,0,0,3
Steven D Welch,,,,,0,0,3
Tom Smith,,,,,,0,3
Total,1,0,0,0,0,0,3
,United States Senator - Republican,,,,,Attorney General - Republican,6
,David Alan Christian,Marc A Scaringi,Sam Rohrer,Steven D Welch,Tom Smith,David J Freed,6
David Alan Christian,0,0,0,0,0,1,6
Marc A Scaringi,,0,0,0,0,0,6
Sam Rohrer,,,0,0,0,0,6
Steven D Welch,,,,0,0,0,6
Tom Smith,,,,,0,0,6
David J Freed,,,,,,0,6
Total,1,0,0,0,0,1,6
,United States Senator - Republican,,,,,Attorney General - Republican,8
,Steven D Welch,David Alan Christian,Marc A Scaringi,Sam Rohrer,Tom Smith,David J Freed,8
Steven D Welch,1,0,0,0,0,0,8
David Alan Christian,,0,0,0,0,0,8
Marc A Scaringi,,,0,0,0,0,8
Sam Rohrer,,,,0,0,0,8
Tom Smith,,,,,0,0,8
David J Freed,,,,,,0,8
Total,1,0,0,0,0,0,8
,United States Senator - Republican,,,,,Attorney General - Republican,10
,Tom Smith,David Alan Christian,Marc A Scaringi,Sam Rohrer,Steven D Welch,David J Freed,10
Tom Smith,1,0,0,0,0,0,10
David Alan Christian,,0,0,0,0,0,10
Marc A Scaringi,,,0,0,0,0,10
Sam Rohrer,,,,0,0,0,10
Steven D Welch,,,,,0,0,10
David J Freed,,,,,,0,10
Total,1,0,0,0,0,0,10
,Attorney General - Republican,United States Senator - Republican,,,,,14
,David J Freed,Steven D Welch,David Alan Christian,Marc A Scaringi,Sam Rohrer,Tom Smith,14
David J Freed,0,2,1,0,0,0,14
Steven D Welch,,0,0,0,0,0,14
David Alan Christian,,,0,0,0,0,14
Marc A Scaringi,,,,0,0,0,14
Sam Rohrer,,,,,0,0,14
Tom Smith,,,,,,0,14
Total,3,2,1,0,0,0,14
,United States Senator - Republican,,,,,Attorney General - Republican,16
,Tom Smith,David Alan Christian,Marc A Scaringi,Sam Rohrer,Steven D Welch,David J Freed,16
Tom Smith,1,0,0,0,0,0,16
David Alan Christian,,0,0,0,0,0,16
Marc A Scaringi,,,0,0,0,0,16
Sam Rohrer,,,,0,0,0,16
Steven D Welch,,,,,0,0,16
David J Freed,,,,,,0,16
Total,1,0,0,0,0,0,16
,United States Senator - Republican,,,,,Attorney General - Republican,17
,David Alan Christian,Marc A Scaringi,Sam Rohrer,Steven D Welch,Tom Smith,David J Freed,17
David Alan Christian,0,0,0,0,0,1,17
Marc A Scaringi,,0,0,0,0,0,17
Sam Rohrer,,,0,0,0,0,17
Steven D Welch,,,,0,0,0,17
Tom Smith,,,,,0,0,17
David J Freed,,,,,,0,17
Total,1,0,0,0,0,1,17
,Attorney General - Republican,United States Senator - Republican,,,,,19
,David J Freed,Tom Smith,David Alan Christian,Marc A Scaringi,Sam Rohrer,Steven D Welch,19
David J Freed,0,1,0,0,0,0,19
Tom Smith,,0,0,0,0,0,19
David Alan Christian,,,0,0,0,0,19
Marc A Scaringi,,,,0,0,0,19
Sam Rohrer,,,,,0,0,19
Steven D Welch,,,,,,0,19
Total,1,1,0,0,0,0,19
,Attorney General - Republican,United States Senator - Republican,,,,,22
,David J Freed,Tom Smith,David Alan Christian,Marc A Scaringi,Sam Rohrer,Steven D Welch,22
David J Freed,0,1,0,0,0,0,22
Tom Smith,,0,0,0,0,0,22
David Alan Christian,,,0,0,0,0,22
