col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Representative In The General Assembly 191st District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,All
,Ronald G Waters,Anthony Hardy Williams,Ted Kirsch,Ryan N Boyer,Mindy M Posoff,Elizabeth A Washo,Christine M Tartaglione,Kathryn Sylvia Huggins,Sekela Coles,Thaddeus Kirkland,Deborah E Landau,All
Ronald G Waters,345,961,885,845,825,817,571,552,542,535,529,All
Anthony Hardy Williams,,2,844,830,813,805,548,524,525,517,515,All
Ted Kirsch,,,3,824,821,806,521,501,509,504,497,All
Ryan N Boyer,,,,3,814,803,510,508,510,503,501,All
Mindy M Posoff,,,,,2,805,512,500,504,497,490,All
Elizabeth A Washo,,,,,,1,517,506,504,502,500,All
Christine M Tartaglione,,,,,,,0,532,540,529,523,All
Kathryn Sylvia Huggins,,,,,,,,0,528,516,522,All
Sekela Coles,,,,,,,,,0,521,522,All
Thaddeus Kirkland,,,,,,,,,,0,509,All
Deborah E Landau,,,,,,,,,,,0,All
Total,"1,470","1,001",926,881,864,855,593,573,560,555,548,All
,Representative In The General Assembly 191st District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,2
,Ronald G Waters,Anthony Hardy Williams,Elizabeth A Washo,Ryan N Boyer,Ted Kirsch,Mindy M Posoff,Christine M Tartaglione,Sekela Coles,Kathryn Sylvia Huggins,Thaddeus Kirkland,Deborah E Landau,2
Ronald G Waters,18,49,49,46,46,45,30,29,28,28,27,2
Anthony Hardy Williams,,0,46,45,45,44,26,25,26,23,25,2
Elizabeth A Washo,,,0,47,46,46,28,27,26,25,25,2
Ryan N Boyer,,,,1,46,45,27,27,25,25,25,2
Ted Kirsch,,,,,0,44,26,26,25,24,25,2
Mindy M Posoff,,,,,,0,27,26,25,25,24,2
Christine M Tartaglione,,,,,,,0,29,28,27,27,2
Sekela Coles,,,,,,,,0,27,27,27,2
Kathryn Sylvia Huggins,,,,,,,,,0,25,27,2
Thaddeus Kirkland,,,,,,,,,,0,25,2
Deborah E Landau,,,,,,,,,,,0,2
Total,75,50,50,48,47,46,30,29,28,28,27,2
,Representative In The General Assembly 191st District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,3
,Ronald G Waters,Anthony Hardy Williams,Ted Kirsch,Mindy M Posoff,Elizabeth A Washo,Ryan N Boyer,Christine M Tartaglione,Kathryn Sylvia Huggins,Sekela Coles,Deborah E Landau,Thaddeus Kirkland,3
Ronald G Waters,55,109,100,96,94,93,73,70,71,70,67,3
Anthony Hardy Williams,,0,95,94,93,92,73,68,70,68,68,3
Ted Kirsch,,,0,93,91,90,66,65,67,65,64,3
Mindy M Posoff,,,,1,94,92,66,67,68,68,64,3
Elizabeth A Washo,,,,,0,92,65,66,67,66,64,3
Ryan N Boyer,,,,,,0,64,64,65,65,64,3
Christine M Tartaglione,,,,,,,0,68,71,68,67,3
Kathryn Sylvia Huggins,,,,,,,,0,70,70,69,3
Sekela Coles,,,,,,,,,0,70,68,3
Deborah E Landau,,,,,,,,,,0,68,3
Thaddeus Kirkland,,,,,,,,,,,0,3
Total,180,112,103,99,96,95,75,73,73,72,70,3
,Representative In The General Assembly 191st District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,4
,Ronald G Waters,Anthony Hardy Williams,Ted Kirsch,Mindy M Posoff,Ryan N Boyer,Elizabeth A Washo,Christine M Tartaglione,Deborah E Landau,Thaddeus Kirkland,Sekela Coles,Kathryn Sylvia Huggins,4
Ronald G Waters,34,73,49,47,48,44,25,25,25,24,23,4
Anthony Hardy Williams,,0,51,50,49,48,25,25,25,24,23,4
Ted Kirsch,,,0,50,49,48,24,24,24,24,23,4
Mindy M Posoff,,,,0,47,48,24,24,24,24,23,4
Ryan N Boyer,,,,,0,46,23,24,23,23,23,4
Elizabeth A Washo,,,,,,0,24,24,24,24,23,4
Christine M Tartaglione,,,,,,,0,26,27,26,25,4
Deborah E Landau,,,,,,,,0,26,26,25,4
Thaddeus Kirkland,,,,,,,,,0,26,25,4
Sekela Coles,,,,,,,,,,0,25,4
Kathryn Sylvia Huggins,,,,,,,,,,,0,4
Total,116,78,54,52,52,48,27,27,27,26,25,4
,Representative In The General Assembly 191st District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,5
,Ronald G Waters,Anthony Hardy Williams,Ted Kirsch,Ryan N Boyer,Mindy M Posoff,Elizabeth A Washo,Christine M Tartaglione,Thaddeus Kirkland,Kathryn Sylvia Huggins,Sekela Coles,Deborah E Landau,5
Ronald G Waters,51,92,87,82,78,72,34,32,31,31,29,5
Anthony Hardy Williams,,0,81,79,77,74,32,30,30,30,28,5
Ted Kirsch,,,1,80,77,71,32,29,29,29,27,5
Ryan N Boyer,,,,0,78,72,30,28,29,29,27,5
Mindy M Posoff,,,,,0,72,30,28,30,29,27,5
Elizabeth A Washo,,,,,,0,29,27,29,28,26,5
Christine M Tartaglione,,,,,,,0,31,29,30,28,5
Thaddeus Kirkland,,,,,,,,0,28,29,28,5
Kathryn Sylvia Huggins,,,,,,,,,0,29,26,5
Sekela Coles,,,,,,,,,,0,28,5
Deborah E Landau,,,,,,,,,,,0,5
Total,154,96,90,85,81,75,34,32,31,31,29,5
,Representative In The General Assembly 191st District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,7
,Ronald G Waters,Anthony Hardy Williams,Ted Kirsch,Mindy M Posoff,Elizabeth A Washo,Ryan N Boyer,Kathryn Sylvia Huggins,Christine M Tartaglione,Deborah E Landau,Thaddeus Kirkland,Sekela Coles,7
Ronald G Waters,27,75,67,62,62,62,48,45,46,45,44,7
Anthony Hardy Williams,,1,61,61,58,60,48,44,45,44,44,7
Ted Kirsch,,,0,61,58,59,42,43,43,45,41,7
Mindy M Posoff,,,,0,59,61,44,45,43,44,43,7
Elizabeth A Washo,,,,,0,59,42,42,43,43,41,7
Ryan N Boyer,,,,,,0,43,43,43,43,42,7
Kathryn Sylvia Huggins,,,,,,,0,45,44,43,43,7
Christine M Tartaglione,,,,,,,,0,44,44,44,7
Deborah E Landau,,,,,,,,,0,44,44,7
Thaddeus Kirkland,,,,,,,,,,0,42,7
Sekela Coles,,,,,,,,,,,0,7
Total,114,78,70,64,63,63,50,47,47,46,45,7
,Representative In The General Assembly 191st District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,8
,Ronald G Waters,Anthony Hardy Williams,Elizabeth A Washo,Ted Kirsch,Ryan N Boyer,Mindy M Posoff,Kathryn Sylvia Huggins,Deborah E Landau,Sekela Coles,Christine M Tartaglione,Thaddeus Kirkland,8
Ronald G Waters,10,57,56,56,55,54,53,52,52,51,51,8
Anthony Hardy Williams,,0,58,58,58,57,54,55,54,55,54,8
Elizabeth A Washo,,,0,58,58,57,54,55,54,54,53,8
Ted Kirsch,,,,0,58,57,53,54,53,53,53,8
Ryan N Boyer,,,,,0,57,54,54,54,53,52,8
Mindy M Posoff,,,,,,0,52,53,52,52,51,8
Kathryn Sylvia Huggins,,,,,,,0,55,56,54,53,8
Deborah E Landau,,,,,,,,0,55,55,54,8
Sekela Coles,,,,,,,,,0,54,53,8
Christine M Tartaglione,,,,,,,,,,0,54,8
Thaddeus Kirkland,,,,,,,,,,,0,8
Total,72,61,60,60,59,58,57,56,56,55,55,8
,Representative In The General Assembly 191st District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,9
,Ronald G Waters,Anthony Hardy Williams,Ted Kirsch,Mindy M Posoff,Ryan N Boyer,Elizabeth A Washo,Christine M Tartaglione,Deborah E Landau,Sekela Coles,Kathryn Sylvia Huggins,Thaddeus Kirkland,9
Ronald G Waters,20,67,63,62,60,58,32,28,28,26,25,9
Anthony Hardy Williams,,1,61,59,58,56,30,27,27,25,23,9
Ted Kirsch,,,0,60,57,58,29,25,26,23,23,9
Mindy M Posoff,,,,0,58,56,26,22,25,23,24,9
Ryan N Boyer,,,,,0,53,24,22,24,23,22,9
Elizabeth A Washo,,,,,,0,27,24,24,23,23,9
Christine M Tartaglione,,,,,,,0,27,27,25,24,9
Deborah E Landau,,,,,,,,0,25,25,23,9
Sekela Coles,,,,,,,,,0,25,24,9
Kathryn Sylvia Huggins,,,,,,,,,,0,24,9
Thaddeus Kirkland,,,,,,,,,,,0,9
Total,97,69,64,63,61,59,32,28,28,26,25,9
,Representative In The General Assembly 191st District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,10
,Ronald G Waters,Mindy M Posoff,Ted Kirsch,Elizabeth A Washo,Anthony Hardy Williams,Ryan N Boyer,Christine M Tartaglione,Sekela Coles,Thaddeus Kirkland,Kathryn Sylvia Huggins,Deborah E Landau,10
Ronald G Waters,7,22,21,20,18,18,12,11,11,10,8,10
Mindy M Posoff,,0,20,20,17,17,11,11,11,10,9,10
Ted Kirsch,,,0,18,17,17,10,11,10,9,8,10
Elizabeth A Washo,,,,0,16,16,10,9,10,10,9,10
Anthony Hardy Williams,,,,,0,16,11,10,9,9,8,10
Ryan N Boyer,,,,,,0,9,10,10,9,8,10
Christine M Tartaglione,,,,,,,0,11,11,11,9,10
Sekela Coles,,,,,,,,0,11,10,9,10
Thaddeus Kirkland,,,,,,,,,0,11,9,10
Kathryn Sylvia Huggins,,,,,,,,,,0,9,10
Deborah E Landau,,,,,,,,,,,0,10
Total,34,23,22,21,19,19,13,12,12,11,9,10
,Representative In The General Assembly 191st District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,11
,Ronald G Waters,Anthony Hardy Williams,Ted Kirsch,Ryan N Boyer,Elizabeth A Washo,Mindy M Posoff,Kathryn Sylvia Huggins,Christine M Tartaglione,Deborah E Landau,Thaddeus Kirkland,Sekela Coles,11
Ronald G Waters,17,41,38,31,32,31,24,22,23,23,22,11
Anthony Hardy Williams,,0,36,32,32,32,23,23,23,23,22,11
Ted Kirsch,,,0,30,31,32,22,21,21,22,20,11
Ryan N Boyer,,,,2,30,30,23,22,23,21,22,11
Elizabeth A Washo,,,,,0,31,21,21,21,20,21,11
Mindy M Posoff,,,,,,0,21,21,21,20,20,11
Kathryn Sylvia Huggins,,,,,,,0,22,23,21,22,11
Christine M Tartaglione,,,,,,,,0,22,21,21,11
Deborah E Landau,,,,,,,,,0,21,22,11
Thaddeus Kirkland,,,,,,,,,,0,20,11
Sekela Coles,,,,,,,,,,,0,11
Total,62,43,39,34,33,32,24,23,23,23,22,11
,Representative In The General Assembly 191st District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,13
,Ronald G Waters,Anthony Hardy Williams,Elizabeth A Washo,Ryan N Boyer,Ted Kirsch,Mindy M Posoff,Christine M Tartaglione,Kathryn Sylvia Huggins,Sekela Coles,Thaddeus Kirkland,Deborah E Landau,13
Ronald G Waters,10,37,36,34,33,33,20,20,19,19,18,13
Anthony Hardy Williams,,0,37,36,36,35,20,18,18,19,17,13
Elizabeth A Washo,,,0,37,36,36,19,17,17,19,16,13
Ryan N Boyer,,,,0,36,36,18,16,17,18,16,13
Ted Kirsch,,,,,0,35,17,15,16,17,15,13
Mindy M Posoff,,,,,,0,17,15,16,17,15,13
Christine M Tartaglione,,,,,,,0,19,19,20,18,13
Kathryn Sylvia Huggins,,,,,,,,0,19,18,18,13
Sekela Coles,,,,,,,,,0,18,19,13
Thaddeus Kirkland,,,,,,,,,,0,17,13
Deborah E Landau,,,,,,,,,,,0,13
Total,50,40,39,37,37,36,21,20,20,20,19,13
,Representative In The General Assembly 191st District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,19
,Ronald G Waters,Ted Kirsch,Anthony Hardy Williams,Elizabeth A Washo,Mindy M Posoff,Ryan N Boyer,Christine M Tartaglione,Deborah E Landau,Kathryn Sylvia Huggins,Sekela Coles,Thaddeus Kirkland,19
Ronald G Waters,5,23,21,21,20,20,14,12,11,10,10,19
Ted Kirsch,,0,19,21,19,20,10,11,9,8,9,19
Anthony Hardy Williams,,,0,19,18,19,11,10,8,8,8,19
Elizabeth A Washo,,,,0,19,20,10,11,8,8,9,19
Mindy M Posoff,,,,,0,18,11,10,9,9,9,19
Ryan N Boyer,,,,,,0,9,10,7,7,8,19
Christine M Tartaglione,,,,,,,0,11,10,10,10,19
Deborah E Landau,,,,,,,,0,9,9,10,19
Kathryn Sylvia Huggins,,,,,,,,,0,10,9,19
Sekela Coles,,,,,,,,,,0,9,19
Thaddeus Kirkland,,,,,,,,,,,0,19
Total,32,23,21,21,20,20,14,12,11,10,10,19
,Representative In The General Assembly 191st District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,20
,Ronald G Waters,Ted Kirsch,Anthony Hardy Williams,Elizabeth A Washo,Mindy M Posoff,Ryan N Boyer,Sekela Coles,Christine M Tartaglione,Kathryn Sylvia Huggins,Thaddeus Kirkland,Deborah E Landau,20
Ronald G Waters,7,18,18,17,17,17,10,9,9,9,8,20
Ted Kirsch,,2,17,16,17,17,10,9,9,9,8,20
Anthony Hardy Williams,,,0,16,17,17,10,9,9,9,8,20
Elizabeth A Washo,,,,0,16,16,9,9,9,9,8,20
Mindy M Posoff,,,,,0,17,10,9,9,9,8,20
Ryan N Boyer,,,,,,0,10,9,9,9,8,20
Sekela Coles,,,,,,,0,9,9,9,8,20
Christine M Tartaglione,,,,,,,,0,9,9,8,20
Kathryn Sylvia Huggins,,,,,,,,,0,9,8,20
Thaddeus Kirkland,,,,,,,,,,0,8,20
Deborah E Landau,,,,,,,,,,,0,20
Total,27,20,18,17,17,17,10,9,9,9,8,20
,Representative In The General Assembly 191st District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,21
,Ronald G Waters,Mindy M Posoff,Anthony Hardy Williams,Elizabeth A Washo,Ted Kirsch,Ryan N Boyer,Christine M Tartaglione,Kathryn Sylvia Huggins,Sekela Coles,Thaddeus Kirkland,Deborah E Landau,21
Ronald G Waters,3,14,14,13,14,13,10,10,9,8,7,21
Mindy M Posoff,,0,12,13,13,12,6,6,8,7,6,21
Anthony Hardy Williams,,,0,13,13,12,7,7,7,6,6,21
Elizabeth A Washo,,,,0,12,12,6,7,7,7,6,21
Ted Kirsch,,,,,0,12,6,6,7,6,6,21
Ryan N Boyer,,,,,,0,5,6,6,6,6,21
Christine M Tartaglione,,,,,,,0,8,8,6,6,21
Kathryn Sylvia Huggins,,,,,,,,0,7,8,7,21
Sekela Coles,,,,,,,,,0,8,7,21
Thaddeus Kirkland,,,,,,,,,,0,7,21
Deborah E Landau,,,,,,,,,,,0,21
Total,23,15,14,14,14,13,10,10,10,9,7,21
,Representative In The General Assembly 191st District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,23
,Ronald G Waters,Anthony Hardy Williams,Ryan N Boyer,Ted Kirsch,Christine M Tartaglione,Mindy M Posoff,Deborah E Landau,Elizabeth A Washo,Sekela Coles,Kathryn Sylvia Huggins,Thaddeus Kirkland,23
Ronald G Waters,3,26,25,26,24,23,22,20,22,20,18,23
Anthony Hardy Williams,,0,25,28,24,24,21,23,21,20,20,23
Ryan N Boyer,,,0,25,21,24,20,23,20,22,20,23
Ted Kirsch,,,,0,23,24,20,22,21,19,19,23
Christine M Tartaglione,,,,,0,19,23,20,24,22,21,23
Mindy M Posoff,,,,,,0,18,22,18,18,18,23
Deborah E Landau,,,,,,,0,20,21,21,20,23
Elizabeth A Washo,,,,,,,,0,19,19,19,23
Sekela Coles,,,,,,,,,0,21,20,23
Kathryn Sylvia Huggins,,,,,,,,,,0,21,23
Thaddeus Kirkland,,,,,,,,,,,0,23
Total,37,30,29,29,27,26,25,24,24,23,21,23
,Representative In The General Assembly 191st District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,24
,Ronald G Waters,Anthony Hardy Williams,Ryan N Boyer,Ted Kirsch,Mindy M Posoff,Elizabeth A Washo,Christine M Tartaglione,Thaddeus Kirkland,Kathryn Sylvia Huggins,Sekela Coles,Deborah E Landau,24
Ronald G Waters,17,59,50,48,44,41,36,35,34,34,31,24
Anthony Hardy Williams,,0,48,48,45,42,34,33,34,33,31,24
Ryan N Boyer,,,0,45,46,43,31,33,33,32,32,24
Ted Kirsch,,,,0,45,43,30,31,30,31,29,24
Mindy M Posoff,,,,,0,43,31,31,30,31,29,24
Elizabeth A Washo,,,,,,0,30,30,29,30,29,24
Christine M Tartaglione,,,,,,,0,33,31,33,31,24
Thaddeus Kirkland,,,,,,,,0,31,33,31,24
Kathryn Sylvia Huggins,,,,,,,,,0,33,32,24
Sekela Coles,,,,,,,,,,0,32,24
Deborah E Landau,,,,,,,,,,,0,24
Total,88,62,53,51,48,45,39,37,36,36,33,24
,Representative In The General Assembly 191st District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,25
,Ronald G Waters,Anthony Hardy Williams,Ryan N Boyer,Ted Kirsch,Elizabeth A Washo,Mindy M Posoff,Christine M Tartaglione,Kathryn Sylvia Huggins,Deborah E Landau,Sekela Coles,Thaddeus Kirkland,25
Ronald G Waters,11,40,37,37,32,31,28,26,24,24,23,25
Anthony Hardy Williams,,0,32,32,29,29,26,23,22,24,23,25
Ryan N Boyer,,,0,34,30,31,23,22,22,23,22,25
Ted Kirsch,,,,0,30,31,25,23,23,23,22,25
Elizabeth A Washo,,,,,0,29,23,23,23,22,20,25
Mindy M Posoff,,,,,,0,21,21,21,21,20,25
Christine M Tartaglione,,,,,,,0,25,25,24,22,25
Kathryn Sylvia Huggins,,,,,,,,0,25,23,21,25
Deborah E Landau,,,,,,,,,0,23,21,25
Sekela Coles,,,,,,,,,,0,23,25
Thaddeus Kirkland,,,,,,,,,,,0,25
Total,61,40,37,37,33,31,29,27,25,25,23,25
,Representative In The General Assembly 191st District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,26
,Ronald G Waters,Ted Kirsch,Mindy M Posoff,Anthony Hardy Williams,Ryan N Boyer,Elizabeth A Washo,Kathryn Sylvia Huggins,Deborah E Landau,Sekela Coles,Thaddeus Kirkland,Christine M Tartaglione,26
Ronald G Waters,14,28,24,24,23,22,18,16,16,16,15,26
Ted Kirsch,,0,22,23,23,22,16,16,16,16,15,26
Mindy M Posoff,,,1,22,22,22,16,16,16,16,15,26
Anthony Hardy Williams,,,,0,22,22,16,16,16,16,15,26
Ryan N Boyer,,,,,0,22,16,16,16,16,15,26
Elizabeth A Washo,,,,,,0,16,16,16,16,15,26
