col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Senator In The General Assembly 5th District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,All
,Mike Stack,Ted Kirsch,Ryan N Boyer,Anthony Hardy Williams,Mindy M Posoff,Elizabeth A Washo,Christine M Tartaglione,Kathryn Sylvia Huggins,Deborah E Landau,Thaddeus Kirkland,Sekela Coles,All
Mike Stack,239,388,361,352,357,350,312,284,278,265,261,All
Ted Kirsch,,5,362,358,356,347,275,265,265,265,253,All
Ryan N Boyer,,,0,352,348,338,264,259,264,258,254,All
Anthony Hardy Williams,,,,1,341,335,264,261,259,255,250,All
Mindy M Posoff,,,,,0,345,264,267,263,258,255,All
Elizabeth A Washo,,,,,,1,260,260,265,257,249,All
Christine M Tartaglione,,,,,,,2,274,271,266,257,All
Kathryn Sylvia Huggins,,,,,,,,1,274,265,264,All
Deborah E Landau,,,,,,,,,1,269,265,All
Thaddeus Kirkland,,,,,,,,,,0,260,All
Sekela Coles,,,,,,,,,,,1,All
Total,724,417,385,378,378,369,330,303,297,284,276,All
,Senator In The General Assembly 5th District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,1
,Mike Stack,Mindy M Posoff,Ryan N Boyer,Anthony Hardy Williams,Elizabeth A Washo,Ted Kirsch,Christine M Tartaglione,Deborah E Landau,Sekela Coles,Thaddeus Kirkland,Kathryn Sylvia Huggins,1
Mike Stack,12,11,11,9,9,9,6,5,5,5,4,1
Mindy M Posoff,,0,10,9,9,9,5,5,5,5,4,1
Ryan N Boyer,,,0,9,9,9,6,5,5,5,4,1
Anthony Hardy Williams,,,,0,8,9,4,4,4,4,4,1
Elizabeth A Washo,,,,,0,8,5,5,5,5,4,1
Ted Kirsch,,,,,,0,4,4,4,4,4,1
Christine M Tartaglione,,,,,,,0,5,5,5,4,1
Deborah E Landau,,,,,,,,0,5,5,4,1
Sekela Coles,,,,,,,,,0,5,4,1
Thaddeus Kirkland,,,,,,,,,,0,4,1
Kathryn Sylvia Huggins,,,,,,,,,,,0,1
Total,24,11,11,9,9,9,6,5,5,5,4,1
,Senator In The General Assembly 5th District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,2
,Mike Stack,Anthony Hardy Williams,Ted Kirsch,Elizabeth A Washo,Mindy M Posoff,Ryan N Boyer,Christine M Tartaglione,Deborah E Landau,Kathryn Sylvia Huggins,Sekela Coles,Thaddeus Kirkland,2
Mike Stack,9,19,19,17,17,17,13,12,12,11,10,2
Anthony Hardy Williams,,0,20,18,18,18,14,13,13,12,11,2
Ted Kirsch,,,0,17,18,18,13,12,12,12,11,2
Elizabeth A Washo,,,,0,17,17,12,12,12,11,11,2
Mindy M Posoff,,,,,0,18,12,12,12,12,11,2
Ryan N Boyer,,,,,,0,12,12,12,12,11,2
Christine M Tartaglione,,,,,,,0,13,13,12,11,2
Deborah E Landau,,,,,,,,0,13,12,11,2
Kathryn Sylvia Huggins,,,,,,,,,0,12,11,2
Sekela Coles,,,,,,,,,,0,11,2
Thaddeus Kirkland,,,,,,,,,,,0,2
Total,29,21,21,18,18,18,14,13,13,12,11,2
,Senator In The General Assembly 5th District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,3
,Mike Stack,Ted Kirsch,Mindy M Posoff,Elizabeth A Washo,Ryan N Boyer,Anthony Hardy Williams,Christine M Tartaglione,Deborah E Landau,Kathryn Sylvia Huggins,Sekela Coles,Thaddeus Kirkland,3
Mike Stack,24,23,22,20,21,19,19,16,17,15,13,3
Ted Kirsch,,1,21,19,18,19,14,14,15,14,13,3
Mindy M Posoff,,,0,20,18,17,15,14,16,13,12,3
Elizabeth A Washo,,,,0,17,17,13,14,15,14,12,3
Ryan N Boyer,,,,,0,18,15,13,12,12,12,3
Anthony Hardy Williams,,,,,,0,13,12,12,12,12,3
Christine M Tartaglione,,,,,,,0,14,14,12,12,3
Deborah E Landau,,,,,,,,0,15,14,14,3
Kathryn Sylvia Huggins,,,,,,,,,0,13,12,3
Sekela Coles,,,,,,,,,,0,14,3
Thaddeus Kirkland,,,,,,,,,,,0,3
Total,56,25,23,21,21,19,19,18,18,16,14,3
,Senator In The General Assembly 5th District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,4
,Mike Stack,Ted Kirsch,Christine M Tartaglione,Elizabeth A Washo,Ryan N Boyer,Thaddeus Kirkland,Kathryn Sylvia Huggins,Mindy M Posoff,Anthony Hardy Williams,Deborah E Landau,Sekela Coles,4
Mike Stack,10,40,39,38,37,36,35,34,33,33,31,4
Ted Kirsch,,1,33,40,39,34,32,37,36,31,30,4
Christine M Tartaglione,,,0,32,31,36,35,29,29,33,32,4
Elizabeth A Washo,,,,0,37,34,33,37,36,32,30,4
Ryan N Boyer,,,,,0,31,32,36,36,30,30,4
Thaddeus Kirkland,,,,,,0,35,31,30,34,33,4
Kathryn Sylvia Huggins,,,,,,,0,30,30,34,33,4
Mindy M Posoff,,,,,,,,0,35,30,29,4
Anthony Hardy Williams,,,,,,,,,0,29,29,4
Deborah E Landau,,,,,,,,,,0,32,4
Sekela Coles,,,,,,,,,,,1,4
Total,59,44,41,41,40,38,37,37,36,35,34,4
,Senator In The General Assembly 5th District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,5
