col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Auditor General - Republican,,Delegate To The Republican National Convention 1st District,,,,,,All
,John Maher,Frank A Pinto,Christopher M Vogler,Marion S Taxin,Tom Boggia,Michael W Untermeyer,Frederick W Anton,Dale Kerns,All
John Maher,"1,085",0,"1,491","1,169",928,717,605,510,All
Frank A Pinto,,684,972,860,"1,097",503,312,302,All
Christopher M Vogler,,,236,"1,498","1,085",587,673,339,All
Marion S Taxin,,,,73,980,325,648,178,All
Tom Boggia,,,,,61,444,226,366,All
Michael W Untermeyer,,,,,,75,328,469,All
Frederick W Anton,,,,,,,21,254,All
Dale Kerns,,,,,,,,37,All
Total,"3,524","2,620","2,953","2,340","2,218","1,385","1,160",977,All
