col_1,col_2,col_3,division
,Senator In The General Assembly 3rd District - Democrat,Representative In Congress 13th District - Democrat,All
,Shirley M Kitchen,Allyson Y Schwartz,All
Shirley M Kitchen,61,655,All
Allyson Y Schwartz,,54,All
Total,716,709,All
,Representative In Congress 13th District - Democrat,Senator In The General Assembly 3rd District - Democrat,15
,Allyson Y Schwartz,Shirley M Kitchen,15
Allyson Y Schwartz,8,82,15
Shirley M Kitchen,,4,15
Total,90,86,15
,Representative In Congress 13th District - Democrat,Senator In The General Assembly 3rd District - Democrat,16
,Allyson Y Schwartz,Shirley M Kitchen,16
Allyson Y Schwartz,5,47,16
Shirley M Kitchen,,4,16
Total,52,51,16
,Representative In Congress 13th District - Democrat,Senator In The General Assembly 3rd District - Democrat,17
,Allyson Y Schwartz,Shirley M Kitchen,17
Allyson Y Schwartz,12,58,17
Shirley M Kitchen,,7,17
Total,70,65,17
,Senator In The General Assembly 3rd District - Democrat,Representative In Congress 13th District - Democrat,18
,Shirley M Kitchen,Allyson Y Schwartz,18
Shirley M Kitchen,12,99,18
Allyson Y Schwartz,,2,18
Total,111,101,18
,Representative In Congress 13th District - Democrat,Senator In The General Assembly 3rd District - Democrat,19
,Allyson Y Schwartz,Shirley M Kitchen,19
Allyson Y Schwartz,5,63,19
Shirley M Kitchen,,4,19
Total,68,67,19
,Representative In Congress 13th District - Democrat,Senator In The General Assembly 3rd District - Democrat,20
,Allyson Y Schwartz,Shirley M Kitchen,20
Allyson Y Schwartz,10,75,20
Shirley M Kitchen,,8,20
Total,85,83,20
,Representative In Congress 13th District - Democrat,Senator In The General Assembly 3rd District - Democrat,21
,Allyson Y Schwartz,Shirley M Kitchen,21
Allyson Y Schwartz,5,31,21
Shirley M Kitchen,,3,21
Total,36,34,21
,Senator In The General Assembly 3rd District - Democrat,Representative In Congress 13th District - Democrat,24
,Shirley M Kitchen,Allyson Y Schwartz,24
Shirley M Kitchen,10,117,24
Allyson Y Schwartz,,5,24
Total,127,122,24
,Senator In The General Assembly 3rd District - Democrat,Representative In Congress 13th District - Democrat,25
,Shirley M Kitchen,Allyson Y Schwartz,25
Shirley M Kitchen,9,83,25
Allyson Y Schwartz,,2,25
Total,92,85,25
