col_1,col_2,col_3,division
,Representative In Congress 13th District - Republican,Representative In The General Assembly 170th District - Republican,All
,Joseph James Rooney,George W Weiss Jr,All
Joseph James Rooney,35,93,All
George W Weiss Jr,,16,All
Total,128,109,All
,Representative In Congress 13th District - Republican,Representative In The General Assembly 170th District - Republican,2
,Joseph James Rooney,George W Weiss Jr,2
Joseph James Rooney,12,30,2
George W Weiss Jr,,2,2
Total,42,32,2
,Representative In The General Assembly 170th District - Republican,Representative In Congress 13th District - Republican,3
,George W Weiss Jr,Joseph James Rooney,3
George W Weiss Jr,2,10,3
Joseph James Rooney,,2,3
Total,12,12,3
,Representative In Congress 13th District - Republican,Representative In The General Assembly 170th District - Republican,5
,Joseph James Rooney,George W Weiss Jr,5
Joseph James Rooney,19,48,5
George W Weiss Jr,,11,5
Total,67,59,5
,Representative In Congress 13th District - Republican,Representative In The General Assembly 170th District - Republican,32
,Joseph James Rooney,George W Weiss Jr,32
Joseph James Rooney,2,5,32
George W Weiss Jr,,1,32
Total,7,6,32
