col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,division
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Representative In The General Assembly 195th District - Democrat,,,,All
,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Mark Alan Aronchick,Jacquelyn Manns Smalley,Vincent J Hughes,Andrew P Toy,Michelle W Singer,Stephen A Cozen,Jerome W Mondesire,Jerry T Jordan,Raye E Johnson,Joseph C Meade,Eleanor M Dezzi,Heather Steinmiller,Nancy Astor Fox,William S Leopold,Michelle F Brownlee,Andrew J Kleeman,Mike Jones,Takkeem L Morgan,All
Kenyatta J Johnson,2,758,758,706,708,529,474,456,459,447,449,453,445,443,437,430,435,494,260,138,16,All
Blondell Reynolds Brown,,1,700,671,664,496,464,439,442,437,442,436,434,430,425,419,425,439,233,108,15,All
Cindy Bass,,,1,692,694,485,451,434,440,428,429,432,432,428,423,417,418,396,244,115,13,All
Mark Alan Aronchick,,,,0,667,456,434,406,425,419,416,418,423,415,410,399,413,379,220,111,11,All
Jacquelyn Manns Smalley,,,,,0,461,426,416,422,406,413,418,418,414,415,405,405,371,220,108,12,All
Vincent J Hughes,,,,,,0,459,438,442,429,439,436,436,429,426,412,419,319,123,113,13,All
Andrew P Toy,,,,,,,0,426,439,429,431,429,434,429,424,411,425,279,126,78,13,All
Michelle W Singer,,,,,,,,3,410,399,424,426,410,419,419,422,409,273,114,75,11,All
Stephen A Cozen,,,,,,,,,0,421,422,429,429,416,416,407,417,262,118,81,13,All
Jerome W Mondesire,,,,,,,,,,0,414,415,427,409,408,398,412,255,109,80,11,All
Jerry T Jordan,,,,,,,,,,,0,432,420,421,423,412,425,255,113,75,13,All
Raye E Johnson,,,,,,,,,,,,0,426,430,430,420,429,257,114,73,13,All
Joseph C Meade,,,,,,,,,,,,,0,419,416,405,416,255,109,75,13,All
Eleanor M Dezzi,,,,,,,,,,,,,,0,428,415,421,254,111,70,12,All
Heather Steinmiller,,,,,,,,,,,,,,,0,414,421,248,112,72,12,All
Nancy Astor Fox,,,,,,,,,,,,,,,,1,406,245,110,72,13,All
William S Leopold,,,,,,,,,,,,,,,,,0,245,110,68,12,All
Michelle F Brownlee,,,,,,,,,,,,,,,,,,222,0,0,0,All
Andrew J Kleeman,,,,,,,,,,,,,,,,,,,79,0,0,All
Mike Jones,,,,,,,,,,,,,,,,,,,,53,0,All
