col_1,col_2,col_3,col_4,division
,Senator In The General Assembly 1st District - Democrat,Attorney General - Democrat,,All
,Lawrence M Farnese Jr,Patrick Murphy,Kathleen G Kane,All
Lawrence M Farnese Jr,21,274,145,All
Patrick Murphy,,44,0,All
Kathleen G Kane,,,36,All
Total,440,318,181,All
,Senator In The General Assembly 1st District - Democrat,Attorney General - Democrat,,1
,Lawrence M Farnese Jr,Patrick Murphy,Kathleen G Kane,1
Lawrence M Farnese Jr,3,40,18,1
Patrick Murphy,,3,0,1
Kathleen G Kane,,,3,1
Total,61,43,21,1
,Senator In The General Assembly 1st District - Democrat,Attorney General - Democrat,,2
,Lawrence M Farnese Jr,Patrick Murphy,Kathleen G Kane,2
Lawrence M Farnese Jr,1,48,21,2
Patrick Murphy,,8,0,2
Kathleen G Kane,,,6,2
Total,70,56,27,2
,Senator In The General Assembly 1st District - Democrat,Attorney General - Democrat,,4
,Lawrence M Farnese Jr,Patrick Murphy,Kathleen G Kane,4
Lawrence M Farnese Jr,2,25,13,4
Patrick Murphy,,5,0,4
Kathleen G Kane,,,0,4
Total,40,30,13,4
,Senator In The General Assembly 1st District - Democrat,Attorney General - Democrat,,5
,Lawrence M Farnese Jr,Patrick Murphy,Kathleen G Kane,5
Lawrence M Farnese Jr,1,14,12,5
Patrick Murphy,,3,0,5
Kathleen G Kane,,,2,5
Total,27,17,14,5
,Senator In The General Assembly 1st District - Democrat,Attorney General - Democrat,,6
,Lawrence M Farnese Jr,Patrick Murphy,Kathleen G Kane,6
Lawrence M Farnese Jr,2,16,11,6
Patrick Murphy,,5,0,6
Kathleen G Kane,,,5,6
Total,29,21,16,6
,Senator In The General Assembly 1st District - Democrat,Attorney General - Democrat,,7
,Lawrence M Farnese Jr,Patrick Murphy,Kathleen G Kane,7
Lawrence M Farnese Jr,1,35,18,7
Patrick Murphy,,7,0,7
Kathleen G Kane,,,5,7
Total,54,42,23,7
,Senator In The General Assembly 1st District - Democrat,Attorney General - Democrat,,10
,Lawrence M Farnese Jr,Patrick Murphy,Kathleen G Kane,10
Lawrence M Farnese Jr,8,33,28,10
Patrick Murphy,,7,0,10
Kathleen G Kane,,,4,10
Total,69,40,32,10
,Senator In The General Assembly 1st District - Democrat,Attorney General - Democrat,,11
,Lawrence M Farnese Jr,Patrick Murphy,Kathleen G Kane,11
Lawrence M Farnese Jr,0,36,10,11
Patrick Murphy,,5,0,11
Kathleen G Kane,,,5,11
Total,46,41,15,11
,Senator In The General Assembly 1st District - Democrat,Attorney General - Democrat,,12
,Lawrence M Farnese Jr,Patrick Murphy,Kathleen G Kane,12
Lawrence M Farnese Jr,3,27,14,12
Patrick Murphy,,1,0,12
Kathleen G Kane,,,6,12
Total,44,28,20,12
