col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,division
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Representative In The General Assembly 201st District - Democrat,,,All
,Kenyatta J Johnson,Cindy Bass,Blondell Reynolds Brown,Jacquelyn Manns Smalley,Mark Alan Aronchick,Vincent J Hughes,Jerome W Mondesire,Stephen A Cozen,Raye E Johnson,Andrew P Toy,Jerry T Jordan,Joseph C Meade,Michelle W Singer,Eleanor M Dezzi,Heather Steinmiller,William S Leopold,Nancy Astor Fox,Michael K Ellis,Stephen Kinsey,Karl K Gamble,All
Kenyatta J Johnson,0,845,838,741,722,619,583,565,554,549,552,549,529,526,530,520,517,503,406,54,All
Cindy Bass,,2,836,735,710,615,579,557,545,545,547,544,527,525,525,518,509,500,399,50,All
Blondell Reynolds Brown,,,1,735,721,616,583,554,549,548,549,551,525,525,523,517,507,472,373,44,All
Jacquelyn Manns Smalley,,,,0,687,546,536,530,519,523,519,523,499,504,503,502,490,388,321,40,All
Mark Alan Aronchick,,,,,1,523,511,511,499,501,497,497,473,486,487,489,475,376,317,41,All
Vincent J Hughes,,,,,,0,573,548,539,547,541,543,510,517,520,517,493,360,245,28,All
Jerome W Mondesire,,,,,,,0,540,521,535,529,530,497,506,505,506,485,337,233,29,All
Stephen A Cozen,,,,,,,,0,527,542,525,531,493,517,510,510,494,315,231,31,All
Raye E Johnson,,,,,,,,,0,518,528,523,511,518,511,514,497,313,221,28,All
Andrew P Toy,,,,,,,,,,0,520,527,492,512,509,509,486,310,221,29,All
Jerry T Jordan,,,,,,,,,,,0,522,503,509,511,517,494,310,218,29,All
Joseph C Meade,,,,,,,,,,,,0,499,507,504,510,485,308,221,27,All
Michelle W Singer,,,,,,,,,,,,,0,499,499,488,499,305,204,27,All
Eleanor M Dezzi,,,,,,,,,,,,,,1,517,507,489,297,208,28,All
Heather Steinmiller,,,,,,,,,,,,,,,0,505,494,297,207,28,All
William S Leopold,,,,,,,,,,,,,,,,0,481,293,204,28,All
Nancy Astor Fox,,,,,,,,,,,,,,,,,0,292,203,26,All
Michael K Ellis,,,,,,,,,,,,,,,,,,79,0,0,All
Stephen Kinsey,,,,,,,,,,,,,,,,,,,112,0,All
Karl K Gamble,,,,,,,,,,,,,,,,,,,,10,All
Total,985,971,913,766,756,650,610,588,574,571,568,568,547,546,543,536,530,682,604,81,All
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Representative In The General Assembly 201st District - Democrat,,,9
,Kenyatta J Johnson,Cindy Bass,Blondell Reynolds Brown,Mark Alan Aronchick,Jacquelyn Manns Smalley,Stephen A Cozen,Andrew P Toy,Jerome W Mondesire,Nancy Astor Fox,Raye E Johnson,Eleanor M Dezzi,Heather Steinmiller,Joseph C Meade,Vincent J Hughes,Jerry T Jordan,Michelle W Singer,William S Leopold,Stephen Kinsey,Michael K Ellis,Karl K Gamble,9
Kenyatta J Johnson,0,94,90,88,86,67,66,66,65,65,63,64,63,64,64,61,63,58,45,7,9
Cindy Bass,,0,90,86,83,67,64,65,61,64,64,63,64,63,63,62,63,60,38,6,9
Blondell Reynolds Brown,,,0,88,84,63,62,63,60,62,61,63,61,62,61,59,61,50,39,6,9
Mark Alan Aronchick,,,,0,82,63,61,62,60,61,59,60,61,61,61,58,61,47,36,6,9
Jacquelyn Manns Smalley,,,,,0,62,61,63,58,60,60,61,61,60,60,58,60,47,34,5,9
Stephen A Cozen,,,,,,0,65,66,64,66,65,63,65,63,64,62,64,39,28,4,9
Andrew P Toy,,,,,,,0,66,62,64,63,62,63,63,63,61,63,34,29,4,9
Jerome W Mondesire,,,,,,,,0,61,63,63,62,64,63,63,60,63,35,28,4,9
Nancy Astor Fox,,,,,,,,,0,63,62,62,60,60,61,61,59,34,29,4,9
Raye E Johnson,,,,,,,,,,0,64,63,64,62,61,61,63,35,28,4,9
Eleanor M Dezzi,,,,,,,,,,,0,64,63,61,61,63,61,34,28,4,9
Heather Steinmiller,,,,,,,,,,,,0,62,62,62,62,60,32,30,4,9
Joseph C Meade,,,,,,,,,,,,,0,62,61,60,62,34,27,4,9
Vincent J Hughes,,,,,,,,,,,,,,0,63,60,61,32,29,4,9
Jerry T Jordan,,,,,,,,,,,,,,,0,60,62,33,27,4,9
Michelle W Singer,,,,,,,,,,,,,,,,0,59,32,29,4,9
William S Leopold,,,,,,,,,,,,,,,,,0,35,25,4,9
Stephen Kinsey,,,,,,,,,,,,,,,,,,12,0,0,9
Michael K Ellis,,,,,,,,,,,,,,,,,,,2,0,9
Karl K Gamble,,,,,,,,,,,,,,,,,,,,0,9
Total,112,106,97,91,87,72,68,68,68,68,67,67,66,66,65,65,65,81,55,7,9
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Representative In The General Assembly 201st District - Democrat,,,13
,Kenyatta J Johnson,Cindy Bass,Blondell Reynolds Brown,Jacquelyn Manns Smalley,Mark Alan Aronchick,Jerome W Mondesire,Vincent J Hughes,Stephen A Cozen,Joseph C Meade,Andrew P Toy,Raye E Johnson,Eleanor M Dezzi,Heather Steinmiller,Jerry T Jordan,Michelle W Singer,William S Leopold,Nancy Astor Fox,Stephen Kinsey,Michael K Ellis,Karl K Gamble,13
Kenyatta J Johnson,0,84,88,77,69,60,61,57,56,54,52,50,50,50,45,45,44,40,52,10,13
Cindy Bass,,0,81,76,68,56,59,54,53,53,48,48,47,47,43,45,42,37,53,10,13
Blondell Reynolds Brown,,,0,77,69,57,59,54,56,54,50,50,49,48,45,45,44,35,45,9,13
Jacquelyn Manns Smalley,,,,0,68,53,54,54,52,53,48,48,47,46,41,45,42,30,36,9,13
Mark Alan Aronchick,,,,,0,47,47,48,45,46,42,43,42,40,35,41,38,28,32,8,13
Jerome W Mondesire,,,,,,0,57,54,52,53,48,49,48,48,42,45,42,25,31,5,13
Vincent J Hughes,,,,,,,0,52,53,53,48,48,47,47,43,44,42,24,32,4,13
Stephen A Cozen,,,,,,,,0,52,54,48,49,48,47,41,45,42,23,27,7,13
Joseph C Meade,,,,,,,,,0,52,49,48,47,48,44,45,43,22,29,5,13
Andrew P Toy,,,,,,,,,,0,46,50,48,47,41,45,42,21,27,7,13
Raye E Johnson,,,,,,,,,,,0,46,45,46,43,44,41,17,28,5,13
Eleanor M Dezzi,,,,,,,,,,,,0,48,45,42,45,42,18,26,5,13
Heather Steinmiller,,,,,,,,,,,,,0,45,42,44,43,17,27,4,13
Jerry T Jordan,,,,,,,,,,,,,,0,40,44,42,19,25,4,13
Michelle W Singer,,,,,,,,,,,,,,,0,39,39,13,27,4,13
William S Leopold,,,,,,,,,,,,,,,,0,41,15,25,4,13
Nancy Astor Fox,,,,,,,,,,,,,,,,,0,15,23,4,13
Stephen Kinsey,,,,,,,,,,,,,,,,,,28,0,0,13
Michael K Ellis,,,,,,,,,,,,,,,,,,,7,0,13
Karl K Gamble,,,,,,,,,,,,,,,,,,,,3,13
Total,107,104,94,79,72,63,62,59,58,57,52,51,50,50,46,46,44,77,76,18,13
,Representative In The General Assembly 201st District - Democrat,,,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,14
,Michael K Ellis,Stephen Kinsey,Karl K Gamble,Kenyatta J Johnson,Cindy Bass,Blondell Reynolds Brown,Mark Alan Aronchick,Vincent J Hughes,Jacquelyn Manns Smalley,Jerome W Mondesire,Joseph C Meade,Stephen A Cozen,Andrew P Toy,Jerry T Jordan,Raye E Johnson,Heather Steinmiller,Michelle W Singer,Eleanor M Dezzi,William S Leopold,Nancy Astor Fox,14
Michael K Ellis,20,0,0,58,61,54,38,40,36,38,35,37,34,31,32,31,31,31,31,30,14
Stephen Kinsey,,8,0,36,31,29,25,19,22,16,17,15,17,13,12,12,12,11,10,11,14
Karl K Gamble,,,1,6,4,5,4,2,3,3,3,3,3,4,3,3,2,3,3,2,14
Kenyatta J Johnson,,,,0,79,77,64,59,60,54,53,51,50,47,45,45,45,43,44,42,14
Cindy Bass,,,,,0,79,63,59,61,53,54,52,53,46,47,46,45,45,44,43,14
Blondell Reynolds Brown,,,,,,0,61,61,60,54,55,52,54,47,48,46,46,45,45,43,14
Mark Alan Aronchick,,,,,,,0,47,58,45,46,46,43,42,41,43,41,42,41,40,14
Vincent J Hughes,,,,,,,,0,45,53,51,50,51,44,46,45,45,43,44,41,14
Jacquelyn Manns Smalley,,,,,,,,,0,46,47,45,44,43,42,44,43,42,42,41,14
Jerome W Mondesire,,,,,,,,,,0,49,47,47,43,44,43,43,41,43,39,14
Joseph C Meade,,,,,,,,,,,0,49,49,46,47,45,46,44,45,42,14
Stephen A Cozen,,,,,,,,,,,,0,49,46,43,45,43,44,43,42,14
Andrew P Toy,,,,,,,,,,,,,0,44,44,45,44,43,43,42,14
Jerry T Jordan,,,,,,,,,,,,,,0,43,43,42,42,43,40,14
Raye E Johnson,,,,,,,,,,,,,,,0,44,44,44,44,40,14
Heather Steinmiller,,,,,,,,,,,,,,,,0,45,45,44,43,14
Michelle W Singer,,,,,,,,,,,,,,,,,0,43,44,42,14
Eleanor M Dezzi,,,,,,,,,,,,,,,,,,0,43,41,14
William S Leopold,,,,,,,,,,,,,,,,,,,0,40,14
