col_1,col_2,col_3,division
,Senator In The General Assembly 3rd District - Democrat,Auditor General - Democrat,All
,Shirley M Kitchen,Eugene A Depasquale,All
Shirley M Kitchen,565,"1,272",All
Eugene A Depasquale,,49,All
Total,"1,837","1,321",All
,Senator In The General Assembly 3rd District - Democrat,Auditor General - Democrat,1
,Shirley M Kitchen,Eugene A Depasquale,1
Shirley M Kitchen,13,39,1
Eugene A Depasquale,,3,1
Total,52,42,1
,Senator In The General Assembly 3rd District - Democrat,Auditor General - Democrat,2
,Shirley M Kitchen,Eugene A Depasquale,2
Shirley M Kitchen,38,61,2
Eugene A Depasquale,,2,2
Total,99,63,2
,Senator In The General Assembly 3rd District - Democrat,Auditor General - Democrat,3
,Shirley M Kitchen,Eugene A Depasquale,3
Shirley M Kitchen,31,58,3
Eugene A Depasquale,,0,3
Total,89,58,3
,Senator In The General Assembly 3rd District - Democrat,Auditor General - Democrat,4
,Shirley M Kitchen,Eugene A Depasquale,4
Shirley M Kitchen,8,31,4
Eugene A Depasquale,,2,4
Total,39,33,4
,Senator In The General Assembly 3rd District - Democrat,Auditor General - Democrat,5
,Shirley M Kitchen,Eugene A Depasquale,5
Shirley M Kitchen,22,48,5
Eugene A Depasquale,,2,5
Total,70,50,5
,Senator In The General Assembly 3rd District - Democrat,Auditor General - Democrat,6
,Shirley M Kitchen,Eugene A Depasquale,6
Shirley M Kitchen,23,50,6
Eugene A Depasquale,,0,6
Total,73,50,6
,Senator In The General Assembly 3rd District - Democrat,Auditor General - Democrat,7
,Shirley M Kitchen,Eugene A Depasquale,7
Shirley M Kitchen,23,65,7
Eugene A Depasquale,,3,7
Total,88,68,7
,Senator In The General Assembly 3rd District - Democrat,Auditor General - Democrat,8
,Shirley M Kitchen,Eugene A Depasquale,8
Shirley M Kitchen,45,80,8
Eugene A Depasquale,,4,8
Total,125,84,8
,Senator In The General Assembly 3rd District - Democrat,Auditor General - Democrat,9
,Shirley M Kitchen,Eugene A Depasquale,9
Shirley M Kitchen,47,93,9
Eugene A Depasquale,,5,9
Total,140,98,9
,Senator In The General Assembly 3rd District - Democrat,Auditor General - Democrat,10
,Shirley M Kitchen,Eugene A Depasquale,10
Shirley M Kitchen,18,49,10
Eugene A Depasquale,,1,10
Total,67,50,10
,Senator In The General Assembly 3rd District - Democrat,Auditor General - Democrat,11
,Shirley M Kitchen,Eugene A Depasquale,11
Shirley M Kitchen,37,84,11
Eugene A Depasquale,,4,11
Total,121,88,11
,Senator In The General Assembly 3rd District - Democrat,Auditor General - Democrat,12
,Shirley M Kitchen,Eugene A Depasquale,12
Shirley M Kitchen,15,53,12
Eugene A Depasquale,,2,12
Total,68,55,12
,Senator In The General Assembly 3rd District - Democrat,Auditor General - Democrat,13
,Shirley M Kitchen,Eugene A Depasquale,13
Shirley M Kitchen,38,61,13
Eugene A Depasquale,,2,13
Total,99,63,13
,Senator In The General Assembly 3rd District - Democrat,Auditor General - Democrat,14
,Shirley M Kitchen,Eugene A Depasquale,14
Shirley M Kitchen,31,40,14
Eugene A Depasquale,,1,14
Total,71,41,14
,Senator In The General Assembly 3rd District - Democrat,Auditor General - Democrat,15
,Shirley M Kitchen,Eugene A Depasquale,15
Shirley M Kitchen,15,33,15
Eugene A Depasquale,,0,15
Total,48,33,15
,Senator In The General Assembly 3rd District - Democrat,Auditor General - Democrat,16
,Shirley M Kitchen,Eugene A Depasquale,16
Shirley M Kitchen,43,98,16
Eugene A Depasquale,,7,16
Total,141,105,16
,Senator In The General Assembly 3rd District - Democrat,Auditor General - Democrat,17
,Shirley M Kitchen,Eugene A Depasquale,17
Shirley M Kitchen,24,52,17
Eugene A Depasquale,,0,17
Total,76,52,17
,Senator In The General Assembly 3rd District - Democrat,Auditor General - Democrat,18
,Shirley M Kitchen,Eugene A Depasquale,18
Shirley M Kitchen,29,53,18
Eugene A Depasquale,,4,18
Total,82,57,18
,Senator In The General Assembly 3rd District - Democrat,Auditor General - Democrat,19
,Shirley M Kitchen,Eugene A Depasquale,19
Shirley M Kitchen,25,112,19
Eugene A Depasquale,,0,19
Total,137,112,19
,Senator In The General Assembly 3rd District - Democrat,Auditor General - Democrat,20
,Shirley M Kitchen,Eugene A Depasquale,20
Shirley M Kitchen,40,112,20
Eugene A Depasquale,,7,20
Total,152,119,20
