col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,division
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Representative In The General Assembly 202nd District - Democrat,,All
,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Mark Alan Aronchick,Jacquelyn Manns Smalley,Vincent J Hughes,Jerome W Mondesire,Jerry T Jordan,Michelle W Singer,Stephen A Cozen,Joseph C Meade,Nancy Astor Fox,Raye E Johnson,Andrew P Toy,Eleanor M Dezzi,William S Leopold,Heather Steinmiller,Mark B Cohen,Numa F St Louis,All
Kenyatta J Johnson,0,136,128,116,119,85,80,76,77,75,76,74,72,72,71,69,68,94,77,All
Blondell Reynolds Brown,,0,121,116,113,80,75,70,70,70,70,68,67,69,67,68,64,88,58,All
Cindy Bass,,,0,112,110,77,74,71,68,68,71,69,64,70,67,65,65,77,59,All
Mark Alan Aronchick,,,,0,106,68,68,66,63,66,63,64,64,62,62,64,59,66,58,All
Jacquelyn Manns Smalley,,,,,0,66,66,64,66,65,64,63,62,61,61,62,63,67,53,All
Vincent J Hughes,,,,,,0,77,74,70,71,71,70,67,69,69,67,64,54,38,All
Jerome W Mondesire,,,,,,,0,73,70,72,72,69,71,69,70,69,67,48,38,All
Jerry T Jordan,,,,,,,,0,71,72,67,71,68,66,70,69,67,47,36,All
Michelle W Singer,,,,,,,,,0,69,68,72,66,64,70,68,66,46,35,All
Stephen A Cozen,,,,,,,,,,0,68,71,71,67,67,68,65,46,34,All
Joseph C Meade,,,,,,,,,,,0,67,67,66,65,65,65,42,37,All
Nancy Astor Fox,,,,,,,,,,,,0,70,66,70,69,67,43,36,All
Raye E Johnson,,,,,,,,,,,,,0,65,67,68,65,40,37,All
Andrew P Toy,,,,,,,,,,,,,,0,66,64,62,45,31,All
Eleanor M Dezzi,,,,,,,,,,,,,,,0,69,68,42,34,All
William S Leopold,,,,,,,,,,,,,,,,0,66,38,35,All
Heather Steinmiller,,,,,,,,,,,,,,,,,0,40,32,All
Mark B Cohen,,,,,,,,,,,,,,,,,,61,0,All
Numa F St Louis,,,,,,,,,,,,,,,,,,,59,All
Total,172,147,137,125,121,92,86,83,81,80,79,79,77,76,76,73,72,170,147,All
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Representative In The General Assembly 202nd District - Democrat,,1
,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Jacquelyn Manns Smalley,Mark Alan Aronchick,Jerry T Jordan,Joseph C Meade,Michelle W Singer,Vincent J Hughes,Jerome W Mondesire,Raye E Johnson,William S Leopold,Andrew P Toy,Eleanor M Dezzi,Stephen A Cozen,Heather Steinmiller,Nancy Astor Fox,Numa F St Louis,Mark B Cohen,1
Kenyatta J Johnson,0,46,41,39,37,27,26,26,25,25,25,25,24,24,23,24,23,28,24,1
Blondell Reynolds Brown,,0,37,37,37,26,24,25,26,25,25,25,23,24,23,22,22,25,21,1
Cindy Bass,,,0,36,35,26,25,24,25,23,23,23,23,23,23,23,23,22,19,1
Jacquelyn Manns Smalley,,,,0,34,25,22,25,23,22,22,23,21,21,23,23,22,21,18,1
Mark Alan Aronchick,,,,,0,23,19,21,22,22,21,22,21,21,21,20,20,21,16,1
Jerry T Jordan,,,,,,0,24,25,27,25,25,25,24,24,26,23,23,13,17,1
Joseph C Meade,,,,,,,0,24,24,24,25,24,23,24,23,24,23,14,14,1
Michelle W Singer,,,,,,,,0,24,24,24,24,23,24,24,24,24,13,15,1
Vincent J Hughes,,,,,,,,,0,24,24,24,23,24,24,22,23,12,16,1
Jerome W Mondesire,,,,,,,,,,0,26,25,22,24,24,23,22,14,13,1
Raye E Johnson,,,,,,,,,,,0,26,23,24,25,24,23,15,12,1
William S Leopold,,,,,,,,,,,,0,23,24,25,24,23,15,12,1
Andrew P Toy,,,,,,,,,,,,,0,24,22,23,22,11,15,1
Eleanor M Dezzi,,,,,,,,,,,,,,0,23,23,23,12,14,1
Stephen A Cozen,,,,,,,,,,,,,,,0,23,23,13,13,1
Heather Steinmiller,,,,,,,,,,,,,,,,0,23,13,12,1
Nancy Astor Fox,,,,,,,,,,,,,,,,,0,12,12,1
Numa F St Louis,,,,,,,,,,,,,,,,,,16,0,1
Mark B Cohen,,,,,,,,,,,,,,,,,,,8,1
Total,53,47,42,40,38,30,28,28,28,27,27,27,26,26,26,25,24,45,35,1
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Representative In The General Assembly 202nd District - Democrat,,2
,Kenyatta J Johnson,Cindy Bass,Blondell Reynolds Brown,Jacquelyn Manns Smalley,Mark Alan Aronchick,Vincent J Hughes,Jerome W Mondesire,Michelle W Singer,Joseph C Meade,Jerry T Jordan,Nancy Astor Fox,Andrew P Toy,Eleanor M Dezzi,Stephen A Cozen,Heather Steinmiller,Raye E Johnson,William S Leopold,Mark B Cohen,Numa F St Louis,2
Kenyatta J Johnson,0,46,43,42,38,29,27,26,26,24,24,22,23,24,22,22,20,32,27,2
Cindy Bass,,0,42,40,37,27,27,23,24,22,23,24,22,23,22,20,20,30,20,2
Blondell Reynolds Brown,,,0,39,35,26,25,23,23,21,22,22,20,23,21,19,20,30,16,2
Jacquelyn Manns Smalley,,,,0,35,22,24,21,22,19,21,20,20,22,20,20,19,25,18,2
Mark Alan Aronchick,,,,,0,23,22,20,21,19,20,19,19,21,18,19,20,21,17,2
Vincent J Hughes,,,,,,0,24,22,22,22,21,20,20,21,19,19,19,15,16,2
Jerome W Mondesire,,,,,,,0,21,23,21,21,22,21,22,20,20,20,13,15,2
Michelle W Singer,,,,,,,,0,21,22,24,18,22,21,20,19,20,13,14,2
Joseph C Meade,,,,,,,,,0,20,21,20,18,22,19,19,18,12,14,2
Jerry T Jordan,,,,,,,,,,0,23,18,21,21,20,19,20,11,14,2
Nancy Astor Fox,,,,,,,,,,,0,18,22,21,21,19,21,11,14,2
Andrew P Toy,,,,,,,,,,,,0,18,20,17,18,17,12,12,2
Eleanor M Dezzi,,,,,,,,,,,,,0,19,21,19,20,10,14,2
Stephen A Cozen,,,,,,,,,,,,,,0,19,20,19,12,12,2
Heather Steinmiller,,,,,,,,,,,,,,,0,18,19,12,11,2
Raye E Johnson,,,,,,,,,,,,,,,,0,18,10,12,2
William S Leopold,,,,,,,,,,,,,,,,,0,9,12,2
Mark B Cohen,,,,,,,,,,,,,,,,,,21,0,2
Numa F St Louis,,,,,,,,,,,,,,,,,,,24,2
Total,59,50,46,43,38,31,28,27,26,25,25,24,24,24,23,22,21,58,55,2
,Representative In The General Assembly 202nd District - Democrat,,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,7
,Mark B Cohen,Numa F St Louis,Kenyatta J Johnson,Blondell Reynolds Brown,Mark Alan Aronchick,Cindy Bass,Jacquelyn Manns Smalley,Vincent J Hughes,Jerome W Mondesire,Nancy Astor Fox,Stephen A Cozen,Jerry T Jordan,Raye E Johnson,Andrew P Toy,Eleanor M Dezzi,Michelle W Singer,Joseph C Meade,William S Leopold,Heather Steinmiller,7
Mark B Cohen,32,0,38,37,29,28,24,23,22,20,21,19,18,18,18,18,16,17,16,7
Numa F St Louis,,19,22,17,20,17,14,10,9,10,9,9,10,8,8,8,9,8,8,7
Kenyatta J Johnson,,,0,47,41,41,38,31,28,27,28,25,25,26,24,25,24,24,22,7
Blondell Reynolds Brown,,,,0,44,42,37,28,25,24,24,23,23,24,23,22,23,23,21,7
Mark Alan Aronchick,,,,,0,40,37,23,24,24,24,24,24,22,22,22,23,22,21,7
Cindy Bass,,,,,,0,34,25,24,23,22,23,21,23,22,21,22,22,20,7
Jacquelyn Manns Smalley,,,,,,,0,21,20,20,20,20,20,20,20,20,20,20,20,7
Vincent J Hughes,,,,,,,,0,29,26,26,25,24,26,25,24,25,24,23,7
Jerome W Mondesire,,,,,,,,,0,26,26,27,25,25,25,25,25,24,24,7
Nancy Astor Fox,,,,,,,,,,0,27,25,28,26,25,24,23,25,23,7
Stephen A Cozen,,,,,,,,,,,0,25,26,25,25,24,23,24,23,7
Jerry T Jordan,,,,,,,,,,,,0,24,24,25,24,23,24,24,7
