col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,division
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Representative In The General Assembly 198th District - Democrat,,,All
,Cindy Bass,Kenyatta J Johnson,Blondell Reynolds Brown,Mark Alan Aronchick,Jacquelyn Manns Smalley,Vincent J Hughes,Andrew P Toy,Jerome W Mondesire,Michelle W Singer,Stephen A Cozen,Joseph C Meade,Eleanor M Dezzi,Jerry T Jordan,Heather Steinmiller,Raye E Johnson,Nancy Astor Fox,William S Leopold,Rosita C Youngblood,Charisma D Presley,Malik L Boyd,All
Cindy Bass,0,486,500,430,439,422,407,395,389,384,386,378,379,372,374,371,358,255,167,138,All
Kenyatta J Johnson,,0,481,423,441,410,393,386,380,386,384,373,376,369,381,365,358,241,156,137,All
Blondell Reynolds Brown,,,1,414,428,418,396,388,384,377,378,372,374,365,375,359,355,249,146,132,All
Mark Alan Aronchick,,,,0,407,366,371,355,353,369,354,358,346,352,348,347,343,198,136,112,All
Jacquelyn Manns Smalley,,,,,0,376,371,362,362,364,368,369,359,366,366,353,349,203,129,113,All
Vincent J Hughes,,,,,,1,390,390,377,385,391,372,378,363,374,354,359,199,119,122,All
Andrew P Toy,,,,,,,4,373,367,373,369,370,366,365,360,356,354,199,120,99,All
Jerome W Mondesire,,,,,,,,0,358,362,370,356,361,352,358,342,343,191,108,105,All
Michelle W Singer,,,,,,,,,0,364,364,373,359,374,366,369,349,193,114,99,All
Stephen A Cozen,,,,,,,,,,0,374,363,364,356,360,352,352,182,117,103,All
Joseph C Meade,,,,,,,,,,,0,364,364,360,368,352,357,182,110,99,All
Eleanor M Dezzi,,,,,,,,,,,,0,357,373,365,360,352,176,114,98,All
Jerry T Jordan,,,,,,,,,,,,,0,354,362,345,355,186,106,96,All
Heather Steinmiller,,,,,,,,,,,,,,0,364,364,353,179,109,93,All
Raye E Johnson,,,,,,,,,,,,,,,0,356,356,182,107,92,All
Nancy Astor Fox,,,,,,,,,,,,,,,,0,341,184,107,89,All
William S Leopold,,,,,,,,,,,,,,,,,0,170,102,87,All
Rosita C Youngblood,,,,,,,,,,,,,,,,,,70,0,0,All
Charisma D Presley,,,,,,,,,,,,,,,,,,,30,0,All
Malik L Boyd,,,,,,,,,,,,,,,,,,,,25,All
Total,576,548,545,463,459,455,436,418,418,416,404,399,399,393,392,391,370,365,225,205,All
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Representative In The General Assembly 198th District - Democrat,,,1
,Cindy Bass,Kenyatta J Johnson,Blondell Reynolds Brown,Andrew P Toy,Vincent J Hughes,Stephen A Cozen,Jacquelyn Manns Smalley,Michelle W Singer,Mark Alan Aronchick,Jerome W Mondesire,Jerry T Jordan,Eleanor M Dezzi,Nancy Astor Fox,Heather Steinmiller,Joseph C Meade,Raye E Johnson,William S Leopold,Charisma D Presley,Rosita C Youngblood,Malik L Boyd,1
Cindy Bass,0,131,132,119,116,113,115,113,114,109,109,108,108,106,105,106,102,71,57,25,1
Kenyatta J Johnson,,0,128,116,113,111,116,110,108,107,109,108,107,106,107,107,102,65,56,20,1
Blondell Reynolds Brown,,,0,114,113,111,114,110,106,108,105,105,103,103,104,105,101,60,55,23,1
Andrew P Toy,,,,2,108,110,105,109,101,106,106,107,105,104,104,101,102,55,52,16,1
Vincent J Hughes,,,,,0,109,101,108,95,106,105,104,101,103,108,105,100,56,46,18,1
Stephen A Cozen,,,,,,0,105,109,103,103,105,105,103,104,106,102,101,53,47,18,1
Jacquelyn Manns Smalley,,,,,,,0,103,104,100,102,104,100,104,102,102,99,56,45,16,1
Michelle W Singer,,,,,,,,0,97,102,104,106,107,107,104,104,102,51,47,18,1
Mark Alan Aronchick,,,,,,,,,0,95,94,97,95,95,94,92,93,54,43,17,1
Jerome W Mondesire,,,,,,,,,,0,103,99,97,100,103,100,98,49,45,17,1
Jerry T Jordan,,,,,,,,,,,0,102,99,103,104,103,102,50,44,18,1
Eleanor M Dezzi,,,,,,,,,,,,0,102,105,102,101,100,52,42,17,1
Nancy Astor Fox,,,,,,,,,,,,,0,104,100,101,98,49,45,15,1
Heather Steinmiller,,,,,,,,,,,,,,0,103,103,102,49,43,16,1
Joseph C Meade,,,,,,,,,,,,,,,0,104,101,51,41,15,1
Raye E Johnson,,,,,,,,,,,,,,,,0,101,50,42,15,1
William S Leopold,,,,,,,,,,,,,,,,,0,46,41,15,1
Charisma D Presley,,,,,,,,,,,,,,,,,,14,0,0,1
Rosita C Youngblood,,,,,,,,,,,,,,,,,,,20,0,1
Malik L Boyd,,,,,,,,,,,,,,,,,,,,5,1
Total,155,143,141,128,122,121,119,118,117,114,114,113,111,110,109,109,104,93,86,36,1
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Representative In The General Assembly 198th District - Democrat,,,2
,Cindy Bass,Blondell Reynolds Brown,Kenyatta J Johnson,Mark Alan Aronchick,Vincent J Hughes,Andrew P Toy,Jacquelyn Manns Smalley,Jerome W Mondesire,Michelle W Singer,Eleanor M Dezzi,Jerry T Jordan,Stephen A Cozen,Heather Steinmiller,Joseph C Meade,Nancy Astor Fox,Raye E Johnson,William S Leopold,Rosita C Youngblood,Malik L Boyd,Charisma D Presley,2
Cindy Bass,0,132,123,116,114,110,113,106,102,98,102,99,96,99,95,94,90,71,45,38,2
Blondell Reynolds Brown,,0,117,108,107,103,105,101,95,95,99,92,91,93,90,93,89,65,40,28,2
