col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,President Of The United States - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,All
,Barack Obama,Ted Kirsch,Elizabeth A Washo,Mindy M Posoff,Anthony Hardy Williams,Ryan N Boyer,Christine M Tartaglione,Kathryn Sylvia Huggins,Deborah E Landau,Sekela Coles,Thaddeus Kirkland,All
Barack Obama,218,375,358,354,354,329,317,293,286,268,266,All
Ted Kirsch,,0,346,344,349,331,284,273,275,265,266,All
Elizabeth A Washo,,,1,351,342,326,284,280,277,266,262,All
Mindy M Posoff,,,,1,340,323,282,278,277,266,262,All
Anthony Hardy Williams,,,,,2,326,285,271,270,265,262,All
Ryan N Boyer,,,,,,2,261,256,257,252,254,All
Christine M Tartaglione,,,,,,,4,287,288,273,273,All
Kathryn Sylvia Huggins,,,,,,,,1,288,269,265,All
Deborah E Landau,,,,,,,,,1,273,267,All
Sekela Coles,,,,,,,,,,0,265,All
Thaddeus Kirkland,,,,,,,,,,,0,All
Total,698,394,380,377,375,351,340,308,303,281,280,All
,President Of The United States - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,1
,Barack Obama,Elizabeth A Washo,Mindy M Posoff,Ryan N Boyer,Ted Kirsch,Anthony Hardy Williams,Christine M Tartaglione,Deborah E Landau,Kathryn Sylvia Huggins,Sekela Coles,Thaddeus Kirkland,1
Barack Obama,8,22,22,22,22,21,11,10,10,7,6,1
Elizabeth A Washo,,0,22,20,20,21,8,9,9,8,7,1
Mindy M Posoff,,,0,20,20,20,8,9,9,8,7,1
Ryan N Boyer,,,,0,20,19,9,9,8,8,7,1
Ted Kirsch,,,,,0,19,8,8,7,7,7,1
Anthony Hardy Williams,,,,,,0,7,9,9,8,7,1
Christine M Tartaglione,,,,,,,0,9,8,7,7,1
Deborah E Landau,,,,,,,,0,10,8,7,1
Kathryn Sylvia Huggins,,,,,,,,,0,8,7,1
Sekela Coles,,,,,,,,,,0,7,1
Thaddeus Kirkland,,,,,,,,,,,0,1
Total,40,23,23,23,23,22,12,11,11,8,7,1
,President Of The United States - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,2
,Barack Obama,Elizabeth A Washo,Ted Kirsch,Anthony Hardy Williams,Mindy M Posoff,Christine M Tartaglione,Kathryn Sylvia Huggins,Deborah E Landau,Ryan N Boyer,Sekela Coles,Thaddeus Kirkland,2
Barack Obama,5,9,10,9,8,8,7,7,7,5,5,2
Elizabeth A Washo,,0,9,9,9,8,7,7,7,5,5,2
Ted Kirsch,,,0,9,8,8,7,7,7,5,5,2
Anthony Hardy Williams,,,,0,8,8,7,7,7,5,5,2
Mindy M Posoff,,,,,0,7,7,7,7,5,5,2
Christine M Tartaglione,,,,,,0,7,7,6,5,5,2
Kathryn Sylvia Huggins,,,,,,,1,7,6,5,5,2
Deborah E Landau,,,,,,,,0,6,5,5,2
Ryan N Boyer,,,,,,,,,0,5,5,2
Sekela Coles,,,,,,,,,,0,4,2
Thaddeus Kirkland,,,,,,,,,,,0,2
Total,15,10,10,9,9,8,8,7,7,5,5,2
,President Of The United States - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,3
,Barack Obama,Christine M Tartaglione,Anthony Hardy Williams,Elizabeth A Washo,Kathryn Sylvia Huggins,Mindy M Posoff,Ryan N Boyer,Deborah E Landau,Sekela Coles,Ted Kirsch,Thaddeus Kirkland,3
Barack Obama,7,13,12,11,11,11,11,10,10,10,10,3
Christine M Tartaglione,,0,13,13,13,13,12,12,12,12,12,3
Anthony Hardy Williams,,,0,13,13,13,12,12,12,12,12,3
Elizabeth A Washo,,,,0,13,13,12,12,12,12,12,3
Kathryn Sylvia Huggins,,,,,0,13,12,12,12,12,12,3
Mindy M Posoff,,,,,,0,12,12,12,12,12,3
Ryan N Boyer,,,,,,,0,12,12,12,12,3
Deborah E Landau,,,,,,,,0,12,12,12,3
Sekela Coles,,,,,,,,,0,12,12,3
Ted Kirsch,,,,,,,,,,0,12,3
Thaddeus Kirkland,,,,,,,,,,,0,3
Total,22,15,14,13,13,13,13,12,12,12,12,3
,President Of The United States - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,4
,Barack Obama,Elizabeth A Washo,Mindy M Posoff,Ted Kirsch,Anthony Hardy Williams,Christine M Tartaglione,Ryan N Boyer,Kathryn Sylvia Huggins,Deborah E Landau,Sekela Coles,Thaddeus Kirkland,4
Barack Obama,4,31,30,29,28,26,27,26,24,20,20,4
Elizabeth A Washo,,0,30,28,28,22,27,22,22,18,18,4
Mindy M Posoff,,,0,29,29,23,27,23,23,19,19,4
Ted Kirsch,,,,0,29,21,27,21,21,19,19,4
Anthony Hardy Williams,,,,,0,21,27,21,21,19,19,4
Christine M Tartaglione,,,,,,0,19,23,23,20,20,4
Ryan N Boyer,,,,,,,0,20,20,18,18,4
Kathryn Sylvia Huggins,,,,,,,,0,24,20,20,4
Deborah E Landau,,,,,,,,,0,20,20,4
Sekela Coles,,,,,,,,,,0,20,4
Thaddeus Kirkland,,,,,,,,,,,0,4
Total,43,32,31,30,29,27,27,26,24,20,20,4
,President Of The United States - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,5
,Barack Obama,Ted Kirsch,Anthony Hardy Williams,Christine M Tartaglione,Mindy M Posoff,Deborah E Landau,Elizabeth A Washo,Kathryn Sylvia Huggins,Sekela Coles,Thaddeus Kirkland,Ryan N Boyer,5
Barack Obama,11,43,40,40,39,38,38,37,36,36,24,5
Ted Kirsch,,0,40,37,39,36,38,34,35,34,25,5
Anthony Hardy Williams,,,1,37,39,36,38,33,35,34,25,5
Christine M Tartaglione,,,,0,37,39,36,36,37,36,25,5
Mindy M Posoff,,,,,1,36,39,33,34,34,25,5
Deborah E Landau,,,,,,0,35,36,37,36,25,5
Elizabeth A Washo,,,,,,,0,33,34,33,25,5
Kathryn Sylvia Huggins,,,,,,,,0,35,34,24,5
Sekela Coles,,,,,,,,,0,35,25,5
Thaddeus Kirkland,,,,,,,,,,0,25,5
Ryan N Boyer,,,,,,,,,,,0,5
Total,60,44,42,41,41,39,39,37,37,37,25,5
,President Of The United States - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,6
,Barack Obama,Elizabeth A Washo,Kathryn Sylvia Huggins,Mindy M Posoff,Ted Kirsch,Ryan N Boyer,Anthony Hardy Williams,Christine M Tartaglione,Deborah E Landau,Sekela Coles,Thaddeus Kirkland,6
Barack Obama,3,12,11,9,10,7,8,7,7,7,6,6
Elizabeth A Washo,,0,9,8,9,8,8,6,6,7,6,6
Kathryn Sylvia Huggins,,,0,7,8,6,7,7,7,7,6,6
Mindy M Posoff,,,,0,8,7,8,7,6,6,6,6
Ted Kirsch,,,,,0,7,9,6,5,6,6,6
Ryan N Boyer,,,,,,0,6,6,5,5,5,6
Anthony Hardy Williams,,,,,,,0,6,5,6,6,6
Christine M Tartaglione,,,,,,,,0,6,6,6,6
Deborah E Landau,,,,,,,,,0,6,5,6
Sekela Coles,,,,,,,,,,0,6,6
Thaddeus Kirkland,,,,,,,,,,,0,6
Total,19,14,11,11,11,10,9,8,7,7,6,6
,President Of The United States - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,7
,Barack Obama,Ted Kirsch,Elizabeth A Washo,Mindy M Posoff,Ryan N Boyer,Christine M Tartaglione,Anthony Hardy Williams,Kathryn Sylvia Huggins,Deborah E Landau,Sekela Coles,Thaddeus Kirkland,7
