col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,division
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Attorney General - Democrat,,All
,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Mark Alan Aronchick,Jacquelyn Manns Smalley,Vincent J Hughes,Andrew P Toy,Stephen A Cozen,Michelle W Singer,Jerome W Mondesire,Eleanor M Dezzi,Jerry T Jordan,Joseph C Meade,Raye E Johnson,Heather Steinmiller,Nancy Astor Fox,William S Leopold,Patrick Murphy,Kathleen G Kane,All
Kenyatta J Johnson,6,"1,343","1,324","1,265","1,260","1,050",987,991,947,983,947,952,966,962,938,930,924,886,554,All
Blondell Reynolds Brown,,2,"1,287","1,247","1,236","1,035",982,980,933,968,946,936,954,956,929,929,915,831,516,All
Cindy Bass,,,0,"1,247","1,251","1,009",981,970,937,959,943,930,957,946,934,927,911,807,522,All
Mark Alan Aronchick,,,,0,"1,208",984,967,976,904,938,920,918,931,921,907,899,897,768,504,All
Jacquelyn Manns Smalley,,,,,0,963,932,933,900,924,910,900,922,918,908,888,884,747,498,All
Vincent J Hughes,,,,,,3,996,992,942,983,948,946,965,955,941,919,916,717,376,All
Andrew P Toy,,,,,,,0,982,919,952,941,931,957,941,924,912,915,644,359,All
Stephen A Cozen,,,,,,,,0,926,959,940,934,961,945,931,916,915,643,362,All
Michelle W Singer,,,,,,,,,1,895,930,899,897,919,930,944,892,649,343,All
Jerome W Mondesire,,,,,,,,,,1,917,920,941,921,904,894,897,643,334,All
Eleanor M Dezzi,,,,,,,,,,,0,931,914,947,940,917,921,622,338,All
Jerry T Jordan,,,,,,,,,,,,0,917,941,920,897,924,621,331,All
Joseph C Meade,,,,,,,,,,,,,0,924,914,886,901,618,337,All
Raye E Johnson,,,,,,,,,,,,,,0,937,918,934,630,323,All
Heather Steinmiller,,,,,,,,,,,,,,,1,913,914,614,332,All
Nancy Astor Fox,,,,,,,,,,,,,,,,1,893,611,334,All
William S Leopold,,,,,,,,,,,,,,,,,1,597,312,All
Patrick Murphy,,,,,,,,,,,,,,,,,,405,0,All
Kathleen G Kane,,,,,,,,,,,,,,,,,,,159,All
Total,"1,535","1,431","1,405","1,343","1,315","1,158","1,065","1,062","1,041","1,035","1,016","1,008","1,007","1,006","1,001",995,960,"1,466",808,All
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Attorney General - Democrat,,1
,Kenyatta J Johnson,Blondell Reynolds Brown,Mark Alan Aronchick,Cindy Bass,Jacquelyn Manns Smalley,Vincent J Hughes,Joseph C Meade,Andrew P Toy,Jerome W Mondesire,Stephen A Cozen,Raye E Johnson,Jerry T Jordan,William S Leopold,Heather Steinmiller,Eleanor M Dezzi,Michelle W Singer,Nancy Astor Fox,Patrick Murphy,Kathleen G Kane,1
Kenyatta J Johnson,0,82,80,80,80,71,69,68,68,68,65,62,64,64,63,61,61,44,34,1
Blondell Reynolds Brown,,0,80,80,79,71,69,68,68,68,65,63,64,63,63,62,62,45,33,1
Mark Alan Aronchick,,,0,80,79,70,70,69,69,69,64,63,64,63,64,60,61,42,33,1
Cindy Bass,,,,0,80,70,69,69,68,68,64,63,64,63,64,60,61,40,33,1
Jacquelyn Manns Smalley,,,,,0,71,69,69,68,68,65,63,64,64,64,61,61,40,33,1
Vincent J Hughes,,,,,,0,70,70,69,69,67,65,65,65,65,63,62,40,28,1
Joseph C Meade,,,,,,,0,70,70,70,65,64,65,64,65,61,62,37,27,1
Andrew P Toy,,,,,,,,0,69,69,65,64,65,64,65,61,62,36,27,1
Jerome W Mondesire,,,,,,,,,0,69,64,63,64,63,64,60,61,36,27,1
Stephen A Cozen,,,,,,,,,,0,64,63,64,63,64,60,61,37,27,1
Raye E Johnson,,,,,,,,,,,0,64,66,66,65,61,61,38,23,1
Jerry T Jordan,,,,,,,,,,,,0,64,64,64,59,59,37,23,1
William S Leopold,,,,,,,,,,,,,1,65,65,60,61,36,23,1
Heather Steinmiller,,,,,,,,,,,,,,0,64,60,60,36,23,1
Eleanor M Dezzi,,,,,,,,,,,,,,,0,59,60,35,23,1
Michelle W Singer,,,,,,,,,,,,,,,,0,62,35,23,1
Nancy Astor Fox,,,,,,,,,,,,,,,,,0,34,23,1
Patrick Murphy,,,,,,,,,,,,,,,,,,17,0,1
Kathleen G Kane,,,,,,,,,,,,,,,,,,,2,1
Total,87,86,83,81,81,75,71,70,70,70,68,67,67,66,65,64,63,70,36,1
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Attorney General - Democrat,,2
,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Jacquelyn Manns Smalley,Mark Alan Aronchick,Vincent J Hughes,Raye E Johnson,Andrew P Toy,Jerry T Jordan,Joseph C Meade,Michelle W Singer,Stephen A Cozen,William S Leopold,Heather Steinmiller,Jerome W Mondesire,Nancy Astor Fox,Eleanor M Dezzi,Patrick Murphy,Kathleen G Kane,2
Kenyatta J Johnson,0,72,70,72,69,45,38,38,37,38,38,38,36,35,38,36,34,39,46,2
Blondell Reynolds Brown,,0,65,66,66,40,35,37,36,37,34,36,35,32,35,36,33,33,39,2
Cindy Bass,,,0,69,67,38,36,37,35,37,35,37,34,33,35,35,33,34,39,2
Jacquelyn Manns Smalley,,,,0,67,39,35,35,34,36,34,35,33,31,36,34,32,32,38,2
Mark Alan Aronchick,,,,,0,41,37,39,37,38,34,36,37,33,37,36,34,34,38,2
Vincent J Hughes,,,,,,0,39,40,37,37,36,35,36,34,38,35,34,27,21,2
Raye E Johnson,,,,,,,0,38,37,36,35,35,37,35,35,34,36,21,20,2
Andrew P Toy,,,,,,,,0,36,37,34,36,36,35,36,35,34,20,20,2
Jerry T Jordan,,,,,,,,,0,36,34,35,37,33,34,35,35,18,21,2
Joseph C Meade,,,,,,,,,,0,34,37,35,33,36,35,34,18,20,2
Michelle W Singer,,,,,,,,,,,0,33,33,33,33,35,32,17,21,2
Stephen A Cozen,,,,,,,,,,,,0,35,33,34,34,33,16,21,2
William S Leopold,,,,,,,,,,,,,0,34,33,35,34,19,19,2
Heather Steinmiller,,,,,,,,,,,,,,1,32,32,33,16,19,2
Jerome W Mondesire,,,,,,,,,,,,,,,0,33,32,20,18,2
Nancy Astor Fox,,,,,,,,,,,,,,,,0,32,17,20,2
Eleanor M Dezzi,,,,,,,,,,,,,,,,,0,16,19,2
Patrick Murphy,,,,,,,,,,,,,,,,,,39,0,2
Kathleen G Kane,,,,,,,,,,,,,,,,,,,11,2
Total,89,75,75,74,74,49,42,41,39,39,39,39,39,38,38,38,36,89,58,2
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Attorney General - Democrat,,3
,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Jacquelyn Manns Smalley,Mark Alan Aronchick,Jerome W Mondesire,Vincent J Hughes,Joseph C Meade,Andrew P Toy,Jerry T Jordan,Michelle W Singer,Stephen A Cozen,Raye E Johnson,William S Leopold,Eleanor M Dezzi,Nancy Astor Fox,Heather Steinmiller,Patrick Murphy,Kathleen G Kane,3
Kenyatta J Johnson,0,78,73,71,69,44,45,43,41,40,38,40,39,40,39,39,36,47,38,3
Blondell Reynolds Brown,,1,68,67,67,43,45,43,41,39,39,41,39,38,38,38,37,42,33,3
Cindy Bass,,,0,71,69,40,39,41,41,39,37,39,39,39,36,38,36,37,36,3
Jacquelyn Manns Smalley,,,,0,67,40,38,39,38,38,35,37,38,37,36,34,34,36,34,3
Mark Alan Aronchick,,,,,0,38,37,39,39,38,37,40,37,37,34,36,36,35,33,3
Jerome W Mondesire,,,,,,0,42,42,41,41,38,41,40,40,38,36,37,31,15,3
Vincent J Hughes,,,,,,,0,41,40,37,37,40,37,36,36,34,36,30,16,3
Joseph C Meade,,,,,,,,0,43,40,38,41,41,40,38,38,38,30,13,3
Andrew P Toy,,,,,,,,,0,40,37,42,40,40,38,38,39,28,13,3
Jerry T Jordan,,,,,,,,,,0,38,40,42,42,39,37,38,28,12,3
Michelle W Singer,,,,,,,,,,,0,38,38,37,36,37,36,27,13,3
Stephen A Cozen,,,,,,,,,,,,0,39,39,37,36,39,26,15,3
Raye E Johnson,,,,,,,,,,,,,0,41,40,37,38,27,11,3
William S Leopold,,,,,,,,,,,,,,0,38,37,38,28,11,3
Eleanor M Dezzi,,,,,,,,,,,,,,,0,35,36,27,10,3
Nancy Astor Fox,,,,,,,,,,,,,,,,0,35,27,10,3
Heather Steinmiller,,,,,,,,,,,,,,,,,0,25,11,3
Patrick Murphy,,,,,,,,,,,,,,,,,,38,0,3
Kathleen G Kane,,,,,,,,,,,,,,,,,,,11,3
Total,92,82,79,76,73,49,49,47,44,44,44,44,43,43,42,40,39,92,55,3
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Attorney General - Democrat,,4
,Kenyatta J Johnson,Cindy Bass,Mark Alan Aronchick,Blondell Reynolds Brown,Jacquelyn Manns Smalley,Stephen A Cozen,Vincent J Hughes,Joseph C Meade,Raye E Johnson,Andrew P Toy,Jerome W Mondesire,Eleanor M Dezzi,Michelle W Singer,Nancy Astor Fox,William S Leopold,Jerry T Jordan,Heather Steinmiller,Patrick Murphy,Kathleen G Kane,4
Kenyatta J Johnson,0,76,71,69,67,61,61,59,60,57,57,57,57,56,56,55,52,48,31,4
Cindy Bass,,0,71,69,68,60,60,59,59,58,57,58,57,55,57,56,52,44,28,4
Mark Alan Aronchick,,,0,68,66,57,58,57,56,57,56,57,54,53,56,55,50,43,27,4
Blondell Reynolds Brown,,,,0,66,60,58,57,58,57,58,58,55,55,57,56,52,42,22,4
Jacquelyn Manns Smalley,,,,,0,55,55,55,55,56,55,56,54,52,55,54,50,42,21,4
Stephen A Cozen,,,,,,0,62,60,60,59,60,57,56,57,57,56,52,39,21,4
Vincent J Hughes,,,,,,,0,62,58,57,59,56,56,54,56,55,52,41,21,4
Joseph C Meade,,,,,,,,0,57,57,58,55,55,53,55,54,51,39,19,4
Raye E Johnson,,,,,,,,,0,57,58,57,56,57,57,56,52,38,18,4
Andrew P Toy,,,,,,,,,,0,58,57,53,54,56,55,50,37,17,4
Jerome W Mondesire,,,,,,,,,,,0,57,54,55,57,56,51,39,16,4
Eleanor M Dezzi,,,,,,,,,,,,0,54,54,57,56,51,37,15,4
Michelle W Singer,,,,,,,,,,,,,0,54,54,53,50,37,17,4
Nancy Astor Fox,,,,,,,,,,,,,,0,54,53,48,37,15,4
William S Leopold,,,,,,,,,,,,,,,0,56,51,37,15,4
Jerry T Jordan,,,,,,,,,,,,,,,,0,50,36,15,4
Heather Steinmiller,,,,,,,,,,,,,,,,,0,35,14,4
Patrick Murphy,,,,,,,,,,,,,,,,,,27,0,4
Kathleen G Kane,,,,,,,,,,,,,,,,,,,6,4
Total,85,78,76,71,68,66,66,62,61,60,60,58,58,57,57,56,53,79,43,4
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Attorney General - Democrat,,5
,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Mark Alan Aronchick,Jacquelyn Manns Smalley,Vincent J Hughes,Andrew P Toy,Jerome W Mondesire,Joseph C Meade,Heather Steinmiller,Raye E Johnson,Stephen A Cozen,Eleanor M Dezzi,Jerry T Jordan,William S Leopold,Nancy Astor Fox,Michelle W Singer,Kathleen G Kane,Patrick Murphy,5
Kenyatta J Johnson,1,57,55,53,53,25,24,23,23,23,22,22,20,20,21,19,19,36,26,5
Blondell Reynolds Brown,,0,53,54,53,21,19,20,20,19,19,19,17,17,18,15,15,35,25,5
Cindy Bass,,,0,52,52,21,22,20,21,20,20,19,19,18,19,17,16,31,22,5
Mark Alan Aronchick,,,,0,53,19,19,19,20,19,19,18,17,17,18,15,16,31,22,5
Jacquelyn Manns Smalley,,,,,0,20,20,20,21,20,20,19,18,18,19,16,16,30,21,5
Vincent J Hughes,,,,,,1,24,25,23,20,19,22,18,17,19,18,17,11,10,5
Andrew P Toy,,,,,,,0,23,23,20,18,22,19,17,19,19,17,12,7,5
Jerome W Mondesire,,,,,,,,0,23,20,19,22,18,17,19,18,17,10,8,5
Joseph C Meade,,,,,,,,,0,20,19,22,19,18,20,17,16,11,7,5
Heather Steinmiller,,,,,,,,,,0,21,19,20,20,21,19,19,11,7,5
Raye E Johnson,,,,,,,,,,,0,17,19,19,20,18,18,11,8,5
Stephen A Cozen,,,,,,,,,,,,0,18,16,18,16,15,10,6,5
Eleanor M Dezzi,,,,,,,,,,,,,0,18,20,18,16,11,6,5
Jerry T Jordan,,,,,,,,,,,,,,0,19,16,16,11,7,5
William S Leopold,,,,,,,,,,,,,,,0,18,17,10,7,5
Nancy Astor Fox,,,,,,,,,,,,,,,,0,18,9,6,5
Michelle W Singer,,,,,,,,,,,,,,,,,0,9,6,5
Kathleen G Kane,,,,,,,,,,,,,,,,,,18,0,5
Patrick Murphy,,,,,,,,,,,,,,,,,,,8,5
Total,70,64,57,55,54,29,26,25,24,23,23,23,21,21,21,20,19,59,39,5
,Attorney General - Democrat,,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,6
,Patrick Murphy,Kathleen G Kane,Kenyatta J Johnson,Blondell Reynolds Brown,Jacquelyn Manns Smalley,Mark Alan Aronchick,Cindy Bass,Vincent J Hughes,Michelle W Singer,Nancy Astor Fox,Eleanor M Dezzi,Heather Steinmiller,Raye E Johnson,Stephen A Cozen,Andrew P Toy,Jerome W Mondesire,Joseph C Meade,Jerry T Jordan,William S Leopold,6
Patrick Murphy,58,0,45,39,35,34,35,25,21,21,22,20,22,21,21,21,20,21,20,6
Kathleen G Kane,,17,22,20,23,22,20,9,8,9,8,10,8,8,7,6,8,7,8,6
