col_1,col_2,col_3,col_4,division
,Auditor General - Democrat,Attorney General - Democrat,,All
,Eugene A Depasquale,Kathleen G Kane,Patrick Murphy,All
Eugene A Depasquale,11,241,156,All
Kathleen G Kane,,101,0,All
Patrick Murphy,,,75,All
Total,408,342,231,All
,Auditor General - Democrat,Attorney General - Democrat,,1
,Eugene A Depasquale,Patrick Murphy,Kathleen G Kane,1
Eugene A Depasquale,2,3,7,1
Patrick Murphy,,7,0,1
Kathleen G Kane,,,2,1
Total,12,10,9,1
,Attorney General - Democrat,,Auditor General - Democrat,2
,Kathleen G Kane,Patrick Murphy,Eugene A Depasquale,2
Kathleen G Kane,3,0,7,2
Patrick Murphy,,0,2,2
Eugene A Depasquale,,,0,2
Total,10,2,9,2
,Auditor General - Democrat,Attorney General - Democrat,,3
,Eugene A Depasquale,Kathleen G Kane,Patrick Murphy,3
Eugene A Depasquale,1,4,1,3
Kathleen G Kane,,2,0,3
Patrick Murphy,,,2,3
Total,6,6,3,3
,Auditor General - Democrat,Attorney General - Democrat,,4
,Eugene A Depasquale,Kathleen G Kane,Patrick Murphy,4
Eugene A Depasquale,0,12,16,4
Kathleen G Kane,,8,0,4
Patrick Murphy,,,3,4
Total,28,20,19,4
,Auditor General - Democrat,Attorney General - Democrat,,5
,Eugene A Depasquale,Kathleen G Kane,Patrick Murphy,5
Eugene A Depasquale,1,22,7,5
Kathleen G Kane,,2,0,5
Patrick Murphy,,,4,5
Total,30,24,11,5
,Auditor General - Democrat,Attorney General - Democrat,,6
,Eugene A Depasquale,Kathleen G Kane,Patrick Murphy,6
Eugene A Depasquale,0,25,12,6
Kathleen G Kane,,12,0,6
Patrick Murphy,,,6,6
Total,37,37,18,6
,Auditor General - Democrat,Attorney General - Democrat,,7
,Eugene A Depasquale,Kathleen G Kane,Patrick Murphy,7
Eugene A Depasquale,0,10,4,7
Kathleen G Kane,,1,0,7
Patrick Murphy,,,2,7
Total,14,11,6,7
,Auditor General - Democrat,Attorney General - Democrat,,8
,Eugene A Depasquale,Kathleen G Kane,Patrick Murphy,8
Eugene A Depasquale,3,19,12,8
Kathleen G Kane,,6,0,8
Patrick Murphy,,,6,8
Total,34,25,18,8
,Auditor General - Democrat,Attorney General - Democrat,,9
,Eugene A Depasquale,Kathleen G Kane,Patrick Murphy,9
Eugene A Depasquale,0,15,8,9
Kathleen G Kane,,2,0,9
Patrick Murphy,,,2,9
Total,23,17,10,9
,Auditor General - Democrat,Attorney General - Democrat,,10
,Eugene A Depasquale,Patrick Murphy,Kathleen G Kane,10
Eugene A Depasquale,0,9,6,10
Patrick Murphy,,4,0,10
Kathleen G Kane,,,4,10
