col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,President Of The United States - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,All
,Barack Obama,Catherine G Scott,Kelly Lynn Devine,D Gregory Holt,Leslie S Richards,Louis J Farinella,Olivia E Brady,Vince Gillen,Patrick J Eiding,Caren Gansman Moskowitz,All
Barack Obama,414,"1,056",959,914,667,674,657,657,648,631,All
Catherine G Scott,,14,952,917,684,672,675,668,663,647,All
Kelly Lynn Devine,,,15,905,676,665,661,659,644,642,All
D Gregory Holt,,,,8,647,643,637,649,636,620,All
Leslie S Richards,,,,,2,665,663,654,643,639,All
Louis J Farinella,,,,,,1,648,654,659,629,All
Olivia E Brady,,,,,,,1,647,634,628,All
Vince Gillen,,,,,,,,1,645,630,All
Patrick J Eiding,,,,,,,,,0,630,All
Caren Gansman Moskowitz,,,,,,,,,,8,All
Total,"1,647","1,153","1,058",992,725,722,710,709,700,689,All
,President Of The United States - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,1
,Barack Obama,Catherine G Scott,D Gregory Holt,Kelly Lynn Devine,Louis J Farinella,Vince Gillen,Olivia E Brady,Patrick J Eiding,Caren Gansman Moskowitz,Leslie S Richards,1
Barack Obama,9,36,30,30,23,22,21,21,19,20,1
Catherine G Scott,,1,29,29,22,21,21,22,20,21,1
D Gregory Holt,,,0,28,20,21,21,21,20,20,1
Kelly Lynn Devine,,,,0,21,21,20,20,20,20,1
Louis J Farinella,,,,,0,22,21,20,20,21,1
Vince Gillen,,,,,,0,22,20,20,20,1
Olivia E Brady,,,,,,,0,20,20,20,1
Patrick J Eiding,,,,,,,,0,20,20,1
Caren Gansman Moskowitz,,,,,,,,,1,20,1
Leslie S Richards,,,,,,,,,,0,1
Total,50,38,31,31,24,23,22,22,21,21,1
,President Of The United States - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,2
,Barack Obama,Kelly Lynn Devine,Catherine G Scott,D Gregory Holt,Leslie S Richards,Olivia E Brady,Caren Gansman Moskowitz,Louis J Farinella,Vince Gillen,Patrick J Eiding,2
Barack Obama,7,27,25,22,20,19,18,18,18,17,2
Kelly Lynn Devine,,0,25,23,22,21,19,19,19,18,2
Catherine G Scott,,,0,22,19,19,18,18,18,17,2
D Gregory Holt,,,,0,18,18,18,18,18,18,2
Leslie S Richards,,,,,0,20,18,19,18,18,2
Olivia E Brady,,,,,,0,19,19,19,18,2
Caren Gansman Moskowitz,,,,,,,0,18,19,18,2
Louis J Farinella,,,,,,,,0,18,18,2
Vince Gillen,,,,,,,,,0,18,2
Patrick J Eiding,,,,,,,,,,0,2
Total,37,30,27,24,22,21,19,19,19,18,2
,President Of The United States - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,3
