col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Senator In The General Assembly 1st District - Republican,United States Senator - Republican,,,,,All
,Alfonso Gambone Jr,Steven D Welch,Tom Smith,Marc A Scaringi,David Alan Christian,Sam Rohrer,All
Alfonso Gambone Jr,0,2,2,1,0,0,All
Steven D Welch,,0,0,0,0,0,All
Tom Smith,,,0,0,0,0,All
Marc A Scaringi,,,,0,0,0,All
David Alan Christian,,,,,0,0,All
Sam Rohrer,,,,,,0,All
Total,5,2,2,1,0,0,All
,Senator In The General Assembly 1st District - Republican,United States Senator - Republican,,,,,9
,Alfonso Gambone Jr,Steven D Welch,Tom Smith,Marc A Scaringi,David Alan Christian,Sam Rohrer,9
Alfonso Gambone Jr,0,2,2,1,0,0,9
Steven D Welch,,0,0,0,0,0,9
Tom Smith,,,0,0,0,0,9
Marc A Scaringi,,,,0,0,0,9
David Alan Christian,,,,,0,0,9
Sam Rohrer,,,,,,0,9
Total,5,2,2,1,0,0,9
