col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,division
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Representative In The General Assembly 198th District - Democrat,,,All
,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Jacquelyn Manns Smalley,Mark Alan Aronchick,Vincent J Hughes,Raye E Johnson,Jerome W Mondesire,Stephen A Cozen,Andrew P Toy,Joseph C Meade,Eleanor M Dezzi,Michelle W Singer,Jerry T Jordan,Nancy Astor Fox,Heather Steinmiller,William S Leopold,Rosita C Youngblood,Charisma D Presley,Malik L Boyd,All
Kenyatta J Johnson,5,553,561,519,515,340,330,321,319,319,318,314,307,311,306,304,294,277,238,183,All
Blondell Reynolds Brown,,0,526,493,492,320,304,304,303,308,303,298,292,291,282,289,282,246,198,149,All
Cindy Bass,,,0,506,498,321,313,306,304,309,306,306,294,298,288,290,284,239,193,153,All
Jacquelyn Manns Smalley,,,,0,480,295,288,288,287,291,292,284,276,280,276,275,270,214,181,139,All
Mark Alan Aronchick,,,,,0,289,295,294,292,290,291,289,280,281,281,279,273,211,191,129,All
Vincent J Hughes,,,,,,0,306,305,298,314,306,301,294,298,286,289,286,160,95,96,All
Raye E Johnson,,,,,,,0,300,307,299,306,310,294,302,294,302,292,148,101,90,All
Jerome W Mondesire,,,,,,,,0,300,300,304,294,283,289,281,286,278,147,92,92,All
Stephen A Cozen,,,,,,,,,1,299,300,294,282,289,291,287,283,147,98,82,All
Andrew P Toy,,,,,,,,,,0,305,296,284,292,282,284,282,146,93,88,All
Joseph C Meade,,,,,,,,,,,0,298,288,294,284,287,286,144,92,90,All
Eleanor M Dezzi,,,,,,,,,,,,0,285,291,284,296,288,143,90,87,All
Michelle W Singer,,,,,,,,,,,,,0,281,285,275,273,141,88,87,All
Jerry T Jordan,,,,,,,,,,,,,,0,279,285,286,143,88,82,All
Nancy Astor Fox,,,,,,,,,,,,,,,0,275,274,143,90,79,All
Heather Steinmiller,,,,,,,,,,,,,,,,0,282,135,91,78,All
William S Leopold,,,,,,,,,,,,,,,,,0,138,87,74,All
Rosita C Youngblood,,,,,,,,,,,,,,,,,,169,0,0,All
Charisma D Presley,,,,,,,,,,,,,,,,,,,89,0,All
Malik L Boyd,,,,,,,,,,,,,,,,,,,,99,All
Total,711,602,592,542,537,355,341,335,331,329,328,322,319,315,314,306,301,494,359,317,All
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Representative In The General Assembly 198th District - Democrat,,,4
