col_1,col_2,col_3,division
,Senator In The General Assembly 5th District - Democrat,Representative In Congress 13th District - Democrat,All
,Mike Stack,Allyson Y Schwartz,All
Mike Stack,45,382,All
Allyson Y Schwartz,,31,All
Total,427,413,All
,Senator In The General Assembly 5th District - Democrat,Representative In Congress 13th District - Democrat,1
,Mike Stack,Allyson Y Schwartz,1
Mike Stack,5,43,1
Allyson Y Schwartz,,3,1
Total,48,46,1
,Senator In The General Assembly 5th District - Democrat,Representative In Congress 13th District - Democrat,2
,Mike Stack,Allyson Y Schwartz,2
Mike Stack,7,61,2
Allyson Y Schwartz,,4,2
Total,68,65,2
,Senator In The General Assembly 5th District - Democrat,Representative In Congress 13th District - Democrat,3
,Mike Stack,Allyson Y Schwartz,3
Mike Stack,6,39,3
Allyson Y Schwartz,,1,3
Total,45,40,3
,Representative In Congress 13th District - Democrat,Senator In The General Assembly 5th District - Democrat,4
,Allyson Y Schwartz,Mike Stack,4
Allyson Y Schwartz,6,46,4
Mike Stack,,4,4
Total,52,50,4
,Senator In The General Assembly 5th District - Democrat,Representative In Congress 13th District - Democrat,5
,Mike Stack,Allyson Y Schwartz,5
Mike Stack,7,55,5
Allyson Y Schwartz,,3,5
Total,62,58,5
,Senator In The General Assembly 5th District - Democrat,Representative In Congress 13th District - Democrat,6
,Mike Stack,Allyson Y Schwartz,6
Mike Stack,6,54,6
Allyson Y Schwartz,,2,6
Total,60,56,6
,Representative In Congress 13th District - Democrat,Senator In The General Assembly 5th District - Democrat,7
,Allyson Y Schwartz,Mike Stack,7
Allyson Y Schwartz,8,39,7
Mike Stack,,5,7
Total,47,44,7
,Senator In The General Assembly 5th District - Democrat,Representative In Congress 13th District - Democrat,15
,Mike Stack,Allyson Y Schwartz,15
Mike Stack,5,45,15
Allyson Y Schwartz,,4,15
Total,50,49,15
