col_1,col_2,col_3,division
,President Of The United States - Democrat,Senator In The General Assembly 7th District - Democrat,All
,Barack Obama,Vincent J Hughes,All
Barack Obama,222,865,All
Vincent J Hughes,,14,All
Total,"1,087",879,All
,President Of The United States - Democrat,Senator In The General Assembly 7th District - Democrat,19
,Barack Obama,Vincent J Hughes,19
Barack Obama,32,90,19
Vincent J Hughes,,2,19
Total,122,92,19
,President Of The United States - Democrat,Senator In The General Assembly 7th District - Democrat,20
,Barack Obama,Vincent J Hughes,20
Barack Obama,18,74,20
Vincent J Hughes,,1,20
Total,92,75,20
,President Of The United States - Democrat,Senator In The General Assembly 7th District - Democrat,21
,Barack Obama,Vincent J Hughes,21
Barack Obama,12,101,21
Vincent J Hughes,,0,21
Total,113,101,21
,President Of The United States - Democrat,Senator In The General Assembly 7th District - Democrat,22
,Barack Obama,Vincent J Hughes,22
Barack Obama,17,65,22
Vincent J Hughes,,1,22
Total,82,66,22
,President Of The United States - Democrat,Senator In The General Assembly 7th District - Democrat,23
,Barack Obama,Vincent J Hughes,23
Barack Obama,11,72,23
Vincent J Hughes,,0,23
Total,83,72,23
,President Of The United States - Democrat,Senator In The General Assembly 7th District - Democrat,24
,Barack Obama,Vincent J Hughes,24
Barack Obama,34,48,24
Vincent J Hughes,,2,24
Total,82,50,24
,President Of The United States - Democrat,Senator In The General Assembly 7th District - Democrat,25
,Barack Obama,Vincent J Hughes,25
Barack Obama,21,92,25
Vincent J Hughes,,1,25
Total,113,93,25
,President Of The United States - Democrat,Senator In The General Assembly 7th District - Democrat,26
,Barack Obama,Vincent J Hughes,26
Barack Obama,21,81,26
Vincent J Hughes,,2,26
Total,102,83,26
,President Of The United States - Democrat,Senator In The General Assembly 7th District - Democrat,27
,Barack Obama,Vincent J Hughes,27
Barack Obama,9,47,27
Vincent J Hughes,,2,27
Total,56,49,27
,President Of The United States - Democrat,Senator In The General Assembly 7th District - Democrat,28
,Barack Obama,Vincent J Hughes,28
Barack Obama,33,136,28
Vincent J Hughes,,2,28
Total,169,138,28
,President Of The United States - Democrat,Senator In The General Assembly 7th District - Democrat,29
,Barack Obama,Vincent J Hughes,29
Barack Obama,14,59,29
Vincent J Hughes,,1,29
Total,73,60,29
