col_1,col_2,col_3,division
,Senator In The General Assembly 3rd District - Democrat,State Treasurer - Democrat,All
,Shirley M Kitchen,Robert M Mccord,All
Shirley M Kitchen,432,"1,405",All
Robert M Mccord,,53,All
Total,"1,837","1,458",All
,Senator In The General Assembly 3rd District - Democrat,State Treasurer - Democrat,1
,Shirley M Kitchen,Robert M Mccord,1
Shirley M Kitchen,11,41,1
Robert M Mccord,,4,1
Total,52,45,1
,Senator In The General Assembly 3rd District - Democrat,State Treasurer - Democrat,2
,Shirley M Kitchen,Robert M Mccord,2
Shirley M Kitchen,31,68,2
Robert M Mccord,,1,2
Total,99,69,2
,Senator In The General Assembly 3rd District - Democrat,State Treasurer - Democrat,3
,Shirley M Kitchen,Robert M Mccord,3
Shirley M Kitchen,19,70,3
Robert M Mccord,,0,3
Total,89,70,3
,Senator In The General Assembly 3rd District - Democrat,State Treasurer - Democrat,4
,Shirley M Kitchen,Robert M Mccord,4
Shirley M Kitchen,5,34,4
Robert M Mccord,,3,4
Total,39,37,4
,Senator In The General Assembly 3rd District - Democrat,State Treasurer - Democrat,5
,Shirley M Kitchen,Robert M Mccord,5
Shirley M Kitchen,21,49,5
Robert M Mccord,,2,5
Total,70,51,5
,Senator In The General Assembly 3rd District - Democrat,State Treasurer - Democrat,6
,Shirley M Kitchen,Robert M Mccord,6
Shirley M Kitchen,21,52,6
Robert M Mccord,,1,6
Total,73,53,6
,Senator In The General Assembly 3rd District - Democrat,State Treasurer - Democrat,7
,Shirley M Kitchen,Robert M Mccord,7
Shirley M Kitchen,19,69,7
Robert M Mccord,,3,7
Total,88,72,7
,Senator In The General Assembly 3rd District - Democrat,State Treasurer - Democrat,8
,Shirley M Kitchen,Robert M Mccord,8
Shirley M Kitchen,35,90,8
Robert M Mccord,,1,8
Total,125,91,8
,Senator In The General Assembly 3rd District - Democrat,State Treasurer - Democrat,9
,Shirley M Kitchen,Robert M Mccord,9
Shirley M Kitchen,42,98,9
Robert M Mccord,,5,9
Total,140,103,9
,Senator In The General Assembly 3rd District - Democrat,State Treasurer - Democrat,10
,Shirley M Kitchen,Robert M Mccord,10
Shirley M Kitchen,14,53,10
Robert M Mccord,,3,10
Total,67,56,10
,Senator In The General Assembly 3rd District - Democrat,State Treasurer - Democrat,11
,Shirley M Kitchen,Robert M Mccord,11
Shirley M Kitchen,25,96,11
Robert M Mccord,,4,11
Total,121,100,11
,Senator In The General Assembly 3rd District - Democrat,State Treasurer - Democrat,12
,Shirley M Kitchen,Robert M Mccord,12
Shirley M Kitchen,11,57,12
Robert M Mccord,,1,12
Total,68,58,12
,Senator In The General Assembly 3rd District - Democrat,State Treasurer - Democrat,13
,Shirley M Kitchen,Robert M Mccord,13
Shirley M Kitchen,34,65,13
Robert M Mccord,,4,13
Total,99,69,13
,Senator In The General Assembly 3rd District - Democrat,State Treasurer - Democrat,14
,Shirley M Kitchen,Robert M Mccord,14
Shirley M Kitchen,19,52,14
Robert M Mccord,,1,14
Total,71,53,14
,Senator In The General Assembly 3rd District - Democrat,State Treasurer - Democrat,15
,Shirley M Kitchen,Robert M Mccord,15
Shirley M Kitchen,10,38,15
Robert M Mccord,,0,15
Total,48,38,15
,Senator In The General Assembly 3rd District - Democrat,State Treasurer - Democrat,16
,Shirley M Kitchen,Robert M Mccord,16
Shirley M Kitchen,33,108,16
Robert M Mccord,,4,16
Total,141,112,16
,Senator In The General Assembly 3rd District - Democrat,State Treasurer - Democrat,17
,Shirley M Kitchen,Robert M Mccord,17
Shirley M Kitchen,17,59,17
Robert M Mccord,,1,17
Total,76,60,17
,Senator In The General Assembly 3rd District - Democrat,State Treasurer - Democrat,18
,Shirley M Kitchen,Robert M Mccord,18
Shirley M Kitchen,19,63,18
Robert M Mccord,,5,18
Total,82,68,18
,Senator In The General Assembly 3rd District - Democrat,State Treasurer - Democrat,19
,Shirley M Kitchen,Robert M Mccord,19
Shirley M Kitchen,15,122,19
Robert M Mccord,,2,19
Total,137,124,19
,Senator In The General Assembly 3rd District - Democrat,State Treasurer - Democrat,20
,Shirley M Kitchen,Robert M Mccord,20
Shirley M Kitchen,31,121,20
Robert M Mccord,,8,20
Total,152,129,20
