col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,division
,Senator In The General Assembly 7th District - Democrat,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,All
,Vincent J Hughes,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Mark Alan Aronchick,Jacquelyn Manns Smalley,Vincent J Hughes,Andrew P Toy,Stephen A Cozen,Raye E Johnson,Jerome W Mondesire,Jerry T Jordan,Joseph C Meade,Eleanor M Dezzi,Heather Steinmiller,Nancy Astor Fox,Michelle W Singer,William S Leopold,All
Vincent J Hughes,30,80,79,66,66,64,58,53,51,50,49,49,49,47,47,46,45,45,All
Kenyatta J Johnson,,0,78,69,69,67,57,55,53,53,52,52,52,50,50,49,48,48,All
Blondell Reynolds Brown,,,1,70,69,67,59,56,53,53,52,52,52,50,50,49,48,48,All
Cindy Bass,,,,0,66,62,54,53,50,52,50,51,52,50,50,49,48,48,All
Mark Alan Aronchick,,,,,0,63,53,50,52,50,50,50,51,49,49,47,47,48,All
Jacquelyn Manns Smalley,,,,,,0,49,47,47,48,46,46,48,45,45,45,43,44,All
Vincent J Hughes,,,,,,,0,55,53,53,52,51,51,48,49,47,46,48,All
Andrew P Toy,,,,,,,,0,51,52,50,50,50,50,51,48,47,48,All
Stephen A Cozen,,,,,,,,,0,50,49,50,50,49,49,46,46,48,All
Raye E Johnson,,,,,,,,,,0,50,50,51,48,49,47,46,48,All
Jerome W Mondesire,,,,,,,,,,,0,50,49,47,48,46,45,47,All
Jerry T Jordan,,,,,,,,,,,,0,50,49,49,47,46,48,All
Joseph C Meade,,,,,,,,,,,,,0,49,49,47,47,48,All
Eleanor M Dezzi,,,,,,,,,,,,,,0,50,47,47,48,All
Heather Steinmiller,,,,,,,,,,,,,,,0,47,47,48,All
Nancy Astor Fox,,,,,,,,,,,,,,,,0,47,44,All
Michelle W Singer,,,,,,,,,,,,,,,,,0,44,All
William S Leopold,,,,,,,,,,,,,,,,,,0,All
Total,117,85,84,70,70,67,61,58,54,53,52,52,52,51,51,50,49,48,All
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Senator In The General Assembly 7th District - Democrat,3
,Blondell Reynolds Brown,Andrew P Toy,Cindy Bass,Eleanor M Dezzi,Heather Steinmiller,Kenyatta J Johnson,Michelle W Singer,Nancy Astor Fox,Vincent J Hughes,Jacquelyn Manns Smalley,Jerome W Mondesire,Jerry T Jordan,Joseph C Meade,Mark Alan Aronchick,Raye E Johnson,Stephen A Cozen,William S Leopold,Vincent J Hughes,3
Blondell Reynolds Brown,0,9,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,9,3
Andrew P Toy,,0,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,8,3
Cindy Bass,,,0,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,3
Eleanor M Dezzi,,,,0,8,8,8,8,7,7,7,7,7,7,7,7,7,7,3
Heather Steinmiller,,,,,0,8,8,8,7,7,7,7,7,7,7,7,7,7,3
Kenyatta J Johnson,,,,,,0,8,8,7,7,7,7,7,7,7,7,7,7,3
Michelle W Singer,,,,,,,0,8,7,7,7,7,7,7,7,7,7,7,3
Nancy Astor Fox,,,,,,,,0,7,7,7,7,7,7,7,7,7,7,3
Vincent J Hughes,,,,,,,,,0,7,7,7,7,7,7,7,7,7,3
Jacquelyn Manns Smalley,,,,,,,,,,0,7,7,7,7,7,7,7,6,3
Jerome W Mondesire,,,,,,,,,,,0,7,7,7,7,7,7,6,3
Jerry T Jordan,,,,,,,,,,,,0,7,7,7,7,7,6,3
Joseph C Meade,,,,,,,,,,,,,0,7,7,7,7,6,3
Mark Alan Aronchick,,,,,,,,,,,,,,0,7,7,7,6,3
Raye E Johnson,,,,,,,,,,,,,,,0,7,7,6,3
Stephen A Cozen,,,,,,,,,,,,,,,,0,7,6,3
William S Leopold,,,,,,,,,,,,,,,,,0,6,3
Vincent J Hughes,,,,,,,,,,,,,,,,,,0,3
Total,10,9,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,9,3
,Senator In The General Assembly 7th District - Democrat,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,6
,Vincent J Hughes,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Jacquelyn Manns Smalley,Mark Alan Aronchick,Andrew P Toy,Vincent J Hughes,Nancy Astor Fox,Raye E Johnson,Eleanor M Dezzi,Jerome W Mondesire,Jerry T Jordan,Joseph C Meade,Michelle W Singer,Stephen A Cozen,Heather Steinmiller,William S Leopold,6
Vincent J Hughes,12,34,32,28,29,27,17,18,16,17,15,16,16,16,15,16,14,14,6
Kenyatta J Johnson,,0,34,30,31,30,19,19,18,19,17,18,18,18,17,18,16,16,6
Blondell Reynolds Brown,,,1,31,31,30,19,20,18,19,17,18,18,18,17,18,16,16,6
Cindy Bass,,,,0,28,29,18,19,18,18,17,18,18,18,17,17,16,16,6
Jacquelyn Manns Smalley,,,,,0,29,16,17,16,17,16,16,16,17,16,17,15,15,6
