col_1,col_2,division
,Senator In The General Assembly 1st District - Democrat,All
,Lawrence M Farnese Jr,All
Lawrence M Farnese Jr,376,All
Total,376,All
,Senator In The General Assembly 1st District - Democrat,30
,Lawrence M Farnese Jr,30
Lawrence M Farnese Jr,81,30
Total,81,30
,Senator In The General Assembly 1st District - Democrat,38
,Lawrence M Farnese Jr,38
Lawrence M Farnese Jr,135,38
Total,135,38
,Senator In The General Assembly 1st District - Democrat,40
,Lawrence M Farnese Jr,40
Lawrence M Farnese Jr,160,40
Total,160,40
